dates,oahu0053_0001,oahu0053_0002,oahu0053_0003,oahu0053_0004,satname
1991-11-10 20:18:16+00:00,25.678076399996325,26.16491631346509,22.28759297764594,,L5
1991-11-26 20:18:23+00:00,8.224560707645846,7.674406234082812,10.875603189290231,7.691260553378901,L5
1991-12-12 20:18:31+00:00,9.37406194759734,10.65833498115934,10.192905842431603,,L5
1999-07-03 20:46:48+00:00,33.17143340635851,34.72853076993178,33.115869020942704,,L7
1999-08-20 20:46:55+00:00,44.475941529497966,45.721766206251495,41.60934199837451,37.66668763074154,L7
1999-09-05 20:46:59+00:00,32.86186519153136,31.76819817496701,31.599463474872486,25.137403748241653,L7
1999-11-08 20:46:58+00:00,19.58092959345959,21.611899981551844,21.102445518661668,,L7
1999-11-24 20:46:49+00:00,31.3148186842558,32.2342484480286,31.01870852123081,,L7
2000-01-11 20:46:54+00:00,27.013204895060564,29.03924635574356,25.3264234657738,,L7
2000-02-12 20:46:47+00:00,33.7306792508442,33.422153157495245,32.799686217319724,27.79418249916184,L7
2000-03-15 20:46:37+00:00,36.20840826013932,37.39213383054922,35.19885274431625,31.04652377411653,L7
2000-05-18 20:46:08+00:00,29.45278847969417,29.31488478165688,33.89702175488646,30.45970621803604,L7
2000-06-03 20:45:56+00:00,36.4116095425381,39.93295033107982,38.69093037870564,34.82440038122663,L7
2000-06-19 20:45:53+00:00,27.64788208627096,27.326250377126275,26.31219110818139,21.4964667415351,L7
2000-08-06 20:45:09+00:00,34.60774948758779,35.33188453531436,33.876620325435645,,L7
2000-09-07 20:44:48+00:00,31.55713984289969,29.95993533036113,28.85488105806489,,L7
2000-09-23 20:44:31+00:00,45.98915579032937,48.79417259394907,44.20435332418288,39.69693469022429,L7
2000-10-25 20:44:20+00:00,31.510767807263136,33.07096281206497,32.216524372989994,27.892455926934016,L7
2000-11-26 20:44:25+00:00,27.716940429172727,26.47664732998133,26.027340188491618,20.279552504028167,L7
2000-12-12 20:44:27+00:00,,,,10.43166770393956,L7
2000-12-28 20:44:30+00:00,40.85421876570506,39.91234485032631,39.29427150706853,34.85643251795384,L7
2001-01-13 20:44:32+00:00,,,48.22122426782101,46.65250756351309,L7
2001-02-14 20:44:29+00:00,,,,,L7
2001-03-02 20:44:23+00:00,26.96113763711206,27.68448565660964,33.74065230129285,29.37113504300817,L7
2001-04-03 20:44:06+00:00,26.39522796764091,27.270030937665823,24.826852994499284,,L7
2001-04-19 20:44:10+00:00,16.09448702684791,17.200584919375437,20.487654873339284,,L7
2001-05-21 20:43:54+00:00,26.46680229520078,28.08800065292525,28.234221967649624,20.11884357388032,L7
2001-06-22 20:43:29+00:00,34.73607895554677,33.24049483949182,30.647813713518683,25.709681729864723,L7
2001-07-24 20:43:19+00:00,37.21887702457217,40.07792642604864,38.68033305643942,,L7
2001-08-25 20:42:49+00:00,33.50801885743291,34.86577957041949,35.850551828943864,32.36285715525309,L7
2001-09-10 20:42:38+00:00,36.490291174056594,38.00410091720969,36.48238173300714,33.00721591746091,L7
2001-09-26 20:42:29+00:00,29.38300422331504,32.24920518105996,33.29731369869279,28.98320414037269,L7
2001-11-29 20:42:36+00:00,41.73433783645024,44.80946409865649,44.511683711186855,,L7
2002-01-16 20:42:50+00:00,30.216879827507224,31.518213113511585,33.322045544383535,28.969693202573644,L7
2002-02-01 20:42:53+00:00,22.685123228880386,23.776158843943307,21.024444190932527,,L7
2002-02-17 20:42:54+00:00,30.190276032636284,30.87091996429444,29.35423038670953,,L7
2002-04-06 20:42:51+00:00,31.81271120157633,33.21634824006126,31.81588273778566,25.185636979917817,L7
2002-05-24 20:42:43+00:00,44.84978814504956,46.22922388957026,42.45605728949032,38.22394015851401,L7
2002-06-09 20:42:36+00:00,32.00196725902706,31.42649516125082,31.25985158494102,29.17848140452548,L7
2002-11-16 20:42:04+00:00,25.35559021075368,24.05389339279408,22.62905270277137,16.66219914185202,L7
2002-12-02 20:42:19+00:00,,37.126447420548,31.487181821612413,24.59860290551088,L7
2002-12-18 20:42:19+00:00,35.32405859216144,44.065845872486285,43.59877663826253,,L7
2003-02-04 20:42:40+00:00,42.83297891456442,41.69624263722203,39.68223111325072,34.96145910186746,L7
2003-03-24 20:42:41+00:00,31.44190389891656,31.78342327292431,27.55293401174626,21.97516061604658,L7
2003-05-27 20:42:45+00:00,30.3794992564212,30.94598091122584,28.56787319151316,,L7
2003-08-31 20:42:24+00:00,,,,,L7
2003-10-02 20:42:13+00:00,31.871689188775672,32.36532615453159,33.463884735776965,30.82062333613215,L7
2003-10-18 20:42:18+00:00,29.50089948321109,31.20140866478474,26.960612136884365,22.361594018946214,L7
2004-01-06 20:42:58+00:00,,,,,L7
2004-01-22 20:43:05+00:00,28.60426639815711,29.41184412330481,26.7098793703136,19.933873880329628,L7
2004-02-07 20:43:10+00:00,34.29760499066098,35.40607655192847,31.754266121777547,30.26368314238153,L7
2004-04-27 20:43:12+00:00,27.24165201642677,27.760610138732822,27.200335215233267,,L7
2004-08-01 20:42:53+00:00,,,,,L7
2004-09-02 20:42:47+00:00,30.12928240187441,30.23199106639204,29.93429878904475,25.509950134789467,L7
2004-09-18 20:42:41+00:00,,,36.56995643451797,28.86584375237824,L7
2004-10-20 20:42:46+00:00,24.2190100615997,23.565559076185536,23.259128494301688,19.889559620429715,L7
2004-11-21 20:43:04+00:00,,,,,L7
2004-12-23 20:43:20+00:00,18.014007856753224,17.857534299949695,15.36294465108835,,L7
2005-01-08 20:43:27+00:00,,,,,L7
2005-04-14 20:43:37+00:00,17.201346429343406,17.692175007541167,18.16777760444875,,L7
2005-07-19 20:43:29+00:00,17.544222614089133,16.651905842131388,19.65605369059708,16.307082718309715,L7
2005-08-04 20:43:26+00:00,26.25146436656925,29.67327412474177,29.668727557527408,25.75504891188876,L7
2005-08-20 20:43:21+00:00,47.94177688618408,43.65131775482029,38.19802495994976,,L7
2005-09-05 20:43:12+00:00,,19.26848690464008,20.594876484577995,,L7
2005-09-21 20:43:08+00:00,29.345380880104845,31.88454335885905,31.09909855039014,26.9135490441173,L7
2005-12-26 20:43:45+00:00,26.986238816439272,28.35396035684393,28.87752934001789,25.29035596943304,L7
2006-01-11 20:43:54+00:00,24.12407732514042,26.3958213571863,24.998727027244424,17.098174804000198,L7
2006-02-12 20:44:07+00:00,35.88294345888091,44.02105980004792,43.57424257779672,39.07179140846336,L7
2006-04-01 20:44:07+00:00,24.57044424952101,26.44111717885804,23.267507985576323,14.125712738333924,L7
2006-04-17 20:44:03+00:00,26.833339462391816,27.302395125874902,24.5327398974836,,L7
2006-05-19 20:44:07+00:00,,,38.36528934772272,,L7
2006-06-20 20:44:01+00:00,21.677010363863133,20.923073921307903,22.936780320182777,17.809173802990014,L7
2006-07-06 20:43:55+00:00,20.664472829678587,19.919295853239024,20.158931153497416,15.401138230739216,L7
2006-07-22 20:43:46+00:00,40.25417637604848,39.14430373045517,38.80766486101573,34.80137568317401,L7
2006-08-07 20:43:44+00:00,20.44699507623666,22.23161440882265,22.616287895419635,,L7
2006-09-08 20:43:38+00:00,40.17171405702909,37.91988249184024,36.18641494030077,32.1924143858654,L7
2006-10-10 20:43:27+00:00,,,,,L7
2006-10-26 20:43:43+00:00,28.945199217729744,30.4585904303638,26.38270834023515,19.95563909525761,L7
2006-11-27 20:44:07+00:00,,,,,L7
2007-01-14 20:44:16+00:00,29.938161928257305,29.59308469290106,30.474162224092243,26.16205428681416,L7
2007-03-19 20:44:35+00:00,30.31385368815391,30.43569634961938,29.755516802109856,25.192048965514715,L7
2007-05-06 20:44:29+00:00,27.672583759587063,30.360679556269424,28.539372818773067,22.761217948450145,L7
2007-05-22 20:44:22+00:00,31.57412618076672,32.89874497778527,32.660371948500874,27.446506788872693,L7
2007-06-07 20:44:19+00:00,,,,,L7
2007-06-23 20:44:19+00:00,19.42057380201739,22.77074091362279,22.37400398325314,15.741559708968037,L7
2007-08-26 20:44:01+00:00,,,,,L7
2007-10-13 20:43:49+00:00,,,,,L7
2007-12-16 20:44:22+00:00,12.827595268198154,13.500326797373615,10.622403424919458,4.964085290294744,L7
2008-01-01 20:44:24+00:00,13.3224441473257,13.23013369876698,8.116624677378576,1.590921592071774,L7
2008-02-18 20:44:19+00:00,,,,,L7
2008-03-05 20:44:14+00:00,34.675058379559616,35.45594501388192,33.94785987740244,26.83174897769358,L7
2008-04-22 20:44:09+00:00,33.21123918905652,35.54227336963841,34.969133883212145,,L7
2008-05-24 20:43:59+00:00,28.898954522744567,28.09370688887747,30.3703662679016,28.19480908970936,L7
2008-06-09 20:43:51+00:00,14.720184438319915,14.191609637647206,16.95544042916991,11.170788884613678,L7
2008-07-11 20:43:30+00:00,,,,,L7
2008-08-28 20:43:07+00:00,27.714642562584697,29.692427603262185,28.530911000558497,,L7
2008-09-13 20:42:59+00:00,33.81719714047676,36.55359258831228,34.67004008359137,30.556085581612017,L7
2008-09-29 20:42:49+00:00,44.69572095233527,43.44979751944517,40.86222199315522,37.35618938383459,L7
2008-12-02 20:43:25+00:00,30.063688116705176,26.850072375631346,25.9284100745279,,L7
2009-01-19 20:43:47+00:00,37.40026284871251,36.7401666769342,37.52147153388534,33.50774745402813,L7
2009-03-08 20:44:10+00:00,29.96859452864425,27.35333141911665,26.67727518319545,,L7
2009-04-25 20:44:27+00:00,,,,,L7
2009-05-11 20:44:29+00:00,22.548280817741365,24.6294184813269,24.210906560978444,18.492921295756386,L7
2009-06-28 20:44:27+00:00,,,17.316020709260307,12.988032635587434,L7
2009-07-14 20:44:23+00:00,30.236875774908064,35.64825778896331,34.83832099977288,,L7
2009-07-30 20:44:18+00:00,26.289490676847752,27.78144943781153,26.82694977694056,24.75942824992941,L7
2009-08-15 20:44:13+00:00,25.506955229656697,28.347935488225595,27.99421037533702,,L7
2009-09-16 20:44:13+00:00,37.05444858101232,45.02445563113834,44.52632364208106,36.35035151040351,L7
2009-10-02 20:44:10+00:00,21.45786686031163,23.51611349308281,22.33880567848041,,L7
2009-10-18 20:44:15+00:00,32.086732090927164,31.82330963687677,30.32253581437292,26.63846126036724,L7
2009-12-05 20:44:54+00:00,26.017582982629005,28.296536283541013,27.35571166965161,25.449868271221405,L7
2010-01-22 20:45:41+00:00,30.30821634106874,30.288771208979625,29.21141340185384,24.952046497113063,L7
2010-02-07 20:45:53+00:00,41.452941893893765,46.03354035870171,,,L7
2010-02-23 20:46:03+00:00,34.09438925542337,34.02466916198532,33.65278157373948,26.620570282131272,L7
2010-03-27 20:46:15+00:00,,,,,L7
2010-04-28 20:46:15+00:00,31.07144508457621,32.41318130562394,29.065577504476146,,L7
2010-05-14 20:46:11+00:00,,,,,L7
2010-07-01 20:46:15+00:00,30.10310279787101,31.89835776418488,32.319036168192035,28.823094531895443,L7
2010-08-02 20:46:16+00:00,,,,,L7
2010-10-05 20:46:20+00:00,25.80603959368375,25.38180842647977,24.99432060300141,,L7
2010-11-22 20:46:53+00:00,32.39025738973262,35.11644330629297,33.6915782087219,32.900602129153505,L7
2010-12-08 20:47:02+00:00,33.45133309361036,34.04977088600716,32.775359507527526,,L7
2010-12-24 20:47:09+00:00,,,,,L7
2011-01-09 20:47:18+00:00,24.64766640601759,26.07161021737285,26.51788754763818,,L7
2011-03-14 20:47:37+00:00,19.74810565512455,22.91176696328325,22.29637547966845,,L7
2011-03-30 20:47:40+00:00,28.481678417221527,29.851028045502208,26.700356609114063,23.33514853500257,L7
2011-05-17 20:47:37+00:00,24.192881709555195,25.344235245635595,23.02226378608612,16.94469803792557,L7
2011-07-04 20:47:35+00:00,27.06233830078613,28.023329341125542,27.82571465682262,22.30167702052927,L7
