dates,oahu0059_0001,oahu0059_0002,oahu0059_0003,oahu0059_0004,oahu0059_0005,oahu0059_0006,oahu0059_0007,oahu0059_0008,satname
1991-10-09 20:18:07+00:00,-18.13667514763551,0.589324451896174,1.364088222138643,0.0404406889780826,2.483716458388318,7.404964305445822,4.053818645344879,,L5
1991-10-25 20:18:11+00:00,-9.374597719533256,4.467115059102591,6.4334046662476805,7.7172655543857775,7.956175195847328,11.132706219224676,9.780719236648034,-18.602025394708107,L5
1991-12-12 20:18:31+00:00,,-15.703554251131404,-2.8190649645774526,4.818118425395615,14.465878717985774,24.19407498714541,26.350368877916544,0.5159382180753417,L5
1999-09-05 20:46:59+00:00,-7.451815236287503,6.912325614518505,12.58067361199539,9.229779679972616,10.476229047798816,13.670330690887113,7.890675910435384,-16.74233199393307,L7
2000-01-27 20:46:52+00:00,,,,,,,,,L7
2000-02-12 20:46:47+00:00,2.3828980250219733,12.237351999730905,15.190992593922587,19.838679609110944,18.385493771959784,22.39751024580926,21.544583317697587,-9.524023261225455,L7
2000-05-18 20:46:08+00:00,2.155534336460571,11.88177634840024,13.376213428087198,12.307282430739116,12.905852094119462,18.613516389560907,17.53346689449856,-9.774361970872173,L7
2000-06-03 20:45:56+00:00,-0.5811702472190232,16.300244407666714,19.238581814548866,20.590921076002388,27.251461638445548,27.25349740892904,25.498308257366883,-4.335772710572956,L7
2000-09-07 20:44:48+00:00,,,,,,,,,L7
2000-11-10 20:44:23+00:00,-0.004138651755615,7.381043070431942,11.966991248873027,15.413721757168824,18.140937306388984,20.810915805717784,13.465563836750055,-9.557077701288293,L7
2000-12-28 20:44:30+00:00,5.7171051514099895,15.35759146783568,18.053326796410044,21.63815409481808,20.751468570990657,22.46365779596021,27.47806403763415,7.1998346588097215,L7
2001-02-14 20:44:29+00:00,,,,,,,,,L7
2001-03-02 20:44:23+00:00,0.2843735982168183,11.237247570029892,15.049432335223946,21.403960487076265,27.11195815681467,27.23689752085125,27.98442580737493,6.456745036313493,L7
2001-03-18 20:44:17+00:00,,,,,,,,,L7
2001-04-03 20:44:06+00:00,,,,,,,,,L7
