dates,oahu0038_0001,oahu0038_0002,oahu0038_0003,oahu0038_0004,oahu0038_0005,oahu0038_0006,oahu0038_0007,oahu0038_0008,oahu0038_0009,oahu0038_0010,oahu0038_0011,oahu0038_0012,oahu0038_0013,oahu0038_0014,oahu0038_0015,oahu0038_0016,oahu0038_0017,oahu0038_0018,oahu0038_0019,satname
1991-10-09 20:18:07+00:00,156.59428661286125,155.9188055856442,,151.96955274286202,153.4626483078531,154.75884150007155,155.0888833935936,154.9609483045182,155.3480233548889,156.4752851929959,159.1224376629033,162.1737357781144,164.11952911679785,165.37552395071643,163.56597050367546,162.15845009207197,162.2165864117092,162.975502187549,164.7888203622159,L5
1991-12-12 20:18:31+00:00,167.7227661481504,167.0471243352151,166.14732706247017,165.85163190016235,166.20033756834226,166.466054008834,167.379620460964,163.7627776511449,164.66799046652957,166.02929756045805,168.69423578721876,172.5025631955971,174.9531178712963,176.27115072088455,177.42494577662634,172.20685709222082,169.2596311986599,167.6019321760311,168.7118591049544,L5
1999-07-03 20:46:48+00:00,178.9905434522062,179.71450925948736,180.57070176071352,178.03490828320858,178.26306774311496,179.58200532749285,180.632274427782,181.65704342222668,177.98321309667077,178.25366770287897,179.8759297876268,180.73854379082536,181.96671767746608,183.0862850134108,184.2695342720966,180.1472392380228,177.60213771962327,175.86840685547153,177.40350996348627,L7
1999-07-10 20:53:01+00:00,172.84224646664822,172.61128251548635,171.9626899844844,171.92096134575033,172.11132067438632,172.9904905240382,173.79653647819836,174.6459842649592,169.27960378866302,170.0585824195262,172.60384182380642,177.4400535174648,179.71979866874122,180.26418066051767,179.6977179340437,171.7852824959896,171.19189561956964,168.3982466731034,,L7
1999-07-26 20:53:05+00:00,,,,,,,,,,,,,,,,,,,,L7
1999-08-11 20:53:07+00:00,,,,,,,,,,,,,,,,,,,,L7
1999-08-20 20:46:55+00:00,192.1984437704241,191.02411764517143,190.7249713272772,188.20171474214823,189.9977263304544,188.95123729056448,189.83430747683025,188.02809811286068,188.94236352451043,189.9616391139992,191.6753395387589,193.8033599216673,191.75349672753123,192.868484367392,193.79435110369144,195.88393190960727,194.3473255633477,194.6917335079821,192.58154173716943,L7
1999-09-12 20:53:05+00:00,,161.5408088146767,163.25682835507325,163.92080163444805,167.0106604442847,170.3841281396682,171.86062153504133,172.28166932943134,172.6702679965491,174.1546549314964,176.3742274981616,178.39982445004767,177.97142004879169,177.18031875449128,177.35102185515865,176.21026683342387,173.7661320200492,171.60933784467446,170.5363442103464,L7
2000-02-03 20:53:01+00:00,,,,,,,,,,,,,,,,,,,,L7
2000-02-12 20:46:47+00:00,177.11888540609766,177.8684159804123,177.96971810385824,177.41766996924926,178.62028037194938,179.33080357950664,180.4741228279046,181.0652381679765,179.27511604327603,180.25651726229407,181.7465845770909,182.6824842474865,179.83977449513563,181.1178895615236,181.5581577512782,181.86356751021287,180.59889825830527,178.40505125820292,179.23804917925978,L7
2000-03-15 20:46:37+00:00,176.96065399221206,177.292853521048,177.13181830314923,174.72886398336829,175.7616561862936,175.99473906624434,176.92713305194636,178.13200100541843,177.7715565842889,178.6743263543474,180.1691478906978,181.9329161717285,177.49414560023624,178.4826929014014,179.17649596713997,179.99377581299254,179.32301347455538,177.84739461799953,179.24562210306624,L7
2000-05-09 20:52:21+00:00,,,,,,,,,,,,,,,,,,,,L7
2000-05-18 20:46:08+00:00,176.93760212250845,176.3813484482457,176.5224372853112,176.44094707015955,176.93726272674766,177.16437670659857,178.45909725450167,179.54426499823995,179.2654637677688,180.3103025829264,181.5743688786785,183.08724853495085,178.90907755941464,180.01444274544076,180.153076740338,180.5547901687441,179.9667898523601,177.85456711575796,180.62998976282915,L7
2000-06-03 20:45:56+00:00,184.12246318900569,182.90713532440924,181.78152771053496,178.6400041958134,179.5561293112113,180.7434057573761,181.9923331760725,182.73272345058044,183.64664805139543,184.43452153206783,186.371503121787,185.45874273169213,183.91931975247803,183.41406973702297,183.30243852022843,182.9371263175507,181.9506197303424,180.74893880946192,180.0990838043045,L7
2000-06-19 20:45:53+00:00,181.1521254409037,180.09497675428955,178.15738721150203,176.79408087005186,175.83243555557314,176.76481594951534,178.1267187848366,178.8431052958839,179.8986056633306,180.9550221609711,182.43307175009727,182.6871657725993,179.48450919022034,179.5016902359761,180.70617300700883,177.65175553291832,177.13583511747953,174.9388145864662,177.90448376289987,L7
2000-11-26 20:44:25+00:00,182.2027705645532,184.3629316387115,185.4103093910281,181.72832210739887,182.6664569659584,183.98771578231603,184.8567799883342,184.3160908287242,184.3122254880609,184.92496370107708,186.35735047817684,186.1029321260164,184.74118059317271,185.789733244486,186.7019970617355,187.247023280059,184.5232022786461,179.13234951549668,171.25344353910373,L7
2000-12-19 20:50:39+00:00,185.77546526011784,186.17033572087448,187.18249958444736,188.8566138605037,,,,,,,,,,,,,,,,L7
2000-12-28 20:44:30+00:00,181.18447012942272,182.80183745238776,182.77033446208628,180.2716220631223,178.81413892489576,178.96878049951349,179.7511780025489,178.8376255562936,179.63454433011592,180.54315496036028,182.01064021291137,183.65101534970816,181.82503486441504,182.41096751063944,183.78664533092137,180.18325157174183,178.37637029634735,176.51272420579977,177.4715547818953,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,,,,,,,,,,L7
