dates,oahu0098_0001,oahu0098_0002,oahu0098_0003,oahu0098_0004,oahu0098_0005,oahu0098_0006,oahu0098_0007,oahu0098_0008,oahu0098_0009,oahu0098_0010,oahu0098_0011,oahu0098_0012,oahu0098_0013,oahu0098_0014,satname
1991-10-25 20:18:11+00:00,72.55273954015848,47.505234399134885,36.62177362112662,34.65499349334161,35.14664653220151,31.97168454727741,35.00332403902859,43.22838142784357,40.51304008821948,39.89262681790839,41.70675796972989,36.9122687713028,37.60070957568112,28.46773968161057,L5
1991-12-12 20:18:31+00:00,,,45.94069465617708,40.468554741274005,39.9738864355989,39.001272630384,,,,,,,,,L5
1999-07-26 20:53:05+00:00,80.36542661646119,50.98540351411715,39.918565902212364,42.73476234255087,48.36670593082722,47.68553799273015,49.23775538094922,50.17866475717676,44.02578585912271,42.19251025309137,,,,,L7
1999-08-04 20:46:58+00:00,86.07739008583755,53.88669327197811,41.22284149220656,42.71106450860299,49.89200843764136,50.22089997304106,53.04362479514133,50.318791468953485,45.34220551516932,42.32928971529846,48.1113918644859,43.10892754086765,49.28175074368605,40.72291568997807,L7
1999-08-11 20:53:07+00:00,81.91899740124092,54.55831432046659,46.026029882865146,45.53450419423838,52.84155803060924,52.70802827303941,56.88766137508887,54.797707595823695,48.14311063997266,43.00780979219351,47.82422317199543,42.35443254280092,48.2182438528066,37.69402472546504,L7
1999-09-12 20:53:05+00:00,85.00932253885404,57.24239516341682,51.661937093211314,48.54702585108229,55.986685307738405,53.86296743688772,58.50802564878196,53.216826405753466,48.10936406975223,44.53988244556477,53.42525335697936,48.31105448282915,52.20261611018936,40.24468894789939,L7
1999-11-15 20:53:07+00:00,88.66971890359955,58.72552023507579,54.03727337390912,49.260189895425455,55.86150290828125,51.1342545841096,51.67289157689922,47.61979511516566,43.161984023657126,42.78928857485192,49.93987492331067,42.444048329123405,47.77823726741373,38.67758584181935,L7
1999-11-24 20:46:49+00:00,,,,,,,,,,,,,,,L7
1999-12-17 20:53:11+00:00,91.02022436080088,62.402687703866285,53.199071361710494,47.31768631378224,54.28526446360807,50.68484899861424,50.995565134822336,51.45914913210744,50.79921188919858,51.754418421892346,54.96485277386923,49.55598112482371,50.17282335162982,41.39936844642671,L7
2000-01-02 20:53:03+00:00,100.55709614718576,78.42862203484006,58.21397149277845,51.224823385698265,55.403442010416335,50.304997427065096,51.60921625776327,46.37725624741128,40.37764751294309,40.68435340011814,46.95267886217992,42.75960989490591,43.76414622891426,36.057879671423066,L7
2000-01-11 20:46:54+00:00,90.64453964474066,69.1818969939377,54.26792897468527,49.79303887355942,54.39882352943994,48.44954676079753,47.923356260352,49.964473034740415,47.29582242471485,41.29639909948521,38.8467923116143,34.90696540777689,35.00994979446904,30.74236080701955,L7
2000-01-27 20:46:52+00:00,90.07917533380387,66.61805273434489,54.44528248915838,46.34643724856401,50.556176894129855,46.44746980078471,41.4368885959522,46.75662440501798,43.1243567386294,40.41532661169331,45.89553123724696,41.13460773384636,40.73839769423092,37.64937194500713,L7
2000-02-12 20:46:47+00:00,86.30128645204196,65.56245801198321,53.10436147451356,47.82795319355052,53.6869432469527,48.87272873454196,44.38385579692108,45.31198357216204,41.16814950147617,41.389213128685,45.33348398296191,37.36263052212642,36.95521406754397,30.66530863684408,L7
2000-02-19 20:52:54+00:00,100.79481729873986,77.24617800558858,57.29389793199247,52.94738692535564,59.74539355233718,51.741693244038935,52.74897466445686,48.39071612535165,44.653659421878935,42.34799057130105,48.73762710159351,46.10518291356235,47.01929458254367,37.723231882001855,L7
2000-02-28 20:46:42+00:00,91.18474608250138,71.9073232812757,54.813476082993134,50.85198438636877,52.83323297404901,46.05758136287993,44.06357053061309,42.72548683115674,40.0023792793809,40.54421430564344,46.686983032960825,42.653097079530895,47.05611319742911,40.762440531009794,L7
2000-03-15 20:46:37+00:00,84.77341594917306,60.93126979368351,48.57866904197567,42.43635549243357,42.26980040679231,39.52656684112922,35.16723176622342,35.938797903783886,31.185190492129824,32.03482685744626,34.5205119217836,33.89447014523773,37.85901452967555,32.965145842726834,L7
2000-04-07 20:52:39+00:00,93.16189229184752,68.88032379299013,53.33743859353639,49.51256269986052,54.43224626773779,50.61643699035924,54.64598399076585,51.06721793566252,44.63845794862227,41.10309005383401,41.88012423478059,36.488866041229386,36.36848119752424,29.154815577074583,L7
2000-04-16 20:46:20+00:00,90.66685862929474,72.533036752622,55.375492163700926,48.580014049844245,54.6336903836914,52.356007100124565,56.468079400620944,52.8705609982817,48.88557366249596,47.83881453012064,53.09862906010606,45.10120392923838,40.91406456146045,34.641051231565825,L7
2000-05-18 20:46:08+00:00,93.37362200383862,67.19977149112363,56.08512158441064,58.420683476043074,60.540269116076665,53.673994935269775,54.717859800875935,50.60011789251853,46.116432092790966,41.352704198412894,42.00565196878701,34.75527222497312,33.28112848968646,23.184745508163985,L7
2000-06-03 20:45:56+00:00,82.5933379833793,58.92577398717138,50.81005513402782,47.42200213620069,52.645050228549984,48.486519251838885,47.57289390191363,46.58352028646576,40.92260062828281,34.35098272124827,30.34947456750326,36.78430016897387,53.20318852495288,42.92858441769147,L7
2000-06-26 20:51:56+00:00,79.28966785865653,50.79708517093083,37.36694254832366,40.46897649110947,42.2540924652143,42.33839978631442,40.40496249387152,32.691043480370666,17.008782765419518,18.146274722523444,21.15309727622025,17.070197794038464,19.540395452755583,9.665976908888174,L7
2000-07-21 20:45:23+00:00,92.30253300489154,67.96543038907674,54.37991915927191,51.65750147526181,58.01833263641056,57.47929333206844,57.62300326246711,53.17001032446674,49.36892221432439,47.74237857743587,55.04759571189457,52.983574579048,55.08486189261701,44.01742551709207,L7
2000-08-06 20:45:09+00:00,90.10944482327768,65.12587699351215,54.058296582684974,54.43678929345519,62.4791128343484,61.14458519086734,64.7820773316465,61.23195600605631,55.72717106611669,52.20698511117371,55.04202268328541,48.53389395502404,54.53829318828362,40.862006515365096,L7
2000-09-07 20:44:48+00:00,99.64096255552435,61.52043703689552,53.83400263008325,51.19008815460133,58.86307527397442,53.62752116361792,60.37086001861408,57.73248600657543,54.02743285419421,46.70414350464266,51.10050692029321,47.44788821578513,51.915383357218765,41.46394637095396,L7
2000-09-30 20:50:41+00:00,88.75805952051505,60.81178065625657,50.501595756992586,44.161612949452206,50.55134857519917,50.77271002710688,53.5325499969903,50.805321346194674,46.8417757157857,42.5929980003372,44.094459687713865,39.36679177011264,40.59581817666562,29.84029442684681,L7
2000-11-17 20:50:34+00:00,88.62255558670033,60.20895307288479,51.990933404478085,47.01410535254082,53.1083927668233,52.49347588565807,54.98706209332131,54.80146773998492,50.190917430027575,44.87663643250018,53.50030110050676,50.55649431264661,60.35100821490754,48.68865104345166,L7
2000-11-26 20:44:25+00:00,96.0242764185108,76.80204289481537,57.3650109679738,52.74575298085401,56.30762277959148,50.51731600224994,49.50653023767544,52.58328373772751,51.14363426387948,52.836269341326,55.54890992076915,50.33663725379179,46.94300102807692,36.42233836120754,L7
2000-12-12 20:44:27+00:00,90.55600879433244,65.03495618740597,53.059855502449246,51.278711758633946,55.64471827837993,48.82560837854563,49.90593379190539,50.34838154743901,47.63457851511934,47.22494749147335,51.316354012804304,45.74865598893029,45.56890596904881,36.74856916925015,L7
2000-12-19 20:50:39+00:00,96.36564317301226,74.74232698290389,56.17750176288106,48.94304399428259,54.32161878561775,53.25056406595537,54.35029440386637,54.2388017341066,52.19943797634068,49.54871572166893,52.64755438760103,46.546661622535765,45.80535919967345,38.68047363464034,L7
2000-12-28 20:44:30+00:00,93.56053836144358,75.43746644892688,55.0249466943829,51.1161509882895,56.95830942923006,53.05887582259276,53.83145957581423,52.17083341369922,48.21171946795538,42.68912883280573,44.77972629679926,36.12924847996086,36.86392526396288,35.67647624538243,L7
2001-01-20 20:50:45+00:00,110.14504448851552,81.25734937546315,63.75024949279489,63.59085346634289,62.23861462002951,55.901381185749166,57.48552463628941,56.88524812360687,53.026804307231856,49.57562462036266,48.025370219356816,39.86659559174933,43.44026629976342,40.30540014128055,L7
2001-02-05 20:50:39+00:00,,,,,,57.54905792092848,66.86610549042513,63.151031964263154,56.03957826673242,47.87430938426214,49.64152927408186,43.1107699588907,41.766669602277865,35.9440573062038,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,,,,,L7
2001-03-18 20:44:17+00:00,89.87054084477182,66.76861363295218,53.80955163150456,47.821521287780136,46.30944192044746,42.52119918776255,45.98929081984813,45.22326888021789,41.487039609150834,41.59388898310191,47.00736348505582,40.877901449647055,39.86339334413149,30.41633964708692,L7
2001-04-03 20:44:06+00:00,100.43495182299458,72.53222324558674,57.16241801094353,60.50126028615247,63.71505038835124,57.2155843879835,62.57963805662764,58.74729898602218,55.22358926488005,56.05009938311964,57.36238424310259,55.11129232627554,54.889870203025374,40.93726805254016,L7
2001-04-10 20:50:20+00:00,79.11123825202608,50.58370918151155,42.20707650881602,43.95325020007746,50.35080527382821,48.33533997975635,49.72809556575978,46.75900100960126,42.06213788071047,39.76260821517232,39.65645622389467,35.79996235223876,37.9473855973942,29.46152269973197,L7
2001-04-19 20:44:10+00:00,84.15774205942901,56.03957422880996,46.38517320605356,46.53190272351603,53.278795082463226,49.60492970489209,50.23621536182255,46.777657842723535,41.9025057610137,39.80268529722861,42.030217078195534,37.65896141866204,42.56254088718831,35.52839068800549,L7
2001-05-05 20:44:06+00:00,75.34316799525025,49.94525692868429,39.14431978053165,43.08030357530665,47.69548976270554,43.5267204705572,44.99580344286901,44.5320104504403,40.1155902232872,40.073555597380725,39.36526153742892,36.19010606960034,46.207875080278605,39.63515441437684,L7
2001-06-13 20:49:50+00:00,82.75649208575265,56.05463472604578,51.10947624507057,48.49363681319184,53.7312784288499,52.520422683740506,55.993070089635154,51.21458993380138,45.497234266214974,42.73263406274452,47.88589138316247,43.31409405642891,47.41016533522328,29.766653443290785,L7
2001-06-22 20:43:29+00:00,84.60437606059251,54.19668651901552,44.17077794741551,44.982561529623446,54.98093245536524,56.19502117873338,62.11166798922219,59.53897131569175,52.333410318244425,47.26700398458233,46.43008082142829,41.82577701637773,46.74030626023156,37.9103999265085,L7
2001-07-24 20:43:19+00:00,85.06327061957542,57.913173319869294,51.83175726406193,51.86460152405581,60.696023172786106,62.226760655497,65.58667378480241,63.80779825847021,53.89811266952157,46.21031311571405,49.15140232543401,47.40832541495028,55.49624957481502,42.26510893968141,L7
2001-08-25 20:42:49+00:00,94.201354715658,61.6887327263897,54.18970786772493,50.673275466880426,56.2795037339086,53.83758852387774,55.21286334212077,55.036538708841306,50.934264874671925,50.60103648895532,51.19762364708048,42.32449292817731,45.8735456231084,37.25671996992997,L7
2001-09-01 20:48:54+00:00,85.57280587996884,53.73103017666075,43.67498728139702,49.40708627427285,54.97638090141493,52.284533780087685,56.828173018383296,50.663601901319794,44.47749759473923,40.53085457226106,46.49983426379458,42.32178722237603,48.625079837384085,38.38315263633335,L7
2001-09-10 20:42:38+00:00,91.07942283829428,53.96695512129451,36.41682474283095,41.30871419292666,45.58601549724413,46.611949660732925,43.92651721365248,43.30844739859966,35.47478518381435,32.91842560871697,29.384429551137337,24.627684893477536,28.122626131209167,19.44972260046812,L7
2001-10-03 20:48:30+00:00,87.9642143066941,58.076823718582254,46.900123256288005,45.406699529750526,52.815374910841726,51.80552689690376,56.97930923168416,51.50968542542672,42.26043486305458,36.10850367803606,37.89412427682234,37.07760982829965,40.57546252706224,31.23103965175356,L7
2001-10-12 20:42:13+00:00,87.79415610288152,57.79070058228508,48.38318961923718,47.06475332768947,52.98314166718732,51.325692361699645,55.23881530533309,50.64943680804432,44.99358986311379,43.08861872585195,50.541671281252185,43.84221669950635,44.684177650382985,36.22259412882117,L7
2001-10-19 20:48:32+00:00,90.27259898649748,67.03813948023272,54.59102526574927,51.53142265376525,57.90074562633704,54.87425731625663,60.21060287322095,54.92115926003906,49.999431739636975,44.94881558852197,48.86325821321499,43.43624970443968,50.817199374837486,40.5764224846134,L7
2001-10-28 20:42:21+00:00,94.35691531680264,64.19465879397015,55.178925491503904,54.44347994424212,60.79803302952014,56.22382414466294,62.05175398054389,53.796721082474136,48.06495894966612,43.8286977245238,51.5304179905138,45.54934960606022,42.262702660517945,36.50813387483684,L7
2001-11-20 20:48:45+00:00,89.57087509822179,65.91594674292315,50.65008568786971,40.500514675311216,39.21799878169187,37.90287988989383,36.11854501444906,37.70389669931654,44.83731828226497,48.89876092936205,55.86447346235502,50.08318102517919,49.727532912235,39.54572850466185,L7
2001-12-06 20:48:46+00:00,75.96324558195636,49.30900078509878,36.45023208160641,37.4557594015663,42.74207134908152,40.99689261221808,37.180691458466015,36.09601782666595,35.78854885658757,37.54176970140615,42.00464376552595,37.9728918753213,39.47360807932241,30.189997585702702,L7
2001-12-22 20:48:56+00:00,86.1814812832633,58.31385543530255,50.718442810349536,46.67903395523302,51.91448382529875,49.75406979805155,53.16921930330782,54.28380958094522,51.17249969608718,45.656168767748674,48.13932022681353,40.937954442335375,41.95518214781973,35.31522257660121,L7
2002-01-23 20:49:06+00:00,94.0776403985083,68.31876298082683,52.79837105080046,46.988869370339394,53.61539143324679,50.61689318129466,53.955669237924674,51.16278390309997,46.38537127391934,41.054997363595625,43.91177187119801,43.1522393163899,48.31341048072179,39.65726379240607,L7
2002-02-01 20:42:53+00:00,87.83089876438986,58.46355722250863,52.63198946535388,48.53156578546198,52.91784812156848,50.17208974557677,51.74877377064162,54.67985743969968,50.17412019906909,45.72668589534834,53.8795627679097,52.31091799561094,59.07870553514946,43.05571048532119,L7
2002-02-24 20:49:10+00:00,92.3385386487393,64.35263676932736,52.84702283063847,46.359849753656334,51.29788631358469,47.50560950485215,45.41928627446904,43.2325623613103,37.91985772335592,38.07002709326925,42.10594104738095,42.62350050820979,47.09019449745455,37.08708690148568,L7
2002-03-05 20:42:58+00:00,92.34822383688171,62.5944400562895,52.062298880715446,46.96320169559296,53.6804478237416,51.17930446077048,54.881259034736544,51.68270848844821,47.61943037548917,45.461547686115225,47.59559324597421,42.63129627187558,46.75636002446438,39.62544784326255,L7
2002-03-12 20:49:08+00:00,86.2831460067978,60.46438214223302,51.92957573790584,47.90960750770775,52.25924179177586,48.07108632641395,47.70908690804923,43.7921419424554,39.39269430174493,36.80421505289615,34.90044143499828,30.562234602944866,32.5849526376894,23.9799320385406,L7
2002-03-21 20:42:50+00:00,99.0212508457528,72.41776661377013,54.954703861901,53.23375374287163,59.03980982966474,54.39602168181423,57.45578547647207,55.6015987225607,52.10861942116863,47.30329005756776,49.81796556022827,45.42418604638244,45.28622378715126,31.501585578851984,L7
2002-04-06 20:42:51+00:00,97.9930161464218,75.01948544923094,54.71191217514378,52.09215537810552,51.48838832845164,43.907766809855545,40.89447856181973,34.505478878278296,27.101817214839777,23.21822182936871,20.678613662415323,23.08888277379549,29.23347300646472,20.89658742615292,L7
2002-04-13 20:49:02+00:00,,,,,,,,,,,37.07101536240726,37.92377901107942,43.45960467749112,31.696083924210285,L7
2002-04-22 20:42:49+00:00,95.2470474799002,67.79897065059407,55.02470512801149,54.47592828408084,58.893561744836106,54.02182113558038,57.48971620130559,51.71980703417874,47.03166077449095,42.90480297945107,47.46845839749024,42.4975869281359,43.55458985549475,33.931242185793465,L7
2002-06-16 20:48:45+00:00,83.17467933855195,53.64910549702184,43.39246794074325,44.15526411511912,50.55106950731413,49.45871632149727,51.27871907901088,47.62732230120309,41.468075232206886,38.88431267625853,42.00052340388418,38.845121611707526,46.61892400270237,34.78107610041999,L7
2002-06-25 20:42:29+00:00,79.04033589833088,49.64829146376452,41.899664943268206,43.53810278833915,51.174348882445344,50.31856772082658,55.33024482556634,51.36733118957116,47.202265036917225,47.51710419503896,48.51178197842344,42.355209406684494,45.60675916708115,35.874722821037174,L7
2002-07-11 20:42:27+00:00,75.21292821012592,44.13030689227076,33.21970890315079,36.424750795997646,46.742250552128816,49.43107924964757,51.88346643241126,53.47061814917292,48.80385937997473,42.01920738680812,36.18720691111801,28.21326205869812,29.869557669607644,21.06990666089608,L7
2002-08-19 20:48:22+00:00,83.98782495434375,51.27784885899235,40.49207032030704,41.081903960096525,48.15439002278688,46.79885775915526,48.17864139203683,43.85373471503815,36.68366813488052,36.1852911417376,40.98934567005752,38.64798922826135,44.81573974599451,33.89224362417165,L7
2002-09-13 20:41:56+00:00,102.53988426214744,67.67132874918573,56.42045758995915,56.137567063710655,62.87396296168131,57.81245542129524,62.19987602902188,52.66905823320696,47.90706161965991,45.21523633218647,53.30771304192718,49.0182177148674,50.28315641704836,38.47831678118226,L7
2002-09-20 20:48:01+00:00,88.79679498088191,59.022134654435234,49.24966129471675,47.13369115157021,54.55284633051701,52.411948934205846,54.98185137768914,51.04130817998235,46.90831166490363,44.20226288408045,46.698105471475046,40.332115143901774,40.04979349100328,30.74689869062644,L7
2002-09-29 20:41:47+00:00,86.05519185404526,57.24079525281643,48.53999728202693,45.87904783623471,49.06693174983511,47.45586498387211,45.835929707903766,45.84221053177992,40.71097620952884,40.1009234866082,41.415820921506224,38.95768970949929,40.63471631835044,31.00546356899769,L7
2002-10-06 20:47:56+00:00,90.9612926467596,59.34691515159415,48.69359801101521,48.18976883275418,57.43671195063138,53.22413828038877,59.98281138921391,58.06069084457216,52.60012880637309,46.561232409698256,51.44996825116328,47.07967739975293,55.55607892103086,45.0380574139602,L7
2002-11-07 20:48:07+00:00,98.6964647030864,66.5748935321173,51.36710526806426,45.94779599069803,51.44530424479276,48.6207284420728,51.09939566815846,49.991534197390834,45.815554454288666,41.77320721832752,45.3886537063797,41.03121017613954,49.22373043821143,40.51398168920867,L7
2002-11-16 20:42:04+00:00,,,,,,,,,,,,,,,L7
2002-11-23 20:48:24+00:00,88.29768377615814,56.6744909796198,43.189998436324224,42.98355570436839,50.176647874133046,47.228652807199424,39.07907839662821,31.503376578607394,32.18631255521092,37.21211982067605,47.916028873964194,44.42800044780424,47.07237151716783,38.34071960114005,L7
2002-12-18 20:42:19+00:00,104.9015486189237,72.11318165213928,54.63691222394838,51.86302807954405,57.70957287535473,53.57844858489681,54.97810070084237,52.40842706665364,48.51470492060807,43.22721091576401,46.08292384188008,37.488674390642295,36.660912931276144,31.94100708977665,L7
