dates,oahu0069_0001,oahu0069_0002,oahu0069_0003,oahu0069_0004,oahu0069_0005,oahu0069_0006,oahu0069_0007,oahu0069_0008,oahu0069_0009,satname
1990-08-19 20:14:00+00:00,37.74434718519059,44.77024404835138,42.66928311116874,31.7784188762552,21.660903708613425,29.1656508175612,38.98279600034053,19.786596159848944,40.40777638882831,L5
1990-09-20 20:13:50+00:00,28.31160507806129,27.700655917150826,25.33262331908437,17.086932773655743,11.327872275851751,17.865552634806516,30.38214435732696,11.810470674853644,28.98222669057115,L5
1991-10-09 20:18:07+00:00,28.21225106691451,25.73524020100056,21.78503293275492,12.074372476419803,,10.642225214271145,26.284273932705474,8.810348886827093,28.46958855399607,L5
1991-10-25 20:18:11+00:00,36.721572643605086,38.98793063134831,38.58216969226649,28.41745365645989,19.902667227785827,25.36264049393202,34.91624758067765,16.446851908235104,33.88106212021928,L5
1991-12-12 20:18:31+00:00,30.415549797166097,29.72510420953901,24.073916134247053,,,24.29971716846028,34.756481710536384,13.129299770382248,26.45190976124371,L5
1999-08-20 20:46:55+00:00,36.11923561411666,33.18827919701593,31.7246246942588,24.426968001012906,16.374367772438106,22.311901678747944,40.43674636491055,28.062849249050075,46.441879532388704,L7
1999-09-05 20:46:59+00:00,37.81466266775877,36.3882308233542,29.9697822822588,23.58115709795559,17.137788566219093,23.1632110927792,39.1871493050448,19.47804825656277,37.47989511475582,L7
1999-11-08 20:46:58+00:00,34.94643025463634,27.901423507403265,32.54173821620643,26.823826024803296,20.635464818584403,33.80941859931057,43.48018486620787,25.25862008775076,43.27829799103095,L7
1999-11-24 20:46:49+00:00,35.65246456391723,30.84138157351867,27.002015802267465,23.31191531840152,19.358720577186663,25.892879659321004,40.73540186487986,25.936247246990312,48.346350804378005,L7
2000-02-12 20:46:47+00:00,39.726627418452125,34.541188805490656,40.63568604743716,32.543849538034586,24.428918599368973,33.59084851856226,44.47453775063092,29.692395417110006,53.14266184963987,L7
2000-02-28 20:46:42+00:00,46.82764701978033,42.1521755516702,43.14949753122608,35.61648368444956,27.109234941796256,37.220448782856174,46.94690395568325,31.10183041927997,55.94517613367996,L7
2000-03-15 20:46:37+00:00,43.39155514484663,38.20206604789597,41.665338721839206,35.17612502836532,26.0034677103833,34.660548734979315,44.62892372967121,28.83838093364728,50.629883280497474,L7
2000-06-19 20:45:53+00:00,38.99247685767704,42.911230011824166,40.27481653362008,32.61678374814664,25.498573808447333,34.306495484008884,44.6890280955327,26.9963834247227,48.397490190191,L7
2000-11-10 20:44:23+00:00,36.29619826287066,39.77735812113916,36.80953248842668,26.791035718106706,19.776264419434906,25.43857328238341,39.83454357073995,26.347926820526705,49.906866756671,L7
2000-11-26 20:44:25+00:00,36.798247027144825,40.38937129724897,36.57011383848949,29.14814686241712,21.153398202456103,24.668813738736944,36.81139733423545,18.77392181301106,40.94343063422214,L7
2001-01-13 20:44:32+00:00,33.52157725996753,32.519707108019155,37.60068672948031,28.492462727170352,17.593259641883197,22.31758405824407,33.59172448730954,12.129892310995867,30.35571675960448,L7
2001-01-29 20:44:33+00:00,36.87320276868999,35.060287082249765,34.20335507014041,29.43258977845315,21.5587130568056,25.777452928245708,34.430062230627485,12.479556490350516,34.32654378076756,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,L7
2001-03-18 20:44:17+00:00,42.76280050512577,50.66916029365786,46.64025864749591,36.4501193313464,27.770179035377488,34.61418617702783,45.26562722209041,29.788992537397263,53.8592633182325,L7
2001-04-03 20:44:06+00:00,47.816580774872,46.72576564953955,47.676768902781525,37.50905422608267,28.182630921052723,35.159820258697565,45.4788854495395,29.30892709208369,50.32263028414136,L7
2001-06-22 20:43:29+00:00,40.16386480251781,40.22570026955564,39.63305260497746,32.45075867914199,23.758454986611948,29.444771970509187,45.196407004098944,32.32180545708783,56.99115219175282,L7
2001-09-10 20:42:38+00:00,31.030231593988645,28.720793459254384,30.79486999327392,18.11325941098105,13.971939098089964,20.698780994574783,31.70613859645768,10.05552803198335,27.55190758655541,L7
2001-10-28 20:42:21+00:00,20.531650955945853,12.422681504005242,-1.0790005960606908,-5.304482891933754,10.12182955640976,15.568410919894289,30.700989238519583,14.089154481572658,30.99258845127787,L7
2001-11-29 20:42:36+00:00,32.3133849174397,31.763851085107085,35.78937655690017,27.87025146673478,20.19373541097764,26.6773279049894,40.92981217940091,26.37186940143406,47.86348916798644,L7
2001-12-31 20:42:36+00:00,30.022698850262024,28.53631008108409,31.421432969124314,23.2994080753022,18.317323891130734,25.87133843322881,39.083347334693705,20.30245233638491,37.71308702978842,L7
2002-01-16 20:42:50+00:00,33.7070913153708,28.35824381261382,33.32687892770422,27.08247955068025,19.53654981706234,27.127233489478662,40.899117364006464,25.255483091791103,44.94534452462869,L7
2002-02-01 20:42:53+00:00,32.538165027379264,35.40347406293747,39.0470198343203,31.23201756395645,23.98726825321869,32.95645412457441,42.2399839875393,22.769879420723274,42.30327442481195,L7
2002-03-05 20:42:58+00:00,46.34666567264227,39.2052397098028,36.616163008905005,31.10788157962252,26.277404821323355,37.79259926869828,44.29493435504629,23.13311206286384,41.41171428830636,L7
2002-03-21 20:42:50+00:00,40.58246460635649,39.92660455645933,40.64278943425778,32.20009810755793,23.42332872292129,26.677486727557017,37.92660877067594,18.096824081403227,35.22274272566132,L7
2002-04-22 20:42:49+00:00,43.64473630735202,38.28428382724496,38.14149101905296,32.161686186540095,23.82502035426123,26.69175517734788,40.88505712084097,26.63380899570956,50.41090496888166,L7
2002-06-09 20:42:36+00:00,37.724834856116814,29.76094108129465,31.07209731507362,28.69778487192016,21.15776440128215,20.769657256748168,30.575229233872605,13.005279180398084,31.99500479942389,L7
2002-07-11 20:42:27+00:00,37.94703894896025,42.65282727606043,40.9611502931456,33.9153864626627,25.86146584781121,28.23118378713547,42.01536757296378,28.580513579052298,52.93076420403926,L7
2002-07-27 20:42:18+00:00,40.67125504153356,35.24068955397529,34.40872820188476,29.748444858507067,24.384931325154,33.791111062422075,43.56710566996222,27.289409492642864,48.90303754672824,L7
2002-08-28 20:42:02+00:00,30.650327010826945,32.295155812783335,29.206349343641392,17.81087532150399,11.75858459666979,17.747765239863387,27.73347778141675,7.538699577816425,26.317334751976805,L7
2002-09-13 20:41:56+00:00,34.29586542603015,29.98322377900569,25.04218265351077,16.764078264836172,14.009475769388322,22.35094729988369,36.84848327183869,17.17092215810162,33.00785522552188,L7
2002-11-16 20:42:04+00:00,,13.372864791383272,8.817538940336378,-0.2490804463070358,-3.1909216263047844,7.193854633276442,28.022475844126348,21.51903780350784,,L7
2003-02-04 20:42:40+00:00,31.27978996473182,36.67169759017457,37.79195567405646,28.94902122574549,23.20382549455488,30.11731145026876,40.72917969075576,18.468196568937124,37.446861837070095,L7
2003-05-11 20:42:47+00:00,36.0744481990337,40.21765716416704,34.19869322765731,24.06432954524765,18.94632335537624,26.022868624707005,40.39906630983546,22.581252315072486,44.934692779455006,L7
2003-05-27 20:42:45+00:00,32.49990572575899,28.903410654807864,25.76739169039417,21.747623416509136,18.22753421812137,28.116610689256287,40.27715161004091,19.85265446126236,36.423885833349935,L7
2003-07-30 20:42:30+00:00,,30.8964266137648,36.18430665154395,28.89030374424382,22.41850874219607,31.12299059839465,42.459678031660005,24.014403185744893,42.929637240852784,L7
2003-08-15 20:42:28+00:00,,,,,-0.6228015876104711,12.515199975970184,33.231078740998655,12.299812851970373,25.02024578766625,L7
2003-10-02 20:42:13+00:00,,,,12.785269450596946,11.743270161535118,20.379637012236337,31.78579407990688,11.628585804575703,27.770663227183263,L7
2003-11-03 20:42:27+00:00,,,,,,,,,,L7
2003-12-05 20:42:45+00:00,32.649864609120684,26.858616371502823,38.00113610233851,31.41418146084405,23.98379339114033,34.14530846546143,42.530119015082,23.479433146046844,40.55024750866271,L7
2004-01-06 20:42:58+00:00,,,,,,,,26.64913403935631,44.71316673113241,L7
2004-01-22 20:43:05+00:00,,,,,,,,,,L7
2004-02-07 20:43:10+00:00,,25.268961584869302,28.021010362327782,23.86552993829205,19.85818680668328,26.23950889392024,39.2647111502668,19.288413348911,39.10607258042173,L7
2004-04-11 20:43:15+00:00,39.97624132344632,30.31616415845752,38.97452642687654,33.67915857535735,25.49615250267942,29.70194758224171,42.16458965773542,25.861669542660152,46.776877863896985,L7
2004-04-27 20:43:12+00:00,32.56117641481821,28.29769270012149,28.91473169405256,27.01664461387385,22.31404696200613,27.34396756469406,37.680964962642165,13.616157130014011,32.552058584674946,L7
2004-05-13 20:43:15+00:00,32.94341421043643,27.12606996565537,29.0622636910152,28.13726376918349,20.8111066106856,23.75827354900081,38.31977399086876,19.483452644370097,35.98615919950852,L7
2004-05-29 20:43:12+00:00,12.933825288103495,18.838661589718622,20.570152939374708,21.592632626129188,16.965154597671372,22.80919247625252,36.61983779388879,15.357983560219102,29.86410874806025,L7
2004-06-14 20:43:05+00:00,31.96220827065901,26.222406048095927,24.95765512170699,26.274970803159768,21.58191181734337,25.89310522313582,39.476592155602376,23.29092939957526,43.16137538684858,L7
2004-07-16 20:43:01+00:00,,,,,,,,,,L7
2004-08-01 20:42:53+00:00,,,,,,,,,,L7
2004-08-17 20:42:51+00:00,32.842073958915606,31.876452353278328,39.09646589404121,31.946588198553275,25.6797609604772,36.0634724938727,44.53072003023328,22.82249214631664,38.91728310554065,L7
2004-09-18 20:42:41+00:00,,34.629567633001315,26.964577062069,13.248446770178276,13.57765554838724,27.37357036876952,43.5477536986332,23.3622035391042,40.24584320929574,L7
2004-10-20 20:42:46+00:00,,,,,,,,,,L7
2004-11-21 20:43:04+00:00,28.95004071107361,,,,,,,,,L7
2005-01-08 20:43:27+00:00,38.16477389715433,26.87807072278403,,,,,,,,L7
2005-04-14 20:43:37+00:00,,,,,32.49230768068964,38.74559204718647,42.961559152966615,20.102071452122736,37.56322627172526,L7
2005-04-30 20:43:38+00:00,33.421042356857384,28.973467683982467,35.21343810833687,28.42274859881301,20.166384007320403,24.877428987287963,38.47183131503535,20.57413826571981,39.17182978459503,L7
2005-05-16 20:43:40+00:00,37.54520933164216,27.886255018886345,33.315399115095694,29.940750887831364,24.11013286750962,28.99800064465436,41.41599909619949,24.89296573007873,46.577127525010766,L7
2005-06-17 20:43:29+00:00,30.02934723167228,27.07637888957347,29.03182830616901,22.290836687956904,11.514198974598202,,,,,L7
2005-07-03 20:43:28+00:00,32.18753161263845,31.328777413669016,33.750892069813254,26.747327815415748,21.32055855754108,28.871051669051308,40.02518864947955,20.38810464196011,37.24877151175981,L7
2005-07-19 20:43:29+00:00,38.36594016620155,42.49325655029822,43.39027870003851,30.600221881137188,24.13336831844434,36.68380835133652,42.01230928406355,18.64857471891224,34.79247143574448,L7
2005-08-04 20:43:26+00:00,,,,,,,,,,L7
2005-08-20 20:43:21+00:00,42.735992373628406,34.77152590159754,41.18610118357663,34.384983734972124,27.58784917741811,39.298033271978895,46.78813711067266,28.752810375966742,49.07525996031301,L7
2005-09-05 20:43:12+00:00,29.12709682539537,31.72355275897373,34.92184475404004,24.55806030205898,17.73163595049359,26.430420340377616,37.8691120015819,18.98907802057601,37.02141242610105,L7
2005-09-21 20:43:08+00:00,,,,,,,,,,L7
2005-10-07 20:43:03+00:00,,,,,,,,,,L7
2005-11-08 20:43:29+00:00,26.07647262985091,22.578615845116325,23.3422834135484,16.769050900852918,12.317867024379613,20.742667487221507,36.18735313440135,20.52544505039441,35.78232026965157,L7
2005-12-10 20:43:40+00:00,25.27935761748582,25.227632548772284,26.854542979339687,25.773903859829105,20.79474990541689,26.36809538517356,38.93992089043804,22.04304614884839,40.97360660896829,L7
2005-12-26 20:43:45+00:00,33.47280798588188,31.445250233057006,37.67675109330126,29.185437357250336,20.89398186410093,28.47595127391901,41.77781414988974,26.656223290201115,47.04912915573889,L7
2006-01-11 20:43:54+00:00,25.32434628608147,24.48974411820457,23.361271735533624,18.98768767764069,12.046779618046353,18.10139289212549,29.459824890638146,12.039593721683234,30.097527412965096,L7
2006-03-16 20:44:09+00:00,,,50.96149976307954,,,,,,,L7
2006-04-17 20:44:03+00:00,,,,,,,,,,L7
2006-05-19 20:44:07+00:00,49.17405772634936,33.60680602304693,31.44520452536604,29.54440999919923,23.512117334242145,26.65766609234891,40.4261594108804,25.547662865189853,47.64300859278016,L7
2006-06-04 20:44:06+00:00,40.21597633974008,32.45258563892857,28.43990529558781,26.0259127777249,21.354987799506976,25.36724810979003,38.47256099397508,17.681155653833844,35.43012490941656,L7
2006-06-20 20:44:01+00:00,33.440728994186,27.166879644477483,22.943193241145188,16.2128748286639,14.2186866011543,21.08110558599212,35.10343412890145,17.00244831154084,35.57365675403608,L7
2006-08-07 20:43:44+00:00,29.37739365472241,26.879744187957275,27.44072908826311,21.57072017552497,16.396202751789787,24.565133422423088,37.48750567709845,14.85227545156254,33.84842434345568,L7
2006-09-08 20:43:38+00:00,,,,,,,,,,L7
