dates,oahu0071_0001,oahu0071_0002,oahu0071_0003,oahu0071_0004,oahu0071_0005,oahu0071_0006,oahu0071_0007,oahu0071_0008,oahu0071_0009,oahu0071_0010,oahu0071_0011,oahu0071_0012,oahu0071_0013,oahu0071_0014,oahu0071_0015,oahu0071_0016,oahu0071_0017,oahu0071_0018,satname
1990-08-19 20:14:00+00:00,16.828006894856863,7.653065660304022,-2.6533601298075222,-4.955067763287101,-5.667659808692984,0.2973245669262008,10.299699448913245,10.0169941717199,8.202201381491793,1.7456968197593214,-0.2762906121927876,0.2961670938425498,2.90362582017062,5.432129297263233,14.472925353166303,21.32872100989641,32.036448360403675,52.17867007979677,L5
1990-09-20 20:13:50+00:00,12.60489370173098,-6.3013696229106095,-8.738122559359244,-10.906911739937394,-11.282812303736897,-6.260276588872616,8.072705964606863,8.385554134851526,8.776082971100486,1.810944501997107,-0.6946133748403253,0.5674909796283463,1.3347187978601074,8.501142838050733,19.59731280888905,24.17658399285409,30.247486763218262,44.576145916149805,L5
1991-10-09 20:18:07+00:00,,,-23.053002564882163,,,,,,,,,,,,,,,,L5
1991-10-25 20:18:11+00:00,13.118484718871988,-0.7151186091075078,,-9.111811140072666,-16.88077863660195,-16.785431359352906,,,,-4.9803559273109625,-5.860675298134683,-5.105859836880419,-3.075331096228468,3.254380312095529,13.295090411174636,17.352092648871057,24.850447279054425,39.45129969894547,L5
1991-12-12 20:18:31+00:00,,,,,,-21.709388273190324,,,,,,-5.26318078520859,-3.412224852949994,2.4684295842977937,8.703972640405615,11.715056994382293,19.67028702795832,38.81339643763186,L5
1999-08-20 20:46:55+00:00,12.967386284963696,9.3996842728229,0.122084141011084,-3.0669311073193795,-6.051163364332646,-5.109706085583036,13.651653357805394,10.118078260101523,14.81376168336304,9.292449829396393,8.531672831191788,9.693011517094115,10.085042402978212,11.410117845031998,14.54198317714282,27.062887558911225,35.043806489041586,53.36614605017562,L7
1999-09-05 20:46:59+00:00,12.795948810869982,6.466524673570203,0.3882235408605323,-4.457265021614784,-9.117949560468428,-8.612664858369932,2.477408169349939,4.898280754411519,6.26461640386539,-0.0508363765215875,1.549464571670114,1.9644724083680585,3.701911762452121,7.299501947361063,13.250453435459834,17.12438263274843,24.60553424304436,43.05342698266321,L7
1999-11-08 20:46:58+00:00,16.582583222510365,10.360223231557796,2.0629238335991618,-0.7593341621573967,-1.414303820749815,2.5305179287797093,17.049079751278178,16.855605559583566,18.31669989130396,4.502840640157457,4.060256236807149,3.937193028919893,6.249805927837722,8.418812657930001,18.532996238811588,25.86853854942779,34.723605884174646,54.20237230067734,L7
1999-11-24 20:46:49+00:00,16.63821736962561,13.520726844510222,5.057232694275995,3.289766222950962,4.09186730151081,6.266925177771843,16.72493800045465,14.183412327250815,14.695643262121578,4.599624854035238,2.370391669325708,2.1619803569179066,4.410442676485104,,,31.01303116896579,36.97820816361524,51.8012249327891,L7
2000-02-12 20:46:47+00:00,13.018084787139651,9.968902960997053,7.483148267555903,4.934918386570394,6.046462547959703,8.3532966995891,20.751416964428984,18.43632956569592,18.64967561276533,5.631783110089652,4.8921632101719466,2.27470638728168,3.7005329164546574,8.355265273551224,19.341456822673315,28.074985516665087,37.12234970089796,55.26043718628485,L7
2000-03-15 20:46:37+00:00,25.08661048352109,24.245759991380684,14.067214476972598,12.061141467210431,6.564905498795447,7.102198896722802,22.805916283848926,22.574540769327623,23.62953115069737,9.681992179805375,9.947348175066672,6.492537365902237,8.067989092851208,9.474787921873997,17.495938740457472,26.40573453622313,39.35255861547094,58.22544899268755,L7
2000-04-16 20:46:20+00:00,16.576651987992257,14.00654151322346,10.902005937092753,6.356561355754479,8.660228334946867,10.851324635405437,16.11870361219356,15.975996364331452,14.712606862736436,6.483002781447633,6.855925035896851,3.5999277023892065,6.440981446393487,19.08161486875986,,31.563521585361705,39.71622408461676,,L7
2000-06-03 20:45:56+00:00,21.58633233203787,20.259470946450264,10.600235976999548,4.234593196792492,1.652559139004977,2.264587634099396,15.576830501865771,17.519625212787226,18.38609162254132,9.308617624106192,8.306271027488028,8.489262912041129,9.659399422473276,11.892296385888882,19.011874683466456,25.3299582376489,36.796137717479375,57.108338115915046,L7
2000-06-19 20:45:53+00:00,17.38487142439606,14.972871143137692,8.261527735599401,-0.6424145660493303,-0.7930821582902164,3.24902021465114,15.418469262923937,15.118359898428256,14.303414132442896,5.993049785106383,4.940992148728251,6.091791173693908,7.433584274853157,9.1185251235654,17.71340415484243,24.24574727486792,36.62322286192396,56.93382547538973,L7
2000-09-23 20:44:31+00:00,17.08937648405553,6.296327557068361,4.0121078478113645,0.3649123118057369,1.4419814766528185,6.063930793504984,16.1193750600421,15.96475520720026,17.175836396762932,10.417518440453437,10.555206647725708,,,,,,,,L7
2000-11-10 20:44:23+00:00,19.494760959039205,20.62888272391268,15.344818461205636,,,,,,,,,,11.177272665741464,15.26268317594691,19.388005634265152,26.812285306786485,38.99668501303371,56.55455176754732,L7
2000-11-26 20:44:25+00:00,18.318732447770525,14.774283575454042,13.951052814716022,12.47518564082744,13.869966773510953,14.998269094318983,,,19.037766741773773,8.838007411715756,9.046314330541357,10.224450822020676,12.516859204754702,16.950181230555955,32.51408426574654,36.28464909586457,44.1132849961262,62.247549581753816,L7
2000-12-28 20:44:30+00:00,-20.14504534041496,-18.34499950879906,-10.453279485315988,-12.453731287679222,-13.86407960408729,,,,,,6.218202390970681,2.997179439940072,4.865088459967029,6.5682898114164585,13.078068374439658,25.17101568784225,35.14055761569946,53.53690874651868,L7
2001-01-13 20:44:32+00:00,,,,,,,,,30.67168650738468,,,,,,,,,,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,,,,,,,,,L7
2001-03-18 20:44:17+00:00,19.51014384906009,17.248505846573703,11.182714236700122,8.389420157466404,8.220947892460163,10.033268662962074,23.076082700420127,21.425808265184543,20.17709737686193,10.426524330106488,10.586944626436248,11.505208301857422,14.39589711440363,20.92122876496428,24.155039535712287,29.678164718386547,40.22193984948589,60.541086202010256,L7
2001-04-03 20:44:06+00:00,16.50961948945463,13.258501221461096,2.771815776848675,0.2725244851154312,-3.9795738529073694,-3.723885564376092,3.693214142503072,3.5679584226392307,6.493276132256498,-1.1477223245998944,-1.2632672263273648,-0.1456710823643242,1.794331951618184,4.077918949967919,11.625964379511768,22.31383003152765,40.3233237556755,56.37920624471479,L7
2001-06-22 20:43:29+00:00,10.203588423131963,5.008760424270823,,-12.64500541534704,-11.740238926062856,,,7.518356967479941,9.885974900958152,0.5976734701248454,-0.2816295197365972,0.9857868500304054,3.7667829712349903,18.80979029527708,25.55391074672128,30.8875490463306,39.14185246643707,57.4057661551531,L7
2001-09-10 20:42:38+00:00,5.472467315222944,3.994078476504246,0.6682218002060357,-7.124506482522205,-9.31232788887606,-8.265218941103377,4.528825510744869,4.722690928256736,5.693773138297377,-1.2324665287827354,-1.2016965722651052,-4.604633611333674,-3.3396044559785247,-0.35938187587472,7.438235337882097,11.942314592421576,18.434533583682832,36.492292537441415,L7
2001-10-12 20:42:13+00:00,11.84499101931432,7.560432665945724,-1.4536183626473376,-3.111172766541021,-3.043174475217078,5.4643252415616885,22.907470807441463,23.228689071778017,23.749018813293706,9.78886713774494,9.319179500047776,6.239078009202711,7.573248044007183,13.814589536514488,23.231251556834405,29.770598469894125,39.10906731297892,58.66730991402974,L7
2001-10-28 20:42:21+00:00,4.307668351646183,0.6953418151682007,-4.605105371500141,-8.810356615411674,,,,,,1.113460639698265,-0.7583021236402828,-0.1825425530823899,2.5991064182543835,19.4251665306298,23.292507005820045,27.0854728156766,35.38990445946473,53.65463928585892,L7
2001-11-29 20:42:36+00:00,9.63490988621225,3.1874523085013773,-5.400833622968502,-10.118390643114616,-12.223216883380053,-6.077828441134051,,,,5.220352324536902,5.814744455254834,7.0722603895312375,11.912221222948766,24.53360697109791,27.983207731932488,32.59576921266349,43.85676828396674,64.01058237773749,L7
2001-12-31 20:42:36+00:00,6.145033199917753,-0.6363960853190367,-4.6746186936735885,-9.965675987350354,-6.225360006854778,3.808221835907343,16.561550732644555,15.58476237963214,10.277342671679271,-2.537557087191088,-5.419957705578975,-7.075960769965469,-4.879190184362134,5.545809669549733,12.274980563812209,16.23395893849871,24.17574451477532,40.68597934089061,L7
2002-01-16 20:42:50+00:00,2.074678670348038,2.0643110146894275,2.6866917806784265,2.0413108926582786,2.5406974746470774,8.248867042148705,20.11556266964104,19.042909514670235,16.706000418436915,5.090404548739207,3.6493651610940936,5.048855109108751,10.177150253358462,21.09727179941105,25.3782287155594,27.14454439906063,34.43509820480554,44.8519298064836,L7
2002-02-01 20:42:53+00:00,7.691694264360092,6.700182413896711,4.7267281278835815,3.069799680240746,3.9975095320321055,5.469297236551991,,,,5.666464454665241,5.750160285092588,5.6823980625378185,7.574743097492228,10.981676403673614,19.790596917332515,26.250880685530568,33.898462968856485,51.816426945056186,L7
2002-03-21 20:42:50+00:00,8.303177200050719,8.152393830555766,6.564932540433886,4.450468947226777,5.951717321972381,7.785997080612616,16.16451176684188,15.815106665248232,16.48212354823486,4.765848438073438,3.929279332307698,3.761707686810542,6.017482772278091,,,34.5521886624789,39.0655833477212,54.70067533086578,L7
2002-04-22 20:42:49+00:00,9.148715976581322,8.567920318870133,6.521118419807881,4.492578841378562,-7.1991350009303305,-6.557708001223461,4.03906750359011,7.73542780705308,10.267554778469767,4.853185691657025,5.655638849529868,8.143410918747088,11.453246327491993,22.7459867249984,30.01457021134193,32.83883364740754,37.67598174724376,50.70733152003925,L7
2002-06-09 20:42:36+00:00,,,,,,,,,,,,,,,,,,,L7
2002-06-25 20:42:29+00:00,,,,,,,,,,,-5.865776095392731,-5.361905360158871,,,,,,,L7
2002-07-11 20:42:27+00:00,11.600082806812669,10.251658193877075,4.391523418285148,1.872700568007264,-1.6663545094817784,2.3986090267696465,14.077121374939257,9.8109017318757,11.932504840376223,2.6405280783039897,2.110285699028031,0.8137981992877441,4.462247984708149,,,32.700446642202444,42.5987721600508,59.44238204765767,L7
2002-07-27 20:42:18+00:00,14.765117149679956,14.85354243969173,4.386910729054801,1.2808714710587417,-8.977837500974065,,,7.956560754090148,13.665672256757835,4.5221179854725735,3.029838446007247,5.948825575547497,10.74782925925464,16.912575165026173,30.56524364392052,34.89041230305905,41.19652564904928,56.13239161948407,L7
2002-09-13 20:41:56+00:00,15.85145696887347,16.53221213701589,6.153045776575638,3.1775147982268943,-5.681970775283495,-5.234275090815827,8.647409381330176,10.454793982784166,14.14565059315535,8.483902040116842,7.666368503992215,7.708754441876971,9.260695169012829,10.717620252393338,18.57844945073704,23.732767674256703,31.971372621260272,45.8031512003557,L7
2002-11-16 20:42:04+00:00,,,,,,,,,12.062761266725092,-0.2474752058431657,-1.5519509053488896,-6.100639423716009,-0.6919639416252289,2.727451703856633,11.017884525077177,23.858714250744168,36.7114285816801,54.24565793790321,L7
2003-02-04 20:42:40+00:00,10.887764065045324,9.484986027653123,7.769904757983297,3.374520640503341,0.5427400267993463,1.4137900851778646,7.869163005784334,7.397822918255405,8.666858816154607,1.8881647094957728,2.5451411582734726,5.452735068803063,7.412303319442844,14.332218219429228,19.699219535700827,23.741189823499468,31.3938005615286,47.537244472463584,L7
2003-03-24 20:42:41+00:00,6.435230752386915,8.101750641459512,6.9005845707948605,4.507670674450146,-2.6235278590725564,1.7457043975145292,9.124536256147785,7.662651712134113,8.947414510339957,2.7780342939742995,3.627757010654242,6.987464055560069,10.048782122173218,17.792395932896714,22.836643298681626,27.857732330371565,35.25707530049115,51.65397184471473,L7
2003-04-25 20:42:48+00:00,-12.161930089757204,-13.63809905183322,-15.433414959947244,-18.16154472263369,-18.19533640270278,-11.792514522374471,-3.006444642096225,0.0370379474199069,2.710085004489609,4.600846986852541,14.758708901346589,14.80706488195736,19.65943258390087,23.992266210090666,25.88997002254962,34.69853294064075,44.71139240795552,64.78910322379289,L7
2003-05-11 20:42:47+00:00,7.015058671532177,5.357055859574985,1.7215358868097026,-6.115178854978991,-8.731308283258258,-7.256435076698763,7.003073762124689,2.6647391597538324,6.921376086488492,3.064186577900448,2.965601260150784,3.84965917773344,5.832950393920205,8.280550959682213,15.812640456914664,24.6096209573918,36.926218913924274,55.53363148011534,L7
2003-05-27 20:42:45+00:00,5.997263580454303,4.461308262707824,0.7800329623462983,-5.846721831070743,-8.69247565659765,-8.404597649202106,5.577406038149948,5.441353373509275,8.662378203787911,5.835047924335235,3.3613172469400103,5.4190039319940855,8.016254447580426,9.260224659776242,16.67711687642172,23.76042392996135,32.02545267839096,51.96471988222601,L7
2003-07-30 20:42:30+00:00,6.567732017938817,3.481182531473972,-0.4733318216369722,-6.08386722204911,-7.683768596438463,-4.984323143018441,15.27775813985904,12.10821913562011,13.135986541432532,0.2680246278057123,-0.0265424992502119,1.129119773888127,4.545822920458288,10.71306213187485,17.619025565293025,24.474175473722912,36.57273476867363,55.95562544199967,L7
2003-08-15 20:42:28+00:00,-0.087590981001876,-0.7988200691290908,-4.812923818423821,-10.36275875790646,-12.2048872832886,-12.15892802807588,-0.3938558452584122,1.9684450871389407,3.523569104664511,-2.839659034577936,-2.622854195830037,-4.79474712578331,-1.1292364070092542,0.3386546756174771,13.974004993791178,20.003107369666424,25.81421389034073,42.03731370986765,L7
2003-10-02 20:42:13+00:00,5.072721935595128,4.738144642103582,3.0809801804185364,-0.3528423007811634,-1.4206298124504402,3.5130957579037827,10.991487381125523,10.690375976100784,8.993140286514121,2.0181919844865,1.8767167363916888,2.973528772696221,4.815777413845554,10.076776343821578,15.148049524754043,19.30314650781684,26.516119382206305,,L7
2003-11-03 20:42:27+00:00,4.060693916915893,5.798741036818722,3.787039496971071,2.378804186316905,1.83317820657646,8.175056304948637,16.360889925411936,13.869937549314855,9.725811144310487,1.8645183361711413,1.963235391280313,2.989816463439311,6.286851875198748,15.320049347308046,19.707055241568888,23.32757033992924,25.77489850216239,45.36123698125211,L7
2003-12-05 20:42:45+00:00,14.798728193419455,13.769188669621023,6.841629808795597,4.173462210262226,4.750326555733848,7.009462866167805,17.690770170182653,16.11029901903385,16.376256216671212,5.0263062383950325,4.70648261128965,4.308557623612248,8.737893563034094,20.29177283826547,26.203623571725355,30.89608042594059,38.47850819856836,55.32018025292136,L7
2004-01-06 20:42:58+00:00,9.739091124102584,7.372705365526644,5.880691199207048,4.039077016610116,5.346785063605709,7.1678205245094455,,,,5.94057491784119,6.13398389748898,7.703150936001852,11.831572280166355,23.8175370437847,27.017159125628577,31.12581377734489,38.54975417759966,54.94239562969796,L7
2004-01-22 20:43:05+00:00,-1.887750048526343,-0.7446030493797162,,-1.178346771787227,1.3047021386537636,3.3207942409437115,,,,-3.517811174282919,-3.5292816900552584,-1.0623718699635938,,21.827347459111785,21.62598184653657,24.77638189924541,28.70243336463076,42.01229752275412,L7
2004-02-07 20:43:10+00:00,11.238494019572194,10.549336653132013,7.538943112378221,-0.9845639612719996,-1.374187485724417,3.877762352537961,15.83562670360776,15.44375289338454,16.108667893234838,-0.1189174923707276,-0.5759412448913588,-0.9290416113038348,1.6385075116286478,10.508829704831683,18.172275671029897,25.60463436145802,35.27116387998343,54.03335764340193,L7
2004-04-11 20:43:15+00:00,,,,,,,,,,,,,,,,,,,L7
2004-04-27 20:43:12+00:00,7.372849262794415,4.871446617559146,-2.753067210837933,-7.379969808457464,-8.873453566363057,-6.4383738248624285,3.8264649965190296,2.192897892893927,4.831533978411337,-0.7497556801185938,1.6135312369421098,4.224455724409342,6.481188636758384,8.248803154782728,16.647932364584648,22.27810710267996,30.20722142687248,48.7935183929165,L7
2004-05-13 20:43:15+00:00,,,,,,,,,,,,,,,,,,,L7
2004-05-29 20:43:12+00:00,8.223413868466928,8.10159731512553,4.897670805501828,,,,,,,,,,,,,,,,L7
