dates,oahu0101_0001,oahu0101_0002,oahu0101_0003,oahu0101_0004,oahu0101_0005,oahu0101_0006,oahu0101_0007,oahu0101_0008,oahu0101_0009,oahu0101_0010,oahu0101_0011,oahu0101_0012,oahu0101_0013,oahu0101_0014,oahu0101_0015,oahu0101_0016,oahu0101_0017,oahu0101_0018,oahu0101_0019,oahu0101_0020,oahu0101_0021,oahu0101_0022,satname
2012-04-24 20:54:31+00:00,29.69502896062595,31.61581360563426,27.540708356820392,32.28771752104002,32.21434998395016,32.536257645532416,42.41053960173203,46.89891732767693,40.55999769639752,39.174323640002456,45.50068989651864,42.1459243847466,42.59050955478264,42.87824737474984,45.13321232250503,48.859823526262325,48.26704799067948,40.92491549165447,50.47311474399665,47.44834336502152,40.5122400024605,33.05735827147689,L7
2012-05-03 20:48:34+00:00,35.52101940040832,33.435456259797164,34.956136075768384,,,,,,,,,,,,,,,,,,,,L7
2012-05-26 20:54:47+00:00,,34.760798833269824,29.64309271637393,36.75684032006654,40.82125838724462,37.86990474793135,47.662212206814765,46.782838058726085,41.47074010056835,43.64684107056853,48.814493173637615,45.73268709779093,43.41924294497781,45.421668238270506,49.80509879509589,38.16799259680835,36.023757290238514,29.01022262008621,38.82578062744764,37.25345388712126,29.21427683929979,27.917295339047136,L7
2012-06-27 20:54:45+00:00,,,,,,,,,,,,,50.664024433540426,48.83212936363122,52.63092836979641,54.70980522959897,53.8088097202012,46.1013264444676,57.33651717133464,56.34503033129458,45.30894756167075,,L7
2012-08-14 20:55:22+00:00,32.084625696874,26.011364196205587,23.379318079872505,30.33149710641781,36.89253073586893,38.475888887047134,46.31693633786699,47.66133468024341,39.293423062578455,,,,,,,,,,,,,,L7
2012-10-01 20:55:51+00:00,30.67688378462765,26.647249695887453,24.949222457066423,30.93370551341956,35.68853296363446,39.41732657577954,46.886637227636,50.3425392311656,43.16893106003751,39.90958128467528,46.241205350007576,42.463530800388,42.562029831824205,,,,,,,,,,L7
2012-10-17 20:56:00+00:00,39.82623987042916,34.206369072099875,30.62124081299504,37.45580894947514,38.03622095042981,42.19853430518944,50.98578387619113,51.036999396275874,45.96911624660756,44.43313643555945,52.99732545218588,52.623632128111055,54.19100266416208,53.27480965738161,52.92590765343576,55.0590808324558,52.97653352788075,44.87055566568282,52.05351050336368,50.840230672314576,48.762800985134064,42.45802502529118,L7
2012-11-02 20:56:05+00:00,,,,35.970704507236384,42.98593336200384,48.00244093404344,58.41387354093159,58.57938881778427,49.852804049487816,48.77663242008055,53.784391627374525,50.56405186990487,50.6817545910306,53.48754469118059,59.489838518154805,59.447218708919806,51.279848290620095,43.30011279659482,52.20882873172936,50.17874196700481,47.698245676294725,42.09936006291581,L7
2012-11-18 20:56:13+00:00,28.65527765357057,26.87168811105789,25.237022719024093,31.140843572030786,38.20976902324514,32.79384583359734,41.49155867495616,42.80051295733118,38.78306837338664,39.41175727718873,48.05426062789684,45.105370022181134,45.520922583392704,48.46223399093449,52.6834913972798,55.09166929686593,52.09741209533093,,,,,,L7
2012-12-20 20:56:22+00:00,39.24977662186964,35.16721664641069,31.63545683875248,38.69407784519169,43.35945699609695,45.7742653932538,55.117769219064094,56.289835588629785,48.9072806428347,47.60188451923965,52.79796217517238,50.29660064550674,49.99605883745641,52.33535696804761,54.706603455428514,57.79160783452898,56.390625705290574,45.80937310254574,56.75028714969691,56.28522582009189,52.59778793161461,44.22568361110272,L7
2013-01-21 20:56:25+00:00,11.309629613691802,,,,,,,,,,,,,,,63.19775743367243,62.28689375601041,55.1518949381171,62.22835591710578,61.40831383469057,54.75152770910023,48.48168817874157,L7
2013-02-06 20:56:27+00:00,39.93829548496856,34.701629481174166,31.97855258705656,38.84206068957885,44.14990338919354,48.65662419245831,59.3784934484622,60.67669605175982,53.37571215296712,52.63542104841196,57.81700657580637,51.76655913631571,52.297454598205086,55.43452412300873,61.03902455875832,69.5357265159679,67.30448114816963,60.194948320691886,67.16533387081304,69.23842184158181,65.57710820132976,62.90143000421013,L7
2013-04-11 20:56:15+00:00,,,,,,,,61.76833066107151,55.38224795841133,53.91563122172208,59.18916857786812,55.1757737831173,52.45175564677955,54.87391831104883,60.90667511685748,66.96946078554224,60.49228990349615,52.5084738114718,59.917527334724085,57.89187286138124,50.37985622642411,42.56570371173942,L7
2013-04-27 20:56:09+00:00,,,,,,,,,,,,44.92321813427826,44.89173574207791,47.73342420248238,53.568274464035404,57.89497768072257,55.67194279919077,45.54242143182399,56.11829012460246,52.88170562931175,42.8117148066832,36.60516834127778,L7
2013-05-21 21:02:16+00:00,25.64286582154761,17.27812669224405,15.936272926542223,22.73572396143661,28.75373113309407,,,21.67198691501603,13.85813838359886,14.548230706695012,27.82797981464598,24.49623315584825,24.66898587437005,27.44169044819657,,,,,,,,,L8
2013-05-22 20:49:54+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2013-05-29 20:56:00+00:00,,,,,36.178467730467865,40.79034027230322,51.16376910505294,53.417715119044686,48.68257202236933,47.35677299044725,52.99456869199233,49.641295562318646,49.39087675263101,49.9876471445472,54.3560707083145,54.04362691197294,43.96109953798387,35.51848591394421,43.755837285277,39.03204122852818,35.3803832687458,30.937219257524813,L7
2013-06-14 20:55:54+00:00,27.832895144129385,24.506657822651707,21.47235262336833,28.78022914016054,36.028493486228015,33.14744316399553,36.00334353003632,39.16183765602356,33.91500209859862,34.620331221726104,42.58152596498918,39.520195626188936,41.1197160279981,42.81106730467916,44.92133252192001,43.90092661254125,38.098417210736166,30.90827948872517,,,,,L7
2013-06-23 20:49:40+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2013-06-30 20:55:46+00:00,23.020517250817832,16.03016529189078,10.654449821990784,,,,,,,,,,,,,44.50507444927501,43.43046364102357,38.55937905766292,48.544730466386135,49.0461977324242,43.57275208848288,38.593304362165945,L7
2013-07-24 21:02:12+00:00,23.10025276896565,18.15273880985126,15.201239295793354,21.759248631924347,28.029776150629,25.80617416048241,34.79504374716211,36.32574272044177,28.6322842148482,26.768019715724005,31.7338351406414,28.76388245937316,29.869760733112727,32.7507240210669,39.46275945395978,46.2863716109094,44.296807332638906,34.074644246147685,43.25431086687986,37.654744285830944,30.56861016164656,21.49805040473825,L8
2013-08-09 21:02:15+00:00,,,,,,,,,,,,,,,,,,,,,,,L8
2013-08-17 20:55:33+00:00,28.65933763562997,24.88940270558396,22.031279250928787,29.07411853863097,35.860151666390394,38.065170804805135,,,,,,,,,,,,,,,,,L7
2013-08-25 21:02:17+00:00,29.84988891764293,21.92894425227197,20.33426210936108,27.861123273224983,33.163347191776865,39.314653563718885,45.92353312554209,47.35768579177306,46.395699041949925,44.52932944431873,52.83366777225313,48.98529552536526,52.3280138233008,52.22594242839854,57.33158679478678,60.70940912501879,56.361086325396805,48.13668096223049,57.63377060504442,56.46141271771271,51.32556033557578,43.44843995413261,L8
2013-09-10 21:02:15+00:00,30.23860864168687,24.02278511213482,22.629073387461457,29.344755388870023,35.95607861768952,37.28943327162505,42.66276518398629,46.40199849269401,42.38260220679519,40.11969944268529,45.63242066779127,41.835063073962736,40.41807532506595,38.8400709834078,43.26551101004566,42.59081708341327,40.102721311789146,34.83814372997084,45.59577867313215,43.57084841793977,37.970912999861206,33.2188101353487,L8
2013-09-18 20:55:55+00:00,35.26815099123432,29.3093425817114,27.62891716489981,33.52474360583808,39.97610366354472,43.08745853759894,51.52474796095645,53.873226405441336,47.56002409428853,46.1699281852363,51.53805126661148,48.80300821507954,,,,,,,23.12756171739652,,,,L7
2013-10-28 21:01:57+00:00,30.98452743363504,25.94096695550885,27.70653860267088,31.359998521058404,37.249658108532685,40.90318301398088,48.969808929909725,52.57881660758832,41.25512360297551,36.21196788599676,35.79540889962445,32.446899998840614,32.58044396024568,36.11707027422988,42.20411035567992,42.31222164248114,42.6304152578061,33.77444083400969,44.99710688682214,45.00171748095574,38.55388540116862,34.95763614315934,L8
2013-11-13 21:01:57+00:00,41.06127865834385,37.95423582710741,35.15090772205542,42.14625255170784,45.174943518717726,48.52936823717804,57.31168827778009,60.84375532570418,52.329569322861886,52.73591406987255,57.98885110770182,56.06214347692782,56.34523448390653,52.92018072770312,58.88476360519628,56.27011989369392,55.44379322103687,45.379449139646326,54.91651289305285,55.90169241980184,49.46784503841666,41.57248071067922,L8
2013-12-31 21:01:38+00:00,33.39032522578745,28.448889858069258,25.48107797314466,31.67386680969056,36.26439819182089,42.00114499130893,50.79165846641328,54.82587699336487,48.88270623433778,47.16021877158887,53.825560029267606,53.55762443348968,53.31834645378892,54.77065792224102,60.244219656674126,65.50455768964424,64.29113671055855,53.59739164860886,61.27622852701598,59.42143352295558,54.16236988648694,47.796430117213085,L8
2014-01-16 21:01:23+00:00,27.87121283107443,24.94033991602285,22.21532432457171,28.99161296340803,34.52246233755851,35.38556351962089,44.18052576800219,49.26739052272779,43.68361714497699,45.36606944141626,50.6688926993502,48.68960158265275,51.23567955447337,48.50841982439781,53.33974172738437,58.68143702929044,56.97342307538442,49.557769231113866,58.71829093690058,57.241444546537245,51.12337672402522,43.27257366619707,L8
2014-03-05 21:00:48+00:00,26.8956551967634,22.483459571129487,19.64298405979724,26.80633963062419,33.88017945097335,35.1524457991313,42.65786881965997,46.51113862943444,41.19821533563539,43.370930818339744,49.89133753992116,47.38980621148191,47.8503353959629,50.41352552892748,55.37843269650121,59.272331922066975,58.2101181429362,50.03697422286229,58.94973732144681,56.097951248436814,51.62237016779573,43.30350812498622,L8
2014-03-21 21:00:38+00:00,34.05368486630169,30.88801459656403,28.01150727109075,34.041430539364605,35.48885690902572,31.43101019110554,41.30613304836284,45.75640720101176,43.15486769081764,45.89780980766165,51.69367372543145,47.65607705323983,47.92905756671459,48.49879697660075,54.60010145163951,60.836485225191005,60.29076347214664,50.37030253782004,59.59278172199465,56.78752455582092,49.94298562766885,,L8
2014-04-22 21:00:07+00:00,33.076218495835484,29.36739119291513,27.37810613335476,33.48421016868829,36.920722706687386,39.67361872989053,46.16506078345067,49.77892103516409,42.37707745839684,39.88455497230064,47.04187859976704,44.06668713680928,45.136335415709546,46.41610123988589,52.1965329291532,48.68212765826933,46.81672952224213,40.27067546162746,51.79352795921318,51.52710593814846,46.040525503437706,42.06486297963719,L8
2014-05-24 20:59:45+00:00,,,,,,,,,,,,,,,,,,,,,,,L8
2014-07-11 21:00:06+00:00,24.62610002506484,20.879793230070128,18.21890991000664,25.070686329151208,28.53261452730553,29.443162828775765,39.01439663312979,40.92171415205601,30.43650078863568,30.67864421562788,35.79555254962717,33.221449701398754,33.447536045060964,35.350217213022205,40.43611676227574,47.85103806096621,45.98122619417294,40.20315419481017,49.76923616765799,48.795232033239856,,,L8
2014-07-27 21:00:09+00:00,,,,,,26.75680572507137,34.7610454230902,38.6394663401875,33.03308407369281,32.17802541479252,39.89133968437903,36.39033888995841,36.412590456751865,39.119584810904726,44.84810036850256,50.9727372050265,49.1813663099141,41.407988624336255,48.03949469113896,47.19067007169661,43.7089590501885,40.65670519758426,L8
2014-08-12 21:00:17+00:00,24.700433274998435,18.651442080212483,15.714522216897896,22.61764432613084,28.350434339949658,28.86109968727481,38.743401754409966,39.51496570992738,30.81111961741996,30.630252928360463,39.396688841290384,36.04534585812053,36.62347826628262,39.13218356448074,43.24365719697908,47.844530815130014,43.921376330092784,36.182987840044575,45.58380412643079,43.75215520358528,,31.11054520683204,L8
2014-08-28 21:00:18+00:00,,,,,,,,39.11445827026267,33.465872532231884,33.66408848572524,38.88106538354905,35.31063579087341,34.0013046158158,36.720670845586085,40.46256882153676,43.35700305398444,41.69666150774033,35.429461459263536,46.61572737266852,40.425100689458674,34.49272525739187,29.980475049941536,L8
2014-09-13 21:00:23+00:00,29.01415497757579,21.45286302022224,21.361065216540368,24.893144732027203,32.012099918455405,34.194411884477304,32.89189661893712,31.735584872501107,26.423225090204927,25.424281188316904,29.32270213847428,24.82531475747732,24.515642343095823,27.26550003053046,33.76924637546088,30.20690184585668,30.09354662355272,23.95392244132708,33.38868725197087,35.602880196484584,32.802800756269114,30.63432775518845,L8
2014-10-15 21:00:28+00:00,31.91745324617026,25.89581249125598,24.002816639513025,31.2053197464374,38.22625629046307,41.56308036709554,48.26454093580216,52.35477392489217,41.82090705118131,39.62161774897875,46.72956060929077,43.05302298062711,45.99810518057763,45.53563863562907,48.76481499259864,48.19568746887641,46.40089905345984,40.61082112871087,50.98240787189312,52.01379915098728,42.377905811375896,33.5165446883318,L8
2014-10-31 21:00:25+00:00,36.17402212891163,28.96278411265774,28.09449598949436,33.26512515348347,40.30380810828776,39.004091938052575,44.59989089290911,47.83304540130322,46.36873259396405,45.84104295861347,51.6578838999626,48.17054744072189,46.44318254220144,46.799883973611024,49.83096610827435,57.1081978386208,55.53974796564533,55.7566480692112,65.0906223974766,65.07365055040096,55.46155695011471,,L8
2014-11-16 21:00:26+00:00,43.15317697934339,35.33505265421716,31.6356956011171,,,,26.468368872834738,28.68434141319877,23.75363333271636,,,43.5409615252114,45.35513570582979,44.513678961638114,50.6453126664087,47.55456857900701,47.76810595254408,42.27847075572434,53.58967898252977,54.5800569957598,,,L8
2014-12-02 21:00:25+00:00,31.16182837535345,32.588369209469256,34.01236035669064,46.41553555110747,,,,,,,,,,,,,,,,,,,L8
2014-12-18 21:00:22+00:00,,,,,44.68410367395076,47.926944436473256,54.38543120444925,57.503184610484205,50.63987158278237,50.70229521944083,58.12681910266215,56.38676580770679,54.759092027046016,53.73631996972404,57.30442241312231,57.386042559125904,50.696775532379775,39.10352846112767,49.03278164429881,48.66280490311608,50.26153947512547,47.16781348269959,L8
2015-01-03 21:00:17+00:00,,,,,,,,,,,,,,,,,,,,,,,L8
2015-01-19 21:00:13+00:00,31.749478105983897,29.463365368654124,25.838971080415305,33.64436524227461,35.6027160971269,42.51844527989645,48.48876583938227,54.09597368343926,52.09526691574828,50.4233620729824,55.71362235921183,51.80029857268346,49.09194140433601,49.51912912504365,54.56495200771536,58.49880477582048,56.5826598104251,54.21615535379957,64.18876315837363,66.11372632821143,56.42687854841356,50.83483431140766,L8
2015-02-04 21:00:10+00:00,26.302921003965764,23.25365280590718,21.11382787057097,28.73095991706528,34.96057521918125,37.3312001737884,43.46556815603533,48.0489829915611,42.77820191709385,46.03952186811701,50.93183514436873,47.32371740167535,44.41515400315383,44.27423592532245,49.4233897737816,53.77160171180935,52.36736562337353,45.718221956120814,53.42344540330335,52.11636700377679,48.10778685269948,40.91189828762332,L8
2015-02-05 20:52:45+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2015-03-16 20:59:13+00:00,,,,,,36.283776508737496,46.26684967916501,50.24430122908175,44.95754400413124,44.89440968134585,50.54903596862975,49.116617350634925,51.21291717143,52.06670797438458,58.79894948894667,62.74855216578267,58.58298618853257,51.02615962863867,59.806067668342514,60.74921604094603,50.7030058017059,42.468949200880175,L7
2015-03-24 20:59:46+00:00,30.350287616668908,26.491678187214927,23.77373589312801,30.54460691095894,34.570085420000886,33.50168457240282,41.53583750116257,43.83346709531583,38.22079796118032,36.98749825316452,42.968502721922015,39.08500559712607,38.44435753743759,38.74144038396866,43.94818103990064,48.0112966060458,46.39150954560507,39.83239462187255,49.85074235588648,45.2542239066285,38.912238356557246,31.795656599889785,L8
2015-04-01 20:59:19+00:00,32.804064486179186,31.5416672622028,28.02710804442,35.585471393861894,39.58703935320035,41.93107015125547,52.33937496173481,52.13776908123996,46.38016720849927,44.96058388316937,50.65891445584337,46.506531319318576,44.36706910635324,43.00164501938041,46.548859270467,49.06681463702831,47.77550006926375,41.70224371529197,48.80683522617105,50.47470105852605,48.34254025660085,44.28206663938285,L7
2015-04-09 20:59:36+00:00,33.98654574886032,28.19399549314981,25.68146835877188,32.462525569945434,37.62407612197452,36.52714268595834,45.2324506566874,47.59791579197628,45.0526570662356,41.390633328887816,45.54830166096768,41.29851696465188,41.26220862627835,41.70453470374404,46.33145548582521,52.17946381100284,49.90682176352989,42.52176876671285,51.5158429150581,53.9348375831042,43.86173382843353,39.48129613851364,L8
2015-04-17 20:59:28+00:00,25.217739971265264,24.19059696621672,20.94715344005683,31.60523609924615,,,,,,,,,,,,,52.18800680329274,44.888743803718846,55.44255734411344,54.599058038175166,45.88586486958129,41.78091965777091,L7
2015-04-18 20:53:26+00:00,,,,,,,,,,,,,,,,,,,,,,,L8
2015-05-03 20:59:34+00:00,35.58173438126492,30.84048761435309,26.74853568462967,34.14237446186095,37.730678339989474,35.712299231801026,45.33504635935281,44.114170510998576,37.93440505896685,36.3100032449488,46.89142597541963,44.37949906210175,44.29937426049721,44.71245406473202,47.27926962761678,49.33365632612094,48.417225525074905,43.04436641966395,53.54906835410996,53.1688126065332,42.96303618156103,36.58074017036398,L7
2015-05-19 20:59:42+00:00,30.28169201302858,23.23975291725218,21.998516314146432,27.75833224177053,34.203485212721944,30.79141573635281,39.25179009019938,39.124191977664246,33.44245248185668,35.66852143882849,46.660922316799095,41.83865137374417,43.11764270582957,43.02563766017889,45.48981902114959,50.845849602132176,49.376556225113006,44.32830131810045,56.33212631406905,59.9197278242477,59.51468860878671,,L7
2015-05-27 20:59:18+00:00,26.92649199635148,23.846628164037885,21.250047927357564,28.788979643242232,36.4300477293305,31.85679587857525,37.97648311646225,41.79824312612478,36.10548228502552,30.913996123824408,33.80870653736275,30.445106123242205,30.381274081940152,33.307466052154744,39.50785469363848,42.442232573990246,39.539391162302216,36.120110936368725,44.21544218674006,43.34294940358463,39.76665944186608,34.35752812125851,L8
2015-06-12 20:59:30+00:00,32.22819526764009,25.18914300991317,23.228748851793505,28.325480864359086,35.38086137283946,38.15964632239605,44.2657445591395,45.39344730688023,40.10151829202334,38.47266035521823,51.81705769542618,48.19790023156877,47.04139898208351,45.14848197357213,49.9493184188816,53.061169419798055,50.76730365073563,44.07134690221778,53.37770306516652,50.71639178887892,42.10333250434216,,L8
2015-06-20 20:59:51+00:00,30.53221379182745,28.42283542375603,26.3362712559056,33.41327098319548,39.15834816323864,42.95589858573745,46.075888790678434,40.2054662584736,33.559707195896515,33.885656012140366,41.40594058673457,38.59005086553377,39.62137978297703,42.06066654681735,45.30998852967426,42.97380082111919,40.4082020951851,31.07121296372198,38.00946599616727,31.21856606161459,22.330397313590005,18.40876378376311,L7
2015-07-06 20:59:56+00:00,24.47215530598904,16.923648920330027,12.91677505370513,20.258024187088505,26.53698230355261,,,,,,,,,,,,,18.306780126158124,23.30115634994212,24.379354873849163,20.449098528233915,18.504414678645244,L7
2015-07-22 20:59:59+00:00,28.29642489075423,28.604610300549783,25.9450696870014,33.42899572280398,37.825674445052506,40.6611622902016,48.72297436545666,52.15455890195614,46.7810831696165,44.012808274626856,50.48549288382767,47.56522205746305,48.592933732676194,50.17712273774461,56.859919789273874,,,,,,,,L7
2015-08-07 21:00:03+00:00,29.933030376601405,28.86386001137204,25.829098563447644,32.960127837827365,39.200447501732455,33.62708929987748,41.92129979031022,43.62254681774522,39.38621812537073,39.15456789950821,43.41832414464323,40.90404125133919,40.54414735641256,43.57897910076031,,,,,,,,,L7
2015-08-15 20:59:57+00:00,,-4.455828727949792,,,,,,,,,,,,,,,,,,,,,L8
2015-08-23 21:00:05+00:00,17.311079731903348,17.945235776715542,15.747468173683682,23.389837722272887,29.27069487676312,27.56360307954633,35.296267779107325,38.88084073734264,33.03377693702783,38.92098237674041,46.41775850183269,43.41082190837162,44.83155347385362,46.43749936040261,49.15993999912084,51.45026602521119,49.61786891670667,43.91149674510996,52.770425999458645,52.98308915539319,43.54824721402924,38.72041900927511,L7
2015-08-31 21:00:03+00:00,29.592098259137245,24.294425497757704,22.17128424030814,27.92728951770821,35.19302048048228,30.1296461696594,35.298543078108416,39.65841439378535,36.23993461615584,36.434313389483904,49.35235944625441,45.79457897783245,47.34052592589682,47.93830151344975,52.21140679093614,59.59866536242989,53.77696535677801,46.46800352733205,52.95665762125647,50.01252783256207,40.65160943711839,30.663418379754912,L8
2015-09-08 21:00:08+00:00,30.85254853520573,32.06862624376939,31.26011730504287,39.10914915726885,45.50328866620994,44.243534590487,54.0029029203687,57.34861265288593,50.5370006887386,48.99173357917949,54.2981288892411,52.13435633857284,50.41350900064175,50.48939113083502,55.87504760259653,56.59485855965679,51.64397693723088,43.24483478670653,47.78915017328317,44.71939601546255,38.36111797720884,34.26073325528829,L7
2015-09-17 20:54:00+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2015-09-24 21:00:12+00:00,17.347488823733116,16.14801311465715,13.184099469885895,24.950648705533,32.20402654765889,36.583306141561366,46.762898439068834,42.31115287562287,36.33243078531754,36.39381432290016,43.755492262611895,41.97465084636708,42.294653064814575,45.54937243810847,50.8459668039352,44.40820518979053,42.3300380464743,36.25714438975076,46.81344766978718,38.4532268520674,35.0115122043165,29.07475624342582,L7
2015-10-02 21:00:15+00:00,31.37031191758415,31.42977861972033,28.385038160630447,35.44063151374839,37.75106162379361,41.0562251843304,49.40033845891069,53.44531432313918,48.05690230752205,46.53953281541912,52.49911775018052,49.90451857743126,50.78432627154593,52.71197716992458,58.321475954895874,50.67104098558139,46.09165259151766,40.11536026173992,52.05970768170443,55.05356415307829,51.51303642531055,46.63800443617932,L8
2015-10-10 21:00:21+00:00,,,,,29.643498719180247,31.90917632225451,40.28750463946811,41.30712813462514,34.32182217661504,33.01348610192605,40.1969113017359,37.14594167785674,40.68711534187506,43.67167865683945,50.34639781241973,49.115656129394615,47.12379325625887,39.3455863787839,48.56884311538034,46.16673857720362,42.401072488610325,38.21809269954539,L7
2015-10-26 21:00:38+00:00,31.79240274056547,25.424579132118687,23.99230453351409,30.05067255265857,36.74933059489376,38.3729545545665,46.25298342081543,49.01065030918451,40.59955708307718,37.23953254738189,43.07516139746063,35.74199487198509,,,,,,,,,,,L7
2015-11-11 21:00:53+00:00,31.988919424962127,22.555830293004213,18.0875506246279,23.82674477239925,30.41128912095776,,,,,,,,,,,,,,62.15968591670507,57.31569068358189,51.08042249619963,44.4992562434213,L7
2015-12-13 21:01:23+00:00,30.20291229851468,25.487054178858493,22.45114440213131,28.715931634739743,35.022323848995974,39.88323443103986,,,,,,,,,,,,,,,,,L7
2015-12-21 21:00:23+00:00,37.33181840825976,32.69843778537172,29.51352190586682,36.64702548466957,44.54521277336315,45.67997574302069,52.760811123650406,61.14713185226938,54.758880517335314,53.98293466742111,59.18468758905175,56.23023293953965,55.71478626644995,55.55905856472871,61.21750194167583,66.31302886593157,64.28210425074649,59.34609661801967,66.91085648065821,67.6952882721783,,,L8
2015-12-29 21:01:36+00:00,30.66717856056909,31.532213393871228,28.247287893231963,35.20834108786207,37.05526717070737,40.72902189632068,50.29432868449636,53.94931806390553,48.02092798496437,44.30328123802704,48.77214068448767,43.772505218153526,43.83039727215857,44.14547035698679,52.48838524228455,,,,,,,,L7
2016-01-07 20:55:35+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2016-01-14 21:01:52+00:00,30.512836689105235,33.01473709506206,29.904683630784355,37.0063084938984,38.28229341846974,42.32686552408643,51.452126750474825,55.12239201726074,47.85909338394401,44.71800205750577,50.071726498129024,46.30048574850455,46.53607074089327,48.98056112992517,52.85448655980209,53.79539112355395,52.28582140410834,43.8719326321754,55.03144913027827,54.24698303836362,47.135110918462026,42.91884057941949,L7
2016-01-22 21:00:19+00:00,37.080869249799065,32.74578366302392,29.298083555246524,34.9921831962029,36.88138881554006,40.697547864995386,49.34221493490758,56.33071343769449,52.38144980934255,51.77450724838109,56.94373502555481,55.91912064057125,55.76446410021483,54.71726608097956,60.23468412804747,66.305096151478,64.93591363842584,57.76090623445474,66.49076120585028,66.34362488777096,56.694517647998126,51.2270714883956,L8
2016-01-23 20:55:47+00:00,,,,,,,,,,12.454748819607982,,,,,,,,,,,,,L7
2016-01-30 21:02:02+00:00,25.331848553753783,24.60277959538205,21.898226568339965,25.7481059936038,31.738903677302496,35.65799151757866,,,,,,,,,,,,,,,,,L7
2016-02-08 20:55:55+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2016-02-15 21:02:07+00:00,,,,,,37.98252699385769,48.07379539790553,52.721852906689534,47.436966209365735,45.62172561788014,53.63291766006324,50.134123381022256,47.95515969866962,48.52504003048679,53.18767605787076,54.34862587484744,52.6754167486968,46.641674395111735,54.67887393715934,52.30345591158084,45.94976357393251,37.17471029065773,L7
2016-02-23 21:00:08+00:00,28.04396711924148,25.4497431423942,22.546730653296542,27.97390909802307,33.249598689591416,34.03840770191764,43.67642416653523,47.9424142656929,42.994036151146034,43.790055333446,49.58895802194424,44.926563422205774,45.88989505850319,48.15143522318907,53.90871836459705,59.81370231448583,55.319702857211965,47.70012570047763,52.84156811756068,48.19362751434964,46.98981525958804,41.969053969558,L8
2016-03-10 21:00:06+00:00,29.64011011684072,28.17393211292773,25.309924965454822,32.30280262424098,37.86020870612301,37.735628505245806,47.263569998642055,47.81299516979781,42.41998026823213,41.58017400500529,49.68634437487347,46.389981530169024,48.14665570400642,48.71430002100483,51.66737630027693,54.50380200674044,50.5494197762054,40.28139071825629,46.851309707720745,43.3360183347892,42.91098380086556,39.157991440509214,L8
2016-03-26 20:59:57+00:00,30.303593906218104,26.11588660317229,24.002921921919857,31.73775758749176,37.29732336003571,36.040318008255056,44.90888065787547,48.78351858554775,45.09971334122917,47.927247944732805,52.887183956704746,49.71910359691768,47.13104345450849,47.94609259097378,52.49278776992992,56.63593370568872,53.33947994073044,43.61087315757355,54.73484738475909,53.68391646204437,47.7372153042276,42.94829262051036,L8
2016-04-27 20:59:47+00:00,27.97608262773669,27.078760732887275,25.74063493294357,31.18924033502358,35.910628141850005,38.782146000757685,44.96973053543012,47.72281620187694,40.43999931333317,38.40888634026528,43.36060169095386,40.1955622916088,35.80286619753008,38.04241113882444,43.33579300537952,40.6729094601662,35.66745271819659,25.79002770187049,35.61962894765367,36.09336222952511,31.927406665302744,,L8
2016-05-05 21:02:37+00:00,,,,,,37.74946409716718,44.65061856339672,43.70784875824509,38.00540093749394,36.52119101010345,48.01248014293545,43.42122590009963,43.68288297542862,44.22238206248661,50.1390837755126,43.31375800875608,41.91234566160702,34.73887882427732,42.51369139474786,42.30967453753277,33.854343669879825,,L7
2016-05-13 20:59:46+00:00,20.36362967235953,15.40720131238287,12.800571072216057,21.47571791710375,28.823921540352853,34.03876058382638,31.406085987225136,26.943197833607723,20.98458862663988,22.9508603020608,37.28481406333403,34.07674628323187,36.01675336780633,37.55120556656929,42.745739375508,46.87724850557417,43.208119292308375,36.63808977275626,45.129506381068126,41.08698483188021,36.647654445523706,31.132032543978063,L8
2016-05-24 21:19:24+00:00,36.61489538700502,31.334966278073747,28.918054259382146,35.55404115248498,38.70952813821288,37.57356764910581,42.88530569086367,,,35.26038909538333,42.93670591545738,39.6336566192401,39.684067262479466,41.98650791975191,47.83865007663004,50.78930861884325,49.05733053591735,41.68520689997594,49.59316700586534,48.41837523755751,,,S2
2016-05-29 20:59:53+00:00,28.51239085847272,20.5933430709428,22.92155764556892,26.987324009285025,32.483990178594816,29.91527026745244,36.50517780966195,39.57766497653544,32.65564486788576,34.806246791569286,44.08018853109589,40.83096931904073,42.38051100484874,42.64786905849834,47.72054162572584,53.01676793257978,51.29820267915929,44.52343027462838,49.768180807408335,47.43349977869949,41.65339573909488,33.87603909354675,L8
2016-06-03 21:19:23+00:00,27.81742151918728,21.69198935647888,17.20220140361271,19.493408377606908,25.00714653049898,22.737212194706395,30.303468649910005,27.51049997995397,,,,41.96476991648738,42.434357991654124,47.43212457166936,53.31663538618097,59.243662659850735,54.970913665692215,47.45121698640859,54.50196822887943,54.12887961240867,48.13894262238719,43.56428141728371,S2
2016-06-13 21:19:22+00:00,,,,,,,,18.572711306868115,12.863319426421606,,19.577561820487563,15.90788556891074,16.224614469918652,,,,,,,,,,S2
