dates,oahu0101_0001,oahu0101_0002,oahu0101_0003,oahu0101_0004,oahu0101_0005,oahu0101_0006,oahu0101_0007,oahu0101_0008,oahu0101_0009,oahu0101_0010,oahu0101_0011,oahu0101_0012,oahu0101_0013,oahu0101_0014,oahu0101_0015,oahu0101_0016,oahu0101_0017,oahu0101_0018,oahu0101_0019,oahu0101_0020,oahu0101_0021,oahu0101_0022,satname
2000-06-26 20:51:56+00:00,29.02980217020104,22.741135296111,19.546968010883216,26.29443718906156,24.50878506482493,21.743965599683555,29.39699221982493,26.410553757198468,20.077174241322464,19.13603750288066,24.371990908791247,21.96161086298212,22.80290027846269,26.267447027773063,32.23525024493945,34.929271221318324,31.8496900151668,24.92997323754207,35.39982002879095,33.20263020930345,29.077590048937743,28.385239454139395,L7
2000-09-14 20:50:50+00:00,29.40496479378423,30.76160978113275,28.03695712805408,35.739041700585325,39.11634745303192,42.1994049712214,52.76750269215229,52.28089015100973,44.32905702076283,42.41711848195333,47.69132905449352,45.0625608352569,46.57582460735876,48.45061093756812,54.50242701669816,60.40409929934079,55.58149726878184,51.16495373132889,58.0813139404118,61.068326861052974,,,L7
2000-11-17 20:50:34+00:00,42.72190606233322,39.077452333716,35.48313093450744,42.651848604954736,43.80916067170529,38.82021279445031,48.5435784795086,51.65187928303225,46.34794976760717,50.50750892270058,57.32889619285811,57.016358870965625,57.2994906793839,58.80798408688924,62.99558620512041,68.71398011884577,62.0476192730672,53.61904607589685,60.953881654056296,61.36394044200358,56.85914847807173,49.967803212554784,L7
2000-12-19 20:50:39+00:00,32.33886226822486,28.21834459547333,25.54612645301899,33.013884301512064,38.76131204146309,38.908358864267726,49.298534937416,52.519577716051096,45.05452470137832,42.23206800570109,47.72110640144333,44.187957932424005,44.43278666313179,48.37724324262425,55.81577752888374,62.57156360169611,57.78009155093748,49.04148450147834,58.666175936843565,57.41128617980721,52.98537281190503,47.87615289734014,L7
2001-02-05 20:50:39+00:00,,,,,,,,,55.22415061614534,57.2224046165736,60.3111528901285,57.81403613372797,56.891615156904976,55.6998180595683,59.77899489401975,63.444348632572655,62.32602663361672,55.49575631491901,64.46284167875373,64.23059315802652,58.37320722994377,55.003779759264674,L7
2001-02-21 20:50:38+00:00,28.66536506807599,29.9321052794222,26.57847421503964,33.638451241158535,34.66375316029475,39.84409180953192,51.36530381441595,56.12890851798995,52.01934247015017,50.95537499692057,58.09002698520734,54.422606210075685,54.70851802531533,55.67158292790037,61.35327984001025,67.11991738315507,61.85648331952643,50.96820678615551,59.23408598885111,55.75685809899859,50.20331927849585,42.34111858815214,L7
2001-03-25 20:50:25+00:00,32.05097751735622,27.6095779771998,25.456545294407583,31.75394333430728,36.47425209802645,41.05210152321592,49.88455914112218,53.96203044790883,48.02661867536126,46.33544412562949,51.42769480932704,45.70070103764773,44.67317727451472,45.351313803965205,51.39307412536981,57.37263736999045,55.09583784051877,48.07826670647864,55.80153896289213,53.28289931425613,42.77907418710024,36.15620155820717,L7
2001-05-05 20:44:06+00:00,,,,,,,,,,,,,,,59.10404602786496,,,,,,,,L7
2001-07-31 20:49:23+00:00,33.44335873631876,27.65664947415192,25.19613982354072,32.5921548823625,37.50611565116239,34.556823973977416,43.57049639281928,47.759288184971794,42.45121534279885,45.579118478755845,51.77851980003267,48.69952311123599,45.187141065329925,38.48517996484552,43.77747618935999,40.52585606466102,38.83684062372337,32.97076908781207,45.1104804127842,47.7747234373819,46.80492339450621,42.81639749241002,L7
2001-09-01 20:48:54+00:00,25.941163544649715,22.32479698246921,24.351923265872124,31.82875183750228,39.26722306466717,41.72548659720987,50.397763525301855,53.947813905408445,50.66002275386524,48.85667675822344,54.76822818056567,53.39030407591437,53.18038769745991,54.65131336003592,56.424719813368725,57.35722626110736,52.9483449539896,45.925988889302445,55.14779200450219,56.869007782488325,45.734775101578585,41.69766431764,L7
2001-09-17 20:48:42+00:00,18.671250817002967,10.749587820667122,7.474510541763726,14.028576182562457,19.098783526456227,18.32986890017312,24.122107837542725,26.90311129761192,25.289985115599205,27.380951647218883,32.551034403186605,29.131230294600403,25.42885796281401,27.41105643012706,28.37775869237801,30.303181193013984,28.06760798308746,22.014070677520653,28.16467098617216,,,,L7
2001-09-26 20:42:29+00:00,47.109361732188525,41.53440532855233,38.76490229327025,45.72064241728111,44.21685267804706,46.000458077771725,53.77087835187232,57.65344980937855,47.850054888752126,44.39221568537917,48.97409364113261,39.42771641511984,40.107811337150174,42.15739681568565,47.61330136666687,42.035445284681714,39.8055668742012,34.4956580959096,44.76607622356531,37.4354333738988,,25.464562327206234,L7
2001-10-03 20:48:30+00:00,33.92590131797711,35.82840711719081,33.99067730053088,41.52642711928375,42.12946488777037,40.389482517085625,50.08898724339687,55.18915305865743,50.323781659422735,50.03507715496501,55.49810369351151,52.259827310702505,51.15585417566166,51.82429567962436,51.67937064242741,54.06166671241431,53.136108496686106,46.99331864794123,57.71824635676143,57.036186967771606,51.55509840782193,44.06900441665584,L7
2001-11-04 20:48:37+00:00,38.40428361811442,34.88119474249892,31.4343000128102,38.55846370862929,43.886291583957416,46.79899807439018,53.613145941854576,57.57557143827569,51.69117299327255,52.16190769667351,61.119331768492025,60.94433772774209,59.37760815410008,60.27714773474246,56.49980351561626,62.23754364932812,61.12903234864382,53.56556767924785,62.99754229900052,63.83920873074873,53.34213830885421,45.95297092459427,L7
2001-11-20 20:48:45+00:00,31.187121988408528,26.324649365044625,25.217214760971743,31.109541119373443,37.92225242452373,42.9727596986748,51.85210892786851,56.20017383515892,50.11079283844486,45.52419260605741,52.06977683106199,48.44014437573038,49.37175734690218,52.98966425373143,58.34487364808121,61.32131081182798,58.67430118744989,49.88265973119958,57.68687679417291,55.58814770465754,50.880231767878,43.713586556510144,L7
2001-12-06 20:48:46+00:00,21.7615393113943,17.351489942804704,18.963083253624934,28.009784924058792,35.06984464950876,34.97410222606121,44.79701290089689,49.38793178212633,44.48014237488857,50.70193093501284,55.960388548918246,53.960559789608105,52.313816892998325,53.34084032539643,57.516091876417136,56.428616869827614,55.219407689557386,47.726613525256106,56.03526613739359,57.86396729390072,45.8619824984167,41.968985227296976,L7
2001-12-22 20:48:56+00:00,34.06560379326456,36.19155555486324,33.59938699273315,40.45928660182049,42.97737698710897,44.77653119605216,53.38372032643301,56.88475116833025,50.811888172951136,49.47283770177645,54.99095071031609,54.75676085331017,55.05559686946832,53.7156882937205,61.0807709677118,62.560451137663335,61.92568751988714,54.31226156146669,64.76359191993663,64.78654491878332,62.17736340580697,53.23748365777454,L7
2002-01-07 20:48:58+00:00,14.95575271489137,12.874629633797438,10.964940533109113,18.52215851028112,23.00736499982404,22.900518288794284,34.50619125206471,38.81221224022509,33.53762255379546,38.02289708934024,46.70370286909894,42.44580741649747,41.24507427968956,42.35185640804144,47.88793572737888,48.106805313924696,48.15749233574572,40.37262205557475,52.43511217132556,48.01131906450963,41.99070714672019,36.72507986621526,L7
2002-01-23 20:49:06+00:00,32.292135777481505,30.79073871310245,27.57107839513884,35.42330475104255,39.25890681069649,41.773543949483866,48.78757781324455,51.208748673465706,46.60619654175719,49.24303784382067,54.00391904196297,50.87890865954076,53.50556147540805,51.43373442244008,55.06879125379281,56.98124763291951,55.563762547848,47.25761703980352,57.73474471539769,56.92528150374396,49.34123697504591,44.5272130995253,L7
2002-02-24 20:49:10+00:00,34.82028352251047,33.60351038591928,30.986523678052365,37.865171010421726,40.591902587544645,44.33300695171406,52.67745676056304,58.56426105353771,53.52759729474632,55.36533349278853,60.61940192783489,57.30011485623266,57.29304286468626,60.478068885391934,63.41278672798533,69.1929915798446,68.66401559486042,59.57843637138858,67.63642663433825,65.97461528468229,53.34694686156126,,L7
2002-03-12 20:49:08+00:00,30.742434761103524,31.958796255907075,28.564562316218684,35.91792741010938,40.53365271534603,45.31938851048814,54.84792280203381,51.75723239590141,38.2721666405597,36.13116045235749,40.86447390966672,39.36062375178782,40.4165460981456,43.84115015617117,50.47728704322056,56.10089236205474,54.61246530255946,45.72415618087405,56.81052270462228,56.91646886991309,47.75304079690148,39.91470850509336,L7
2002-03-28 20:49:03+00:00,39.17410286727262,33.70506815890841,30.3877165368348,37.27835984829755,44.35253530814022,43.63735690080184,53.4467169833224,54.55554444697496,49.34397220011293,48.26486449942856,53.82327570713652,52.50983502583296,52.27740556840766,52.946714044367226,58.35056174617595,62.9670480433984,56.57908261689979,49.74818276302896,59.05419051961004,61.21193720138864,51.85421358447908,,L7
2002-04-29 20:49:04+00:00,19.86945973897092,13.15102021129099,10.491214052516938,17.681345025739148,22.12528969696937,20.742530198535853,30.933765021875097,33.14317985624213,22.45356159475501,19.367508570351724,24.161075180938703,22.15499268198029,21.703753105398413,25.9147070766108,31.49072041760838,38.03763894559261,36.31714649675733,29.48095983042481,37.38727915706677,35.567084196788365,27.546408411480503,26.569955203355413,L7
2002-05-08 20:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2002-06-16 20:48:45+00:00,,,,,,,,,,,,,,,,,,,46.86645526001355,50.1565349717029,42.76287863503687,37.49059576844925,L7
2002-08-19 20:48:22+00:00,,,,,,33.09150151186978,39.16489003119245,38.99504009518134,30.78834998272765,29.70103407674228,37.54035924351619,34.860210150868234,32.162814697353305,34.36131819840528,37.63571038752101,40.68276745976583,38.48393496812381,33.380459838777085,45.40799003469102,47.673954355288345,43.94735547839087,30.75803167071732,L7
2002-09-20 20:48:01+00:00,35.020798019966264,31.63699793740112,28.50042132372028,35.50299965222616,39.50645616125271,42.70923812329166,50.683700413985854,57.113037999875175,51.16804496557648,49.40145763931251,55.00933670691896,51.404664977964,48.95654000182264,49.424907683819406,50.72363021220517,53.90045143831943,52.20713037028764,46.53873739419564,53.98478583966286,51.28235243129287,42.11781935639312,37.905177251704494,L7
2002-09-29 20:41:47+00:00,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-06 20:47:56+00:00,36.83458795935105,32.01973688101066,28.55417386935232,36.330058635312966,44.074691552445536,48.84832181147012,57.89209339068965,60.07740123736781,53.64348813108017,52.59232005036952,57.78665632994265,55.81199803719308,51.8299600919388,54.0803729612533,58.867487475897406,64.73553128649083,62.31995060615432,53.12943383758007,61.07272391980223,59.8675924183046,50.06597027347722,,L7
2002-10-22 20:48:02+00:00,35.384980485027846,36.156917344486025,33.22653946820202,40.90236903115706,42.72576572929454,42.19280581485452,49.73744922829872,53.9668989080585,50.5807044026585,49.44539232380826,54.91691703676191,56.1012078818509,56.372722431414736,55.45033354882332,59.03262270299164,63.69499205715567,57.42088488556588,49.16583730217261,58.17633311000795,56.60838560343647,48.48614560463742,43.73760017794123,L7
