dates,oahu0040_0001,oahu0040_0002,oahu0040_0003,oahu0040_0004,oahu0040_0005,oahu0040_0006,oahu0040_0007,oahu0040_0008,oahu0040_0009,oahu0040_0010,oahu0040_0011,oahu0040_0012,oahu0040_0013,oahu0040_0014,oahu0040_0015,oahu0040_0016,oahu0040_0017,oahu0040_0018,oahu0040_0019,oahu0040_0020,satname
2000-11-10 20:44:23+00:00,163.84524509567004,161.58512195874414,168.75668898186052,160.81787184628956,152.98138894001605,147.97591432925688,157.0766172097371,164.90263534435095,168.74645880128617,171.307348952994,173.80887021313524,167.97844412959688,167.4179553863426,173.9124945639372,176.78300739283324,171.11870783962345,39.39229248587949,37.56314694695533,27.996206789024505,25.00899930207339,L7
2000-12-28 20:44:30+00:00,165.29592727369868,164.54481587814564,170.5004573888528,165.18471784952698,166.396448193677,166.11024879639717,166.14652475736142,170.58100936461523,168.38716662310856,161.26150417994683,165.80197636675848,164.75078391551406,166.71355006763454,170.6215908473078,170.668779141674,158.87443264858078,40.46171015976472,41.54449151313976,34.80305078550424,21.7381479072199,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,,,,,,,,,,,L7
2001-07-24 20:43:19+00:00,161.10890080419577,164.218910273289,169.97949488389844,167.028546135172,168.7920659577596,164.97929862821886,165.7883710721346,167.5108793892691,173.0053894843887,163.70459838104907,163.4592342408006,164.75575357267795,165.13501553059402,163.79058523950837,168.3904484042891,153.20719573790743,36.1431364314349,33.865632875265284,23.03388162954926,12.498951499059814,L7
2001-09-10 20:42:38+00:00,166.64339369335647,173.34135147407363,177.07011082014333,175.8476678439498,173.82827295828235,171.2514889737315,176.06468346806224,175.30931291477538,182.31435916159344,175.8425302325332,173.93703142411675,172.42420359275633,173.20222049609902,172.58935147854226,171.57519196358044,159.89087558108844,40.72875062309994,40.104113698254245,29.8179708372707,22.55917557518049,L7
2002-01-16 20:42:50+00:00,163.95595880881385,167.63059737228733,170.09568341678022,165.6100799022377,164.42484159911558,159.56918623724772,161.98776384029154,167.18943485024317,170.9562786226585,163.1851403252111,168.89757791617052,170.161221710186,166.9222787831064,160.00250275186733,163.27690737231714,156.28685868631263,39.95012185296233,41.64681853656249,29.74338011732652,,L7
2002-05-24 20:42:43+00:00,166.71392768864416,171.82386330729008,176.6217966398753,179.6954435722443,180.02832002358107,176.62050885008284,178.13811824406957,176.65168883149917,174.94391836764532,167.9598749513263,175.8930322587067,172.14238492430437,169.91200970543073,173.86405271141453,174.85878696258865,159.44867075978283,37.61063877335594,37.58147473429292,27.595178253680903,25.145727215365188,L7
2002-06-25 20:42:29+00:00,160.92946240133,162.9407126909576,168.40420790832462,167.1076955558998,165.79529173360552,159.49855740109584,162.6488247851142,165.67588064259414,170.4187811276975,161.8339245723772,161.6329846562563,164.0368424526247,164.52475854539983,156.1171064032989,169.24561116747202,152.92538019285968,36.87329805488025,38.31026782572575,29.332611424655784,20.20893633575591,L7
2002-09-13 20:41:56+00:00,166.15464538652816,168.5728867927223,174.76661947269662,173.43532425308126,174.26734926284948,175.22446204000266,182.4944326994772,186.50473927615528,177.93164754164718,168.06897747686918,170.38517441596815,170.58886694072785,172.01583483105009,177.24327458389885,178.54866523880509,165.86930036636065,39.92917631500589,37.84221228038204,31.42753950352928,27.12585997184891,L7
2002-11-16 20:42:04+00:00,167.50842249207474,174.45420163178346,180.90840190327063,189.2934180414841,201.3899599739473,197.3008551370629,191.6242704438636,187.19428544557184,183.95591083580564,177.08631781462202,179.40167598343606,174.14137808885738,175.1347181488005,183.4106951759593,185.33695414251167,168.80935640355833,58.69156302658564,63.17062278146825,,,L7
2002-12-18 20:42:19+00:00,158.17476476999082,161.00297643922423,162.81472839802575,158.62548085380843,153.7765148163885,152.1748983141326,169.12653363216788,167.0589697800972,165.42397793788646,160.5423608924662,163.49579334284005,160.22022312072943,163.7498590474521,165.11144473185644,167.74337115922395,159.61547686350343,35.14552537162857,28.542328254271823,22.83879040620653,22.069363072218245,L7
2003-02-04 20:42:40+00:00,162.57236615502484,165.47297409853863,171.0337221952296,170.61385872430634,170.50983599656146,170.39039792047566,173.45319538850498,171.7085443055756,176.1792267335034,168.7785658918999,171.18065529891092,171.15771767376162,168.33910435789872,168.18209015237372,167.5572486047003,158.55718353356178,38.24229448309788,38.64735115080191,25.912347263151112,4.090223926688244,L7
2003-05-11 20:42:47+00:00,161.00821118423283,162.68900765220718,170.28060610128077,168.75539146795705,168.43877247005756,161.11046654133955,165.41793060708326,165.98574984585335,168.73224952769678,153.97639942860357,147.8015862475697,151.32048576574073,157.12073586469188,148.17621674960614,,129.6715654953694,26.157318096946486,15.119369896344116,,,L7
2003-07-30 20:42:30+00:00,162.46228069050102,162.80491076286296,171.41563610600784,173.0404857581548,171.73634271686265,168.96235260019705,168.7804377738957,169.64803383938482,170.2145942741087,164.63006718717878,165.3428985469526,163.54542282008472,166.1627580940234,174.58262103519004,178.55761282270194,163.2999424487288,,,,,L7
2003-08-31 20:42:24+00:00,,,,,,,,,,,,,,,,,,,,,L7
2003-10-02 20:42:13+00:00,172.72118397951562,178.38427320796345,182.74912530196403,188.54206660616904,186.3798379923153,184.0335389704568,186.1461489542237,182.3995613433834,185.52581125092848,176.64770627225104,181.2448706805681,186.8582035940045,181.97982189134456,183.8697674291965,185.09971620834327,173.26535195169828,,,,,L7
2003-10-18 20:42:18+00:00,166.6398633094248,171.54500817803148,177.7472543891405,176.80677484949123,176.8251177717212,175.60029355819324,178.820652391132,177.7244452986004,180.92674962188264,171.19381139487714,172.6022960891855,171.60826613277402,172.28851907922544,175.43700236267156,173.95401065956924,164.5875216378438,44.39842413030824,43.41523357546022,36.42066693537952,28.46040266075268,L7
2004-08-17 20:42:51+00:00,155.97150412426373,155.47251196516947,166.59853715735082,169.02246878686276,166.55868891049195,162.2488315532258,163.39203140950207,164.48850753815407,163.2812343913695,159.12732497930975,160.0434111126745,160.15906296256284,162.86987369805564,169.46390698653929,173.77975039829838,153.01547763361432,,,,,L7
2004-09-02 20:42:47+00:00,166.60962623864918,170.14039937674627,177.49476292861348,180.03259241168925,182.7454594170297,179.90145921062637,184.11384496991468,183.7552365754531,183.5443487027337,182.56771601740783,,,,,,,,,,,L7
2004-09-18 20:42:41+00:00,159.11979047236974,160.454230339783,167.28340023691248,166.81230409626517,167.77626658260323,161.65103779718177,170.06691139275608,169.07788813534043,171.1144020040803,163.2733757320144,158.66372900403735,160.15819714631775,165.01442667919704,163.32768903388202,167.01046723975304,152.7484903496729,33.99743744769062,30.480850807329457,23.39593945189316,20.401962218175186,L7
2004-10-20 20:42:46+00:00,,,,,,,,,,,,,,,,,,,,,L7
2004-11-21 20:43:04+00:00,,,,,,,,,,,,,,,,,43.75619060543868,40.81338247531427,38.26877822509813,34.29590337932544,L7
2004-12-07 20:43:13+00:00,,,,,,,,,,,,,,,,,,,,,L7
2005-04-14 20:43:37+00:00,146.54022533363073,147.7638769930918,155.8087701890128,159.95096048342623,160.3412973691903,154.09762577431374,155.96904219895004,162.00765708044432,164.6482791383801,155.8003044301232,158.65934365188758,159.04345068249043,155.9166915137424,151.72504221651738,154.75493838789484,143.855183965291,26.311766483965847,22.908477702463216,4.089498203196817,,L7
2005-05-16 20:43:40+00:00,149.60066040075222,149.51699942155918,161.71534595045915,163.23715271678824,164.5862556488459,159.01052929856226,157.12701811723335,165.00335270101112,166.66131688192172,160.75457918927728,159.6730553051829,159.28620137607786,163.95862039580638,165.6980549026077,162.879678656495,147.977481661668,,,,,L7
2005-06-01 20:43:36+00:00,,,,,,,,,,,,,,,,,,,,,L7
2005-07-19 20:43:29+00:00,149.1393275804136,152.97654767225407,161.80744707230798,164.07365558245348,163.67849157206746,154.31597916820672,159.49227524318607,164.83869157506703,161.84139860447135,156.90006519308744,158.5231950709111,159.9117875607826,161.6587050950627,161.56140631156427,159.5960798253112,146.33701918307304,28.23159492108058,24.82966433203821,20.393803830754923,4.169755614338539,L7
2005-08-04 20:43:26+00:00,,,,,,,,,,,,,,,,,,,,,L7
2005-12-26 20:43:45+00:00,153.70226007557795,157.1829161670854,172.35833707519532,173.74234909691253,171.18929132536155,170.68002381502794,175.9283474656418,176.90816855347964,176.60537742963737,166.49136390604698,170.72613653005837,167.94242069947788,169.57441309489522,175.16850060034747,175.4294131155648,162.30219906961543,39.39247674743308,35.57862525143933,30.81235281097221,28.09826540488429,L7
2006-02-12 20:44:07+00:00,162.16151529103809,165.4932459236414,173.96344733507254,177.18508254656845,175.9695748373971,175.78380835292108,178.2468279804105,178.26321642083977,175.16505507086077,165.85157005822927,174.4183876855557,172.59836728585617,170.77849954336838,175.40026607674488,174.07883622413507,168.11786626408573,41.25984361632662,39.288422369644174,33.76695075710184,28.50855805815685,L7
2006-06-20 20:44:01+00:00,,,,,,,,,,,,,,,181.5999091117799,177.81336463091537,44.52863096081506,44.06521272228713,40.21956960963789,33.52818646242831,L7
2006-07-22 20:43:46+00:00,167.80740583609565,174.2124579120052,182.2763291959291,188.15535203307007,187.62195738411555,182.864407353299,187.71647448560208,187.2841412506017,187.0367551912191,181.4649598592506,181.5132319669809,188.11849832164847,184.5838179626853,183.44853887825025,,,,,,,L7
2006-08-07 20:43:44+00:00,149.6827934743541,154.688147070679,171.97313795441633,178.84373543243166,172.62374371551866,169.13634438610006,169.2076837216829,170.56866096676893,175.43840764717683,166.08557787309974,166.40210484296375,168.76300870015442,169.07373732175094,165.73648528056492,166.89986879573115,158.09909236017614,41.91621469256429,42.08827952215744,26.42844910832541,1.274360638993222,L7
2006-09-24 20:43:32+00:00,,,,,,,,,,,,,,,,,,,,,L7
2007-01-14 20:44:16+00:00,,,,,,,,,,,,,,,,,,,,,L7
2007-03-03 20:44:33+00:00,168.52199841665615,170.18050226580905,177.7969352245042,182.1795092090777,180.2988549101984,180.2568663938745,182.8003318459753,178.92242124007288,180.5579921670069,171.58734984549298,174.01659611920562,169.16019142756824,168.2350242128404,168.2557281308192,151.55040227500808,,,,,,L7
2007-06-07 20:44:19+00:00,,,,,,,,,,,,,,,,,,,,,L7
2007-08-10 20:44:07+00:00,,,,,,,181.88301740555195,182.9319954934244,181.38458054694428,173.32989062658712,175.53094050099185,168.95411309432797,172.2368106156081,179.25106673705758,177.86717989405184,161.98149284650532,40.179286940705815,35.95721397550503,30.608071832862457,27.410170202731965,L7
2007-11-14 20:44:10+00:00,170.76344091519337,179.63235221427354,178.9167388775377,180.2405580033591,182.36045069783424,179.59893177786552,184.14890543116192,,,,,,,,,,,,,,L7
2007-12-16 20:44:22+00:00,165.82859883351162,167.0623420648651,172.10389480734372,170.201711710917,171.09505436184648,169.25596682817232,170.0504850696866,173.97186387817308,176.6757391590694,167.09701760180465,166.71353662187065,166.9792172028018,167.89359537069743,167.13265194931537,163.38405330363048,161.32220107409796,37.689781668738114,39.01024234445949,31.23463876604688,24.73268851460798,L7
2008-02-18 20:44:19+00:00,,,,,,,,,,,,,,,,,,,,,L7
2008-03-05 20:44:14+00:00,,,,,,,175.91583962451855,170.702272580566,173.3193962015027,162.8599940667091,166.03693806204743,167.8551150799012,166.60879711410365,166.58332737885732,166.97804635732933,155.46004817436898,39.20102607158053,39.39786549836107,26.42591243488116,0.7866299257117235,L7
2008-03-21 20:44:12+00:00,,,,,,,,,,,,,,,,,,,,,L7
2008-05-08 20:44:05+00:00,,,,,,,,,,,,,,,,,,,,,L7
2008-05-24 20:43:59+00:00,,,,,,,,,,,,,,,,,45.77485171502136,51.09013486591935,42.160026700309785,28.772358013684112,L7
2008-06-09 20:43:51+00:00,154.59574510440365,155.58781985088194,163.85580827911872,164.0599304776042,161.56504627962943,158.15902138941854,158.46514450356227,163.27711057903016,161.29622790409832,155.78973451251284,155.5364798440875,154.6422003379907,158.3771589777666,163.27338697349774,163.11964164725353,149.69505276248506,31.749623017106902,29.390740870260988,25.255733543484222,22.81197412421828,L7
2008-07-11 20:43:30+00:00,,,,,,,,,,,,,,,,,,,,,L7
2008-07-27 20:43:20+00:00,,,,,,,,,,,,,,,,,,,,,L7
2008-08-28 20:43:07+00:00,,,,,,174.06382552720768,183.96859132505665,181.7372310415438,181.1617991554814,170.839999789222,171.0766218758767,173.03778296630568,174.9007508697757,178.52611704359515,176.9764156236639,162.93784916433748,44.331815810469806,42.93807715612324,31.71714879375197,12.051026552350496,L7
2008-09-29 20:42:49+00:00,169.06243036149527,181.4800927227148,180.4670362957773,185.2295960617025,183.2167015767716,,,,,,,,,,,,,,,,L7
2008-11-16 20:43:14+00:00,,,,,,,,,,172.99139356497392,160.29584395152622,157.14781665209043,162.94535167110354,165.13677355703783,163.90800714490564,151.9970657657108,47.053984250021614,,,,L7
2009-06-28 20:44:27+00:00,,,,,,,,,,,,,,,,133.6711676089449,29.44191650880711,20.50364574201219,5.550903051987757,,L7
2009-07-30 20:44:18+00:00,164.11235511018,161.16407914963406,177.04345673385626,184.4748310990676,179.21298792855703,173.1417334325165,167.9091866711101,166.33609998972943,167.48612648328876,156.44345929335387,155.31109804612413,158.80820232747934,163.0835718273736,160.86149594515595,147.87264380782338,,,,,,L7
2009-08-31 20:44:14+00:00,170.09693690672853,176.72455743342204,181.60406556753296,186.9201437720796,184.02637336939813,181.24224430921765,182.4592865101464,178.5640066534917,183.61800938612527,,,,,,,,,,,,L7
2009-10-02 20:44:10+00:00,,,,,,162.6973489968234,169.65497284864855,171.51542217496362,174.2304326931832,163.98896395667782,164.32179658991947,168.55078705661722,169.02688024434215,162.3955139324127,160.94070476755914,149.345696746925,41.36545734723832,38.591096657280666,25.86194427794053,8.583412760756472,L7
2009-10-18 20:44:15+00:00,160.735141907292,160.8160361556915,173.01466926337713,177.67396378146236,171.09947357107936,165.33039509611083,166.92942645996254,169.73606896499234,177.3499035581217,172.11304246055812,166.07932083882068,163.28126538851552,164.39436910091936,156.31313778670616,158.51566887819035,147.2585776610003,36.48317017243731,38.20694273008144,29.53438516458108,25.48170610012556,L7
2009-11-19 20:44:44+00:00,168.9679730172012,175.09567897273956,176.71654127965348,176.46395138240058,177.53211197343433,,,,,,,,,,,,,,,,L7
2010-02-23 20:46:03+00:00,162.4114963310703,159.64103817841274,171.7456036064803,172.705041110576,173.98919551166887,173.06379318943985,177.41979388148715,175.2050988434084,178.67673505066662,173.68018903587608,169.41019476585677,166.2004797026359,168.93470216635967,172.64705836542765,169.20420202462566,160.09735571800147,41.09795573450755,37.245517171629736,30.90589861068821,25.195137458618404,L7
2010-04-28 20:46:15+00:00,,,171.40376715450012,169.30917189552522,167.45403387683157,166.9262999665261,171.35768032280464,174.23738816008702,174.66869661257442,168.1227159745078,163.74474108636798,164.05644372859325,168.37578301412233,175.90561427115648,175.2279159355243,147.69686908069156,40.04067592703491,37.15774122221044,25.308054978250496,,L7
2010-05-14 20:46:11+00:00,,,,,,,,,,,,,,,,,46.561029179648216,,,,L7
2010-07-01 20:46:15+00:00,165.39877342011735,167.52607276777604,173.1477882460817,174.8269218713072,170.20143093596496,166.9764170831221,172.40392080252752,173.6223691939917,174.79923180007492,163.99005508106094,159.1579195358584,159.13018342550836,165.50199498023431,169.96052107522422,169.76447809759023,147.4755241599795,38.2576445798998,34.68278604330441,31.263780798146687,26.706988887488,L7
2010-08-02 20:46:16+00:00,,,,,,,,,,,,,,,,,,,,,L7
2010-11-22 20:46:53+00:00,,,175.55406605816142,171.64622741403363,181.1045950981764,165.3560189547814,158.00587009124862,173.0816745008266,174.0917399793264,166.12868265040606,168.22173410605797,159.43773950049962,158.28235179622854,161.64961998469698,170.2561535499786,157.7977623536731,35.92926320558288,34.87366126342457,27.17849154245805,24.89975049723633,L7
2010-12-08 20:47:02+00:00,159.852177420392,160.31849901664873,168.22469895140537,164.8930613739185,165.65213434138417,166.72289075953137,171.0344941037329,170.1612789990085,170.49203881470785,164.0365176399046,161.3334671181297,159.34946998831816,164.30756636551158,164.67068543768698,167.36035353462475,150.00473343746046,36.36418011968741,30.970127932185623,27.583580660231195,25.07616929240328,L7
2010-12-24 20:47:09+00:00,,,,,,,,,,,,,,,,,,,,,L7
2011-01-09 20:47:18+00:00,,,,,,189.5020152632424,182.95153967603667,176.07231873852777,180.3851814488879,172.43465453875768,175.5613604682849,173.96463482098932,173.3378154611238,179.87834457894857,182.29142076691284,180.03771931763137,47.91953686946825,49.17264768025935,40.55444480131931,32.19125557967422,L7
2011-01-25 20:47:25+00:00,167.9458769359488,171.5778965651799,173.97198301969004,173.97257906746904,172.32519608533838,171.9763018274413,175.2785930071481,174.85284860499826,174.99454478306612,166.80495392692112,172.65666377441676,170.94202582476393,169.67645542591256,172.257770988597,169.15372636197128,157.1634536474777,,,,,L7
2011-02-26 20:47:34+00:00,162.36200355332824,166.81724635165892,171.04901920607227,170.06051957371176,170.5861321175404,170.38076116285097,170.94074258108347,171.68513093256237,173.02401974733527,163.4622194962893,167.29764938422068,167.01603476054729,166.8911933462663,171.1675361538898,164.16446347968662,144.40340762535752,35.17329103844141,33.94143734428877,9.906377309683853,,L7
2011-03-30 20:47:40+00:00,166.98712537100985,173.34992871300912,174.2729771889939,171.70190747043162,168.73801082187873,168.2379844799769,172.42283940771438,174.37303316328428,176.2258729208779,168.4480103919764,168.1006362427461,169.6143716539467,168.781681862424,165.18207434484543,157.95291248726278,146.26228774334797,,,,,L7
2011-05-17 20:47:37+00:00,166.14410522582764,173.56901362152198,176.58493110585505,179.21159340034515,179.72105717462313,178.64731013102434,176.74042873997732,174.69999280653562,173.92172113227312,156.5996100201653,,,,,,,,,,,L7
2011-07-04 20:47:35+00:00,171.0801689296084,178.29428966081397,180.08578246476384,183.7652017018016,180.8437405007197,178.40618057582898,177.98789338656195,174.23866366652493,181.6738724918788,,,,,,,,,,,,L7
2011-09-22 20:47:19+00:00,164.3605617071902,163.18659044730268,170.5549201650787,169.45480086906235,170.05514810434548,166.93926786408034,164.73197378995408,167.53915172022113,171.26444745557043,161.71786867224628,160.31961585622275,155.3599373965697,148.19164519925727,,,127.57523469801804,30.954413700559066,20.243296603671364,7.464982164787815,,L7
2011-11-09 20:47:34+00:00,158.67112772226022,158.15409257507508,167.13773028587354,165.70011556920304,163.617909672796,162.07335129354306,170.75644267918412,170.27837658219346,168.43667708587435,162.39250424804118,163.128541463511,162.32634946681853,166.8216285154154,170.25545322255115,171.23015529172642,151.6794819168449,40.13365716752337,35.58335982145041,29.832984223101427,26.02144862811703,L7
2012-01-28 20:48:05+00:00,,,,,,,190.7524477286604,191.3950256574976,183.2602529258176,172.63015488430003,176.7028755078269,177.30791062092382,177.2925837306002,181.0681353210019,180.2251699863987,173.46431720522463,45.01154380146016,50.312934087128845,45.71861782381768,29.934264794063573,L7
2012-03-16 20:48:10+00:00,,,180.1628889548726,176.0561390062541,173.774891677637,171.250511611281,173.11973309740588,174.61102207162278,175.7826632945415,169.61397040512588,172.71393479455855,175.35539290813605,174.3894943821448,172.79530409370108,162.64102870382376,152.14843503573127,44.20189195984382,46.2807224045217,39.76856583482516,3.700418463180249,L7
2012-04-01 20:48:10+00:00,,,,,,,,,,,,,,,,,,,,,L7
2012-04-17 20:48:07+00:00,,,,,,,,,,,,,,,,,,,,,L7
2012-05-03 20:48:34+00:00,152.45105792298068,155.2298639037176,158.28259517221403,156.7324275758856,157.5921824801087,151.97003120701038,151.5812597954038,160.4500138546926,164.05259955539103,153.35738409974329,149.06405253696855,149.31163134613604,151.318481446546,147.96405985996824,147.17080498230098,141.36307786855883,34.87221053459616,33.83927544883539,23.405708468956444,10.9091071357166,L7
2012-07-22 20:48:55+00:00,167.55785761574842,179.36399674947293,178.72796756648802,181.612918612738,177.83623995419526,177.2302864111101,180.1489271692716,178.09944016770447,177.88599165148068,168.87286050357844,174.56737524015722,177.901285858931,176.2791958595426,179.3152233079764,175.4836388479987,166.37149861587807,46.12577923983575,,,,L7
2012-08-07 20:49:06+00:00,166.4433285335261,168.41836927268494,175.9312444724403,178.16796899408757,175.170859246054,172.62711269325044,174.14953327329675,175.7201526823421,176.09393937958268,168.5103642553914,163.69632358659436,160.71096844289923,167.90816236203744,173.79392267655257,169.77724079544518,150.27980477787634,40.88720968628715,38.0147732011573,33.48162430679882,28.812684926860022,L7
2012-09-08 20:49:27+00:00,168.42430581424694,168.79410984497923,178.26395781338158,182.34133997809764,181.2099096141773,179.55995565607168,180.5166226127405,,,,,,,,,,,,,,L7
2012-10-10 20:49:43+00:00,,,,,,,,,,,,,,,,,,,,,L7
2012-10-26 20:49:53+00:00,159.0646020407772,159.18877099186992,169.66210608896395,169.10508649015725,165.42310594545074,166.28037062982813,174.0307529432681,176.81662007291183,177.24336771541178,166.57127394883972,164.05862206381371,163.67226496642138,169.26278873537476,176.60821342784698,171.08205916900775,152.83719674945638,42.75413883173232,36.50893210696616,32.76142310010445,28.44367228543529,L7
2012-12-29 20:50:13+00:00,,,,,,,,,,,,,,,,,,,,,L7
2013-01-30 20:50:16+00:00,,,,,,,,,,,,,,,,,,,,,L7
2013-04-04 20:50:06+00:00,,,,,,,,,,,,,,,,,,,,,L7
2013-05-14 20:56:01+00:00,162.3448054227938,164.88246336160117,171.13035650218356,172.02426304232193,173.74155628235,170.9516984568328,169.39981768556726,166.8436943895268,168.74458414277964,158.2693202060566,160.13406804501324,170.8587329989166,172.83374656442496,178.2814396609086,186.07321326408635,140.72719861049467,39.07046342911714,38.20549187853758,29.88208705105024,20.18545414633467,L8
2013-06-15 20:56:01+00:00,163.63625777948693,168.6344472837131,171.12043647620797,171.65242288293737,170.4479509475967,157.76720404177527,165.0763521496111,167.90269892085408,174.1214726488063,165.37587186000846,170.12387324120456,169.31694649944745,171.11828596266005,173.12475356960792,165.66185927954004,142.0945966732283,38.79127396740773,35.14333583707295,27.452708362907643,24.139413802466223,L8
2013-07-09 20:49:28+00:00,158.04451708548413,158.31083779364312,164.15977185787105,161.9722493822704,159.95730761164003,156.48743008275537,154.76556875262688,159.89361702459482,165.2036553958516,155.79165177200375,156.11333686054013,154.32119284272505,159.46005424864987,162.7015252608802,159.21973318287908,141.2862957294238,28.85639737256487,22.452817565033573,15.198288728111226,,L7
2013-07-25 20:49:21+00:00,157.2096199901029,158.8022666972478,167.46818329538127,166.3388525699929,168.75734936603257,168.04707599621582,167.40360803910363,166.85622156220603,162.69521137469405,159.63743442050517,159.78280324016848,158.2121270056153,164.1643775850712,170.999764052596,168.97398238692548,139.7726839675599,31.690033212577568,24.11992672581724,14.305417428398952,,L7
2013-08-18 20:56:05+00:00,,,,,,,,192.45449213572368,186.96746655041173,176.7413292562081,181.3992041331769,180.07336771205934,178.40854711200484,182.89773961895625,184.08220240141145,180.03596870167613,46.42339059034494,47.05173566014377,41.60253202810095,30.07217379579369,L8
2013-08-26 20:49:28+00:00,160.38492986815663,161.42066517370318,171.01504265725364,172.26008211471583,171.55071389822004,170.53091706178284,172.7368407555728,171.71871427657896,169.3000155777557,162.64938445501127,161.83569254867962,160.9035668082498,167.4572971101901,173.1255930778238,172.27292686819163,145.5481797973913,33.12565781997621,26.583195962280254,22.124952625727573,21.827911377073672,L7
2013-09-03 20:56:06+00:00,169.83277769018488,178.87471267285852,180.8801487663601,182.31259306849884,178.57889181681034,174.4869119878913,163.58424415529467,162.55045417546407,157.05102848479962,154.68866001170628,157.93221115336954,144.43753635781323,142.84033140645406,,143.69388307053234,134.0831242079475,,,,,L8
2013-10-13 20:50:03+00:00,,,,,,,,,,,,,,,,,,,,,L7
2013-10-21 20:55:52+00:00,169.0316576470049,179.0049473573758,178.54716956185024,177.07594912704351,180.1681874705565,175.2839830399023,179.39626864342935,176.36708750503772,180.2968442992187,174.00728947367804,176.37619064339754,174.4675317134106,174.1653594964092,179.8616749525627,182.20643816966407,147.06982139758432,41.92726775304162,36.73858014828405,31.47038755193221,26.35907575935661,L8
2013-10-29 20:50:07+00:00,,,,,,,,,,,,,,,,,,,,,L7
