dates,oahu0094_0001,oahu0094_0002,oahu0094_0003,satname
1990-08-19 20:14:00+00:00,,,,L5
1990-09-11 20:20:05+00:00,30.94592337579787,22.85942397811413,19.82836955593738,L5
1990-09-20 20:13:50+00:00,40.67732356039734,28.634977814075743,26.78323366005769,L5
1991-12-12 20:18:31+00:00,17.306135620681758,10.850301102292311,8.279491953372876,L5
1991-12-28 20:18:23+00:00,11.974958115619405,6.934409549767924,,L5
1999-07-03 20:46:48+00:00,25.247096786875264,20.971914192572875,,L7
1999-07-10 20:53:01+00:00,,,,L7
1999-07-26 20:53:05+00:00,22.483172041666297,14.342141766137397,15.474399521064504,L7
1999-08-20 20:46:55+00:00,27.21169847128529,12.549710988803923,8.186193049677286,L7
1999-09-12 20:53:05+00:00,21.05202935667627,14.76682090933996,8.265579752741196,L7
1999-09-21 20:46:59+00:00,22.290701173567097,12.482139688768696,6.325103496468183,L7
1999-10-23 20:46:55+00:00,,,,L7
1999-11-08 20:46:58+00:00,21.68788286280984,9.827252201045168,5.441711540696554,L7
1999-11-15 20:53:07+00:00,26.54093352397792,18.11308445041208,14.271176890497047,L7
1999-12-17 20:53:11+00:00,30.20928762058244,19.88772154833687,16.435435406401822,L7
1999-12-26 20:46:52+00:00,19.705900722963403,11.386537000552243,7.146370775215412,L7
2000-01-11 20:46:54+00:00,20.125022622384552,13.687500084991616,6.82173436569594,L7
2000-01-18 20:53:00+00:00,,,,L7
2000-01-27 20:46:52+00:00,21.182080084556024,11.31790936975549,11.002206620721768,L7
2000-02-12 20:46:47+00:00,18.16047369407217,13.560184256423284,9.542430236155337,L7
2000-02-19 20:52:54+00:00,33.977271970618695,19.63463724631534,28.385257832998416,L7
2000-02-28 20:46:42+00:00,20.36779655873212,18.1202714840258,19.96041336190509,L7
2000-03-15 20:46:37+00:00,27.052489953766955,15.33775303825851,12.712745161441894,L7
2000-03-22 20:52:50+00:00,20.92542192732432,18.117947441831703,9.37654457969652,L7
2000-04-07 20:52:39+00:00,17.975111163292627,19.82599561133371,13.55987692458189,L7
2000-05-18 20:46:08+00:00,22.376116820642963,20.51342034025121,17.88061585316173,L7
2000-06-19 20:45:53+00:00,,,,L7
2000-06-26 20:51:56+00:00,10.406059464325317,6.266650902360594,3.674374893691547,L7
2000-07-21 20:45:23+00:00,,23.431937780202528,21.60715419716525,L7
2000-09-07 20:44:48+00:00,22.92458669542411,12.206383601178803,8.121327982507239,L7
2000-09-30 20:50:41+00:00,28.107923682768007,21.88252927145774,30.69887463907156,L7
2000-11-10 20:44:23+00:00,,24.61984878707689,,L7
2000-11-17 20:50:34+00:00,20.699471055194344,14.813907364464807,9.453782720073354,L7
2000-12-12 20:44:27+00:00,30.583443593087413,23.1343075772818,30.091481864065944,L7
2000-12-19 20:50:39+00:00,22.62300401402589,14.98963068908126,7.781074666021678,L7
2000-12-28 20:44:30+00:00,41.39502399421251,24.157702590704943,,L7
2001-01-13 20:44:32+00:00,26.67620610187207,18.26482889395335,11.8120752224741,L7
2001-01-20 20:50:45+00:00,41.98474249989516,,,L7
2001-01-29 20:44:33+00:00,38.90767294474686,33.67975054809281,32.48782894805947,L7
2001-02-05 20:50:39+00:00,,,,L7
2001-02-14 20:44:29+00:00,,,,L7
2001-02-21 20:50:38+00:00,19.762861342341683,16.18611898468105,13.58650094488959,L7
2001-03-18 20:44:17+00:00,24.20885321330208,16.88159818296261,13.174486735135686,L7
2001-04-03 20:44:06+00:00,32.28801042439416,29.65420305729705,,L7
2001-05-12 20:50:10+00:00,16.97253778198159,8.053060707182228,7.242959062768525,L7
2001-05-21 20:43:54+00:00,,,,L7
2001-06-06 20:43:42+00:00,,,,L7
2001-06-22 20:43:29+00:00,,,,L7
2001-07-15 20:49:35+00:00,5.136223705969432,,,L7
2001-07-24 20:43:19+00:00,,,,L7
2001-09-01 20:48:54+00:00,,31.87580774544484,28.56403902804957,L7
2001-09-26 20:42:29+00:00,26.89108229880564,20.232939870268083,17.389327844488626,L7
2001-10-03 20:48:30+00:00,,,,L7
2001-10-12 20:42:13+00:00,32.34875422853201,18.404985081403208,14.500154010631263,L7
2001-10-19 20:48:32+00:00,,25.471941130086904,,L7
2001-10-28 20:42:21+00:00,,24.27292371087823,14.261883405581402,L7
2001-11-04 20:48:37+00:00,34.25023560818717,16.90097482746092,12.504999669919425,L7
2001-11-20 20:48:45+00:00,17.917429631880243,13.151080343293245,10.009363779655343,L7
2001-11-29 20:42:36+00:00,40.62963521147349,24.06396860182788,,L7
2001-12-06 20:48:46+00:00,26.22205494349816,16.907829958269808,16.31430246715305,L7
2001-12-22 20:48:56+00:00,25.162591841268974,12.702861121478632,6.4350154608659205,L7
2001-12-31 20:42:36+00:00,28.207435133440413,18.45553205272264,13.73557388861591,L7
2002-01-07 20:48:58+00:00,17.613657967893626,12.78498639305917,5.6907932514893735,L7
2002-01-23 20:49:06+00:00,27.88535192227205,25.049747295415944,25.020630470238647,L7
2002-02-01 20:42:53+00:00,28.61571916355432,20.134581147404823,21.033458131660737,L7
2002-02-24 20:49:10+00:00,24.264508411630366,24.291771274492216,30.80801985243294,L7
2002-03-05 20:42:58+00:00,,25.38038151982837,,L7
2002-03-12 20:49:08+00:00,25.744445944677768,18.04665083256556,10.72716772884194,L7
2002-03-21 20:42:50+00:00,19.292021501835748,14.395699517818738,8.779315612799383,L7
2002-04-06 20:42:51+00:00,22.94016652927037,14.747439339754555,12.47664867842995,L7
2002-04-13 20:49:02+00:00,22.859663973865462,17.07511172373418,10.921168811486874,L7
2002-04-22 20:42:49+00:00,27.396953347824144,23.124882606893323,21.387043408503224,L7
2002-05-15 20:48:57+00:00,16.954211095481888,17.14583881257673,8.344806162227725,L7
2002-05-24 20:42:43+00:00,,,,L7
2002-05-31 20:48:51+00:00,36.9645378480452,21.30333195453092,12.77546359272366,L7
2002-06-09 20:42:36+00:00,,,,L7
2002-06-16 20:48:45+00:00,20.90581336008585,12.513858815938285,8.242379669916598,L7
2002-06-25 20:42:29+00:00,,,,L7
2002-07-11 20:42:27+00:00,,,,L7
2002-07-27 20:42:18+00:00,15.91634365568559,13.78068047841426,13.663277511069252,L7
2002-08-19 20:48:22+00:00,17.562690536850308,11.671068875339328,5.47980818293411,L7
2002-08-28 20:42:02+00:00,32.91241837347672,16.976297594987745,14.154525933803583,L7
2002-09-04 20:48:13+00:00,19.19954149300224,5.398441416032474,,L7
