dates,oahu0097_0001,oahu0097_0002,oahu0097_0003,oahu0097_0004,oahu0097_0005,oahu0097_0006,oahu0097_0007,oahu0097_0008,oahu0097_0009,oahu0097_0010,oahu0097_0011,oahu0097_0012,oahu0097_0013,oahu0097_0014,oahu0097_0015,oahu0097_0016,oahu0097_0017,oahu0097_0018,oahu0097_0019,oahu0097_0020,oahu0097_0021,oahu0097_0022,oahu0097_0023,oahu0097_0024,oahu0097_0025,oahu0097_0026,oahu0097_0027,oahu0097_0028,oahu0097_0029,oahu0097_0030,oahu0097_0031,oahu0097_0032,oahu0097_0033,oahu0097_0034,oahu0097_0035,oahu0097_0036,oahu0097_0037,oahu0097_0038,oahu0097_0039,oahu0097_0040,satname
1990-08-19 20:14:00+00:00,39.71566016559469,38.79186902821372,40.42123578079829,46.88218897277186,52.47010608364756,53.681206422421184,53.77625497059366,53.50480819744102,54.41593927742992,54.94090610995784,49.33303717694147,40.66985750053409,40.18743442294108,41.82236647995054,39.54921210320594,48.171445356245066,43.23377649886413,35.3470406279416,34.113598595255844,33.418841353800545,38.15554539769185,38.27666358145834,37.99892626654671,38.12790648554225,39.31816829955243,35.875488184324674,37.79165238519683,37.37888980677068,34.21168940031916,32.31009674525319,34.47635579282002,32.27257516453438,29.68311462302172,30.96659768468741,31.901612843933723,32.34442478278965,33.11776977323191,30.706607874950706,28.962526216329525,25.958522670693554,L5
1991-12-03 20:24:42+00:00,26.170975102388493,26.870253828062484,26.96588507207186,33.66193241053291,38.60838880347638,40.30291253975501,39.67900718357468,42.703229889900165,42.66756465572221,43.96788970589185,34.37302567136257,26.463075940675093,27.57556780500266,33.205658213305725,32.46664096763374,43.75087234256717,36.393031095548494,28.7668369781658,22.252602526191733,23.397699799937605,27.95246874359851,35.4432666473715,34.389945713031715,35.66137755170134,37.72268998475074,34.82911692064437,35.75242113021734,33.099474149903905,27.472031108569382,23.454622831407,24.885427528901022,22.196842768245062,16.30318003796679,14.73826629483426,15.175165028334844,18.34703017564733,19.47086726054796,18.90656717873484,19.716042654153423,15.67111366426717,L5
1991-12-28 20:18:23+00:00,23.300489062184973,24.03910526414399,24.57333518474442,31.74028202030665,37.69859013927199,39.98985574522772,37.70717511734471,34.43852924649181,34.67662766988398,35.46299323864716,26.574690696693583,18.25702689348585,22.60807497372809,26.124332451931608,24.293663473943617,35.60037617189416,30.40515362505812,22.732151365725542,20.4927050860446,20.97702797956449,26.88068988581619,31.07982219543985,29.82563960981276,29.200611957937326,28.589882259182808,25.47516644804645,26.71322735090924,23.921686057182548,21.26359437352687,23.382824079774945,27.7735237851747,21.4290090803744,16.983717495884356,14.660077601290684,13.136199180239393,13.268848909458988,14.331713760667892,13.78267757699062,14.11938565394092,14.028640118779563,L5
1999-07-10 20:53:01+00:00,31.757372142206844,32.03570075394062,32.33714926482733,37.46455965155644,43.49846118743745,44.36050246473198,45.10436605960629,43.467176733396926,43.63983824984396,44.4681122967351,35.26745739790802,26.83885984803079,31.8376691813592,37.50769772555018,34.22239480480641,46.59345115901077,42.02527252409785,34.415317423529075,27.49399399403745,26.245842118881928,30.986641983982263,33.51943384664514,34.61290698283034,31.32135431712677,32.40676074712126,29.71212015244611,30.472359379646484,27.91894333021837,24.86431247576872,23.86182120792178,28.2131985793036,22.176900429599044,18.632034321956745,20.18586719303941,21.19179931537057,19.84862429933424,21.17466025984158,20.044202643256305,25.92774703056255,24.075340626962443,L7
1999-07-26 20:53:05+00:00,37.55670832328526,29.47207956630845,28.860462255154257,35.03513496068077,43.14089352158514,47.533913379409846,48.44003670843978,48.38683515658653,49.45884425372604,49.9428284073724,42.6429852378485,35.27238495664329,37.3310305446317,39.42589554976216,35.473038900011865,45.92109238124396,41.15399273490269,33.14446551074379,28.787497825896367,28.237682367227304,33.338521981309306,34.82483040527142,34.84574732419791,33.894467242631855,32.84370808979792,34.31750312941141,33.899191028560544,35.26796604787067,32.19095648533568,28.103788466885657,29.936202538178865,22.45692130453731,20.17378441652347,21.25824171563632,22.519901682632195,25.22429287862026,26.1691610721354,22.294939087075416,20.7717305421397,17.769122719093858,L7
1999-08-11 20:53:07+00:00,31.283171532038605,31.20252412268378,33.18263774933605,39.23348247318207,48.67721968952005,51.4818108283301,49.13001760204722,39.3917511071998,44.18693782513916,46.18298801393012,39.314577574150256,36.17673319597282,38.92987336512869,40.403387411657725,37.91303997797364,48.31432757717509,40.448946426287335,30.955033882197466,27.98319659935784,26.70989517969849,33.18365393696181,38.04322849154251,36.89776996844327,34.97284029205544,33.449727342611595,32.60883522330264,34.772731445850766,32.933979032562384,30.98879410110821,33.872910052297094,38.18987052031948,32.579292732438326,22.917865685797064,18.88207886372528,18.895069865159485,18.02703198223108,20.40029285906111,25.29118301475445,24.58771637460936,27.519389238610287,L7
1999-08-20 20:46:55+00:00,31.543172053235526,31.483761287648964,28.95232797633644,36.64317860611723,44.39693571936132,46.63903835997,47.51023074722836,40.99403137591757,42.92272180202991,47.907452009123766,40.31907050993676,35.452818383136915,36.173846153716354,40.67149409091736,37.60044449448315,49.74782413998658,43.226863609567495,34.98918412803614,31.10528359633833,30.355612294613103,34.3389632609827,35.73225721784092,36.26380220567709,35.487781104110674,35.4441754649465,36.81770602094999,37.14395714194087,36.0306081901218,32.2206551172945,28.109673676382823,32.01805833084676,29.28813094921249,27.11630790527232,28.86560784171924,29.28598179646315,26.262793387605807,30.76344259220531,31.17471382937575,30.03654980576044,28.78091530719767,L7
1999-09-12 20:53:05+00:00,38.39393107864453,35.84440544257482,33.90942335262475,38.899488909911646,44.78328196741799,46.90783450382792,48.26427162190944,47.93698249469858,48.29412404864262,49.479403959276,42.31816538085353,33.57785725305969,34.16657009892658,33.83227964308599,31.799900971358152,46.94862969679215,45.15244181722297,44.126757742273234,38.38339878250931,36.497503860750136,39.59509513517376,45.64724108075299,42.22716508819572,42.00466588220471,43.10104911724057,39.8626668593869,42.14808543320577,41.76357235726063,41.42472482660179,40.14756937371475,44.04808343201062,42.6185218203237,36.38321666900987,35.02074002954138,33.85577596799857,34.6861607593948,35.27549766988423,34.50533537862184,33.23943379704224,27.61029607391169,L7
1999-09-21 20:46:59+00:00,24.20208362772033,23.49479895102258,23.08892096008473,31.49862912426477,38.65721288925586,39.39397454715448,40.08139476884323,37.80651615963546,38.63600988809106,42.82550614787999,34.058126845572964,28.97307912949832,29.80666384097335,32.905966649937646,30.524579363033105,40.85002422738071,39.42932691581331,33.47143335225514,26.5099559920359,26.272563590930424,29.27216145974532,32.18611831486625,33.90094021901858,31.61627503817524,30.76833695546348,29.998261500406706,30.524825277972283,27.421927393889305,26.18989559333588,22.632516394973024,27.17143854577224,27.767669546515545,22.88691156001383,22.142051465640805,23.72272441341456,22.58278570928131,23.40539711674736,24.068070878810826,24.22257815123792,20.451941387913863,L7
1999-11-15 20:53:07+00:00,41.9567136289273,35.99174136637224,36.33729506769221,42.12057992861232,50.03587181912127,54.51887396388899,60.7110412586511,66.00232139720909,71.08980148158645,,,54.53915499043914,46.0935608727293,47.79504669470309,43.559255591964025,52.62251877930822,47.96328803520422,41.45233122891557,34.37726619272175,32.77146264908569,37.14864034764575,45.28362835359653,41.48798085664436,44.34712394883422,46.7940657043774,42.28310106680179,44.14643422347257,40.48805968916519,35.37625471077419,30.48425471205938,38.38135201947445,34.55555105679247,33.104188302015096,35.891895005387354,34.247794673947205,34.66621558045482,37.34973510115685,36.481223830885305,36.51379219006956,31.905392707307843,L7
