,id,site_id,scoord,geometry,baseline_std,baseline_average,transect,tmin_month,tmax_month,tmin_median,tmax_median,t_maxmin_difference,t_test_results,monthly_medians,min_max_diff_standardized,cluster_label,mean_max_month,cluster_label_ranked,mean_max_month_shifted_for_ARCGIS
59,oahu0012_0060,usa_HI_Oahu0012,0,"LINESTRING (598177.9929653824 2396060.5365234944, 598010.9321690077 2396279.8707567886)",14.891313196286953,57.43706598401959,oahu0012_0060,11,3,-9.100216888241242,18.850970850423273,27.951187738664515,1,"[-0.17276941  0.27997781  1.98915287  1.27620799  0.7770664   0.69624243
 -0.29287426 -1.00168865 -1.15775666 -1.12162264 -1.23648343 -0.03545246]",-1.9800723990351083,2,3.08,2,6.08
60,oahu0012_0061,usa_HI_Oahu0012,0,"LINESTRING (598195.4960929408 2396080.5295270532, 598031.9840332643 2396294.9674173538)",14.93226302940242,52.9296647590257,oahu0012_0061,11,3,-13.076217166541454,19.09949366787021,32.17571083441166,1,"[ 0.35187473  0.69561594  1.74798883  1.13973638  0.8033587   0.70542385
 -0.37355648 -1.107313   -1.2011483  -1.08953834 -1.33660176 -0.33584055]",-1.3898733155013676,2,3.08,2,6.08
61,oahu0012_0062,usa_HI_Oahu0012,0,"LINESTRING (598214.6960088412 2396098.6437004497, 598052.4765663613 2396309.7809701613)",15.607230328007354,49.801709243627414,oahu0012_0062,11,3,-15.331709131798515,20.41992341503629,35.751632546834806,1,"[ 0.56420251  1.08727832  1.57350682  0.99046159  0.72227935  0.70666992
 -0.3770552  -0.91628035 -1.20224881 -1.20156511 -1.33048796 -0.61676109]",-0.9002287017946794,2,3.08,2,6.08
62,oahu0012_0063,usa_HI_Oahu0012,0,"LINESTRING (598236.324071962 2396113.8836802635, 598072.3703504889 2396324.492975797)",15.726175928011108,50.71931228085582,oahu0012_0063,11,2,-16.442402756337103,20.161171173406913,36.603573929744016,1,"[ 0.58209755  1.38510484  1.37249282  1.07394357  0.54085432  0.58298333
 -0.35864202 -0.77045098 -1.21765992 -1.27049568 -1.41313241 -0.50709542]",-0.8975950934116901,2,3.08,2,6.08
63,oahu0012_0064,usa_HI_Oahu0012,0,"LINESTRING (598257.4245402408 2396129.9948458592, 598091.7005142418 2396339.3245704086)",16.533670828121206,50.12337034094291,oahu0012_0064,11,2,-17.19801666422181,18.98504509740791,36.183061761629716,1,"[ 0.85061854  1.30816143  1.30309684  1.10971643  0.66310453  0.42149313
 -0.38154256 -0.96876392 -1.18559374 -1.15397829 -1.3462656  -0.6200468 ]",-0.8431466142172672,2,3.08,2,6.08
64,oahu0012_0065,usa_HI_Oahu0012,0,"LINESTRING (598277.3006360568 2396147.7335606944, 598110.6183766464 2396354.4461944993)",16.513149760097914,47.239718151525,oahu0012_0065,11,3,-14.986716450384495,19.564893951496074,34.551610401880566,1,"[ 0.73278552  1.25992007  1.29989312  1.23626065  0.82653205  0.27197968
 -0.26626191 -0.98441367 -1.13599249 -1.06871066 -1.27183698 -0.90015538]",-0.7683638756976426,2,3.08,2,6.08
65,oahu0012_0066,usa_HI_Oahu0012,0,"LINESTRING (598298.3132125511 2396164.0687437397, 598129.328615223 2396369.896734224)",16.32438017034382,47.4472638804004,oahu0012_0066,9,2,-14.410534343773868,18.895507572034997,33.30604191580886,1,"[ 0.66337405  1.5033599   1.22310372  0.90960436  0.95634549  0.43172921
 -0.40261788 -1.11795262 -1.23004909 -1.05851153 -1.12077116 -0.75761445]",-0.8662639449111592,2,3.08,2,6.08
66,oahu0012_0067,usa_HI_Oahu0012,0,"LINESTRING (598317.5291142053 2396182.54068192, 598147.9755245626 2396385.621420527)",15.540629867416301,43.97429062168482,oahu0012_0067,9,2,-14.472010342147122,17.90303268415034,32.37504302629746,1,"[ 0.26985658  1.39072018  1.34518337  1.0581075   1.05185184  0.4742316
 -0.35390653 -1.20149276 -1.27014543 -0.96724121 -0.90620581 -0.89095933]",-0.7463820768106221,2,3.08,2,6.08
67,oahu0012_0068,usa_HI_Oahu0012,0,"LINESTRING (598337.9444461872 2396199.516650026, 598166.6271094927 2396401.504950983)",15.478573896161759,43.18815413360742,oahu0012_0068,9,2,-14.306693163702555,17.68433082720903,31.991023990911586,1,"[ 0.05223016  1.41684436  1.35460311  1.08473127  1.03161678  0.53972193
 -0.33214207 -1.17536141 -1.30792218 -1.07785784 -0.79739478 -0.78906933]",-0.723395463807709,2,3.08,2,6.08
68,oahu0012_0069,usa_HI_Oahu0012,0,"LINESTRING (598358.9695240901 2396215.794116035, 598185.2805719262 2396417.3656604136)",14.979483879535739,42.449035303282386,oahu0012_0069,8,3,-12.227337257113437,19.108624001305422,31.33596125841886,1,"[-0.00713512  1.10704422  1.51809708  1.1168089   1.16495448  0.65572094
 -0.50574686 -1.21431418 -1.0442352  -1.02069819 -0.83274321 -0.93775284]",-0.7418863115868554,2,3.08,2,6.08
69,oahu0012_0070,usa_HI_Oahu0012,0,"LINESTRING (598380.2525666663 2396232.0004869485, 598203.9359048629 2396432.855262714)",14.89182201027644,40.56246993225668,oahu0012_0070,8,3,-12.970129532672726,18.784866495593867,31.754996028266593,1,"[-0.05220258  0.93251963  1.48480901  1.09496174  1.08958511  0.92601242
 -0.19143216 -1.2378677  -1.09178132 -0.94162143 -1.06005653 -0.9529262 ]",-0.5914302425796045,2,3.08,2,6.08
70,oahu0012_0071,usa_HI_Oahu0012,0,"LINESTRING (598402.209222226 2396247.9695072393, 598222.3494786477 2396447.6494268402)",14.65373571081827,39.421164125629694,oahu0012_0071,12,4,-11.903861539922357,16.701001487093052,28.60486302701541,1,"[-0.28180527  1.10725828  1.28654282  1.35073862  1.07324902  0.86156251
 -0.29677368 -1.05815338 -0.98897376 -0.91150483 -1.00154226 -1.14059807]",-0.7381258480476784,2,3.08,2,6.08
71,oahu0012_0072,usa_HI_Oahu0012,0,"LINESTRING (598424.8629290387 2396263.843787776, 598239.9516887289 2396461.728977109)",14.614531600194713,40.15068001090843,oahu0012_0072,11,4,-14.373904375160954,19.107094669942,33.480999045102955,1,"[-0.22979423  0.76050478  1.2831482   1.5418586   1.1275845   0.7894973
 -0.1982038  -0.75624913 -0.92313162 -0.82231635 -1.30645735 -1.26644091]",-0.4563732282543092,2,3.08,2,6.08
72,oahu0012_0073,usa_HI_Oahu0012,0,"LINESTRING (598447.2313863565 2396280.6720382664, 598256.2564511308 2396475.3236915986)",14.078875093469335,41.960573181292176,oahu0012_0073,12,4,-15.38499561930237,15.60300630059217,30.98800191989454,1,"[-0.5541293   0.5056537   1.11535318  1.38882136  1.36139109  0.98357446
  0.00709769 -0.37933049 -0.68147649 -0.93159673 -1.36149032 -1.45386815]",-0.7793642026476535,9,4.25,3,7.25
73,oahu0012_0074,usa_HI_Oahu0012,0,"LINESTRING (598464.2671404106 2396303.1423590006, 598271.0327341835 2396488.8821432856)",13.317392339220147,38.36332619592625,oahu0012_0074,12,4,-16.118259472251363,15.68150710989024,31.799766582141604,1,"[-0.78135259  0.44632151  0.96766742  1.37879948  1.36134902  1.05151531
  0.1094084  -0.15959986 -0.54015158 -0.99502197 -1.26978419 -1.56915096]",-0.49285621738835095,9,4.25,3,7.25
74,oahu0012_0075,usa_HI_Oahu0012,0,"LINESTRING (598479.2460757317 2396327.353064436, 598284.4695223556 2396503.038863634)",13.100069489604666,34.80290087014421,oahu0012_0075,12,5,-14.803877559394891,14.388792890825833,29.192670450220724,1,"[-0.96080713 -0.02030844  1.05681268  1.18535757  1.42355641  1.08879715
  0.19288047  0.19705043 -0.3061278  -0.94354506 -1.31940915 -1.59425712]",-0.4282595923918865,9,4.25,3,7.25
75,oahu0012_0076,usa_HI_Oahu0012,0,"LINESTRING (598496.6030532629 2396349.3015877563, 598297.1502131565 2396518.199461043)",13.060343402875148,36.08694318457268,oahu0012_0076,12,5,-16.28793242731782,13.90189779284879,30.18983022016661,1,"[-1.30865487 -0.27543679  0.97562522  0.85321222  1.31451223  1.19215198
  0.53591848  0.41984144 -0.10849724 -0.66166605 -1.18875385 -1.74825279]",-0.4515281706228232,1,5.52,4,8.52
76,oahu0012_0077,usa_HI_Oahu0012,0,"LINESTRING (598513.5784290981 2396371.544348131, 598309.5948138733 2396534.2840646417)",12.133384003493678,35.61965131198115,oahu0012_0077,12,5,-16.16502741334742,12.156396114173909,28.32142352752133,1,"[-1.38613916 -0.37177929  0.42780231  0.63898293  1.41662507  1.08296848
  0.82219642  0.50066853  0.35479984 -0.4270995  -1.1719899  -1.88703574]",-0.6014997779974964,8,5.63,5,8.629999999999999
77,oahu0012_0078,usa_HI_Oahu0012,0,"LINESTRING (598529.9800736117 2396394.118295821, 598322.049729844 2396550.884120388)",11.393534172489375,35.04750249556614,oahu0012_0078,12,5,-15.033317761491539,10.696695978426508,25.730013739918046,1,"[-1.35514377 -0.78041023 -0.16253676  0.52609882  1.30780826  1.24431061
  1.11673886  0.5231783   0.54707753 -0.23316736 -0.93054802 -1.80340623]",-0.8177874059610002,8,5.63,5,8.629999999999999
78,oahu0012_0079,usa_HI_Oahu0012,0,"LINESTRING (598545.3956976942 2396417.3521831213, 598334.6523294556 2396567.263270414)",10.88762292160438,35.63128521008222,oahu0012_0079,12,7,-12.893754032608072,10.66357624513465,23.55733027774272,1,"[-1.45955652 -1.20462009 -0.23341068  0.19408727  1.02214136  1.12142121
  1.32687564  0.92528248  0.59523148  0.04721527 -0.76393327 -1.57073417]",-1.1089615262465666,3,7.79,7,10.79
79,oahu0012_0080,usa_HI_Oahu0012,0,"LINESTRING (598559.6579647327 2396441.6351012383, 598347.2842382848 2396582.641716518)",11.000926337509556,35.60760041571372,oahu0012_0080,12,7,-13.363623918618586,9.44585360972519,22.809477528343777,1,"[-1.34262113 -1.29593461 -0.35458982  0.09095622  0.92975347  0.81841171
  1.25326963  1.08683612  0.86746333  0.32529457 -0.73663372 -1.64220578]",-1.1633677469262325,3,7.79,7,10.79
80,oahu0012_0081,usa_HI_Oahu0012,0,"LINESTRING (598573.4389355865 2396466.2469984354, 598358.4255020041 2396597.250057689)",10.985133702578885,35.63752949262795,oahu0012_0081,2,9,-10.892660610352486,11.925771871866353,22.81843248221884,1,"[-1.14553277 -1.42897826 -0.79304142  0.04567508  0.53068026  0.47235524
  1.11611895  1.12045189  1.48545321  0.67800395 -0.74312756 -1.33805857]",-1.1669495663397962,5,8.4,9,11.4
81,oahu0012_0082,usa_HI_Oahu0012,0,"LINESTRING (598587.427330838 2396490.4579147394, 598366.5625203897 2396613.064806647)",11.42563685897005,38.18484226145653,oahu0012_0082,12,8,-11.61649588383651,13.326847828543649,24.94334371238016,1,"[-1.18496966 -1.221365   -0.59474252 -0.21718509  0.26522162  0.27900481
  0.92336055  1.55937115  1.50086321  0.79278397 -0.75134892 -1.35099413]",-1.1589287067775766,5,8.4,9,11.4
82,oahu0012_0083,usa_HI_Oahu0012,0,"LINESTRING (598600.329142028 2396514.6891843737, 598372.4944659274 2396632.014046067)",11.29419357166749,41.60124960527513,oahu0012_0083,12,8,-11.925398448196752,15.279644299796256,27.20504274799301,1,"[-1.04748135 -1.01711657 -0.40018921 -0.50663409  0.25932513  0.10247684
  1.0325837   1.72239583  1.40568762  0.72945828 -0.79938768 -1.48111848]",-1.2746555799606898,5,8.4,9,11.4
83,oahu0012_0084,usa_HI_Oahu0012,0,"LINESTRING (598610.6973439931 2396538.7116330564, 598377.8352648307 2396655.101230311)",11.725066834204512,45.52264111182761,oahu0012_0084,12,8,-11.306432149729524,20.58825572308271,31.894687872812234,1,"[-1.09282657 -1.03095344 -0.22300522 -0.32521354 -0.10180356  0.2653224
  1.14923703  1.93521363  1.3375986   0.30840166 -0.90127945 -1.32069154]",-1.1622921584770622,3,7.79,7,10.79
84,oahu0012_0085,usa_HI_Oahu0012,0,"LINESTRING (598619.2873536897 2396561.076649257, 598383.7805450503 2396683.4810782126)",12.773767545835257,50.65176473541783,oahu0012_0085,2,8,-11.408083987573754,20.371111729730178,31.77919571730393,1,"[-1.06114753 -1.14478163 -0.37525034 -0.49046692  0.28145797  0.57825704
  1.4977706   1.7102376   1.02763619  0.21198864 -1.11133274 -1.12436887]",-1.4774473506265646,3,7.79,7,10.79
85,oahu0012_0086,usa_HI_Oahu0012,0,"LINESTRING (598628.4377510655 2396579.8160798554, 598392.8457890883 2396718.042507597)",12.819161590915169,54.672680369485235,oahu0012_0086,12,7,-13.36918163249679,18.76981602064484,32.13899765314163,1,"[-1.01456307 -0.85336573 -0.4272176  -0.31653559  0.21411132  1.04406929
  1.64723846  1.64033348  0.56349352 -0.00855627 -1.19692191 -1.29208591]",-1.7578125181223268,3,7.79,7,10.79
86,oahu0012_0087,usa_HI_Oahu0012,0,"LINESTRING (598636.6476549492 2396595.423880948, 598408.8582558458 2396757.9549021875)",14.012379654212506,56.388276010574444,oahu0012_0087,12,7,-15.990742474960015,21.0787714155299,37.069513890489915,1,"[-1.16438202 -0.92426173 -0.2263474  -0.18388884  0.45243796  1.04449141
  1.67425056  1.25546104  0.78999051 -0.1137935  -1.26582515 -1.33813283]",-1.378692456015262,3,7.79,7,10.79
87,oahu0012_0088,usa_HI_Oahu0012,0,"LINESTRING (598644.4308039721 2396608.9123146283, 598436.1373562636 2396797.1588672716)",13.806442791049495,54.92584151178373,oahu0012_0088,12,7,-16.07555695560638,19.83860780621343,35.91416476181981,1,"[-1.243115   -0.76945199 -0.42973786 -0.27856025  0.55909134  0.84421461
  1.76533566  1.37298564  0.74277883 -0.12924102 -1.07184765 -1.36245231]",-1.3770148500733945,3,7.79,7,10.79
88,oahu0012_0089,usa_HI_Oahu0012,0,"LINESTRING (598654.5125517917 2396621.1762469416, 598472.6848027057 2396826.8154427926)",12.150634058899797,51.023858894742226,oahu0012_0089,1,7,-12.86161283076273,14.254967423116735,27.116580253879466,1,"[-1.3114405  -1.06551871 -0.32078371 -0.20461525  0.64367091  0.95269262
  1.58977044  1.42706265  0.57894066  0.05046979 -1.03208674 -1.30816216]",-1.9675745747072142,3,7.79,7,10.79
89,oahu0012_0090,usa_HI_Oahu0012,0,"LINESTRING (598669.789229804 2396631.8136553965, 598509.5780304981 2396846.6569987903)",11.684444933239376,47.3876452597035,oahu0012_0090,12,7,-13.048659227548537,13.810923972579992,26.85958320012853,1,"[-1.31966123 -1.01469227 -0.28151159 -0.06595198  0.68739071  0.84009403
  1.5899467   1.20550909  0.92606595 -0.08844281 -1.08391247 -1.39483413]",-1.75687096621746,3,7.79,7,10.79
90,oahu0012_0091,usa_HI_Oahu0012,0,"LINESTRING (598688.7589355081 2396642.6235082624, 598542.1117914629 2396861.8230516147)",11.404269020052732,44.294677639905046,oahu0012_0091,12,7,-13.358738324743506,13.277886823035132,26.636625147778638,1,"[-1.18929422 -0.80680457 -0.30394948 -0.1295274   0.42041007  0.86864971
  1.6155929   1.37051971  0.94139891 -0.16677121 -1.13851848 -1.48170593]",-1.5483721456480304,3,7.79,7,10.79
91,oahu0012_0092,usa_HI_Oahu0012,0,"LINESTRING (598710.0647069027 2396653.5590174785, 598570.5088424069 2396874.797015102)",11.265645575775444,43.186083315751574,oahu0012_0092,12,8,-12.344516118655513,11.894013321699347,24.23852944035486,1,"[-1.29094754 -0.55835877 -0.44086032 -0.3439898   0.3884866   1.11688395
  1.34575395  1.50877744  0.95463428 -0.1666682  -1.00714536 -1.50656623]",-1.6818879795170996,3,7.79,7,10.79
92,oahu0012_0093,usa_HI_Oahu0012,0,"LINESTRING (598732.432017471 2396665.2437099274, 598595.7816099945 2396886.8908691616)",11.202821623848017,43.02977713856468,oahu0012_0093,12,8,-13.383850264240468,12.362579991297459,25.746430255537927,1,"[-1.45221991 -0.60405649 -0.19818153 -0.02038845  0.28203803  0.76292073
  1.2489293   1.54992593  1.02681478  0.07197085 -0.98401153 -1.68374171]",-1.5427673012515717,3,7.79,7,10.79
93,oahu0012_0094,usa_HI_Oahu0012,0,"LINESTRING (598755.3014289589 2396677.569268358, 598618.7647090271 2396898.8781355876)",11.087679145303628,44.79680956812147,oahu0012_0094,1,8,-12.91072721265062,10.368283594611576,23.279010807262196,1,"[-1.5706933  -0.8962612  -0.23848381 -0.15253128  0.72261481  0.56622242
  1.09507732  1.43489841  1.21374022  0.23549111 -0.9644767  -1.44559801]",-1.9406945744794117,3,7.79,7,10.79
94,oahu0012_0095,usa_HI_Oahu0012,0,"LINESTRING (598777.5011151743 2396691.7478244877, 598640.2269035253 2396911.344571865)",10.959858554668415,44.672185395670155,oahu0012_0095,1,8,-11.2822127379943,8.891137924162479,20.17335066215678,1,"[-1.66180069 -1.20044882 -0.27198777 -0.05264075  0.76176416  0.94637087
  0.74015854  1.51832242  0.86951168  0.50613029 -0.90960841 -1.24577153]",-2.235323988107306,3,7.79,7,10.79
95,oahu0012_0096,usa_HI_Oahu0012,0,"LINESTRING (598799.2627145385 2396706.9437226304, 598660.9779682293 2396924.3461730476)",11.189478408023746,43.61845356047807,oahu0012_0096,2,5,-12.949812477959895,4.3260620982851385,17.275874576245034,1,"[-1.36064265 -2.05770188  0.34071647  0.18624757  0.99154494  0.83148516
  0.63464583  0.87961735  0.7043675   0.64432372 -0.4550807  -1.33952329]",-2.354227607726855,8,5.63,5,8.629999999999999
96,oahu0012_0097,usa_HI_Oahu0012,0,"LINESTRING (598823.5267426794 2396718.240150411, 598681.4818425219 2396937.587898218)",11.005484711570823,47.910065789566836,oahu0012_0097,1,3,-9.810339702348204,5.067762704427913,14.878102406776117,1,"[-1.80053856 -1.54485801  1.20715738 -0.01666711  0.94233991  1.08409113
  0.3962666  -0.01918838  0.64376991  0.6707329  -0.23048923 -1.33261653]",-3.001409228987611,8,5.63,5,8.629999999999999
97,oahu0012_0098,usa_HI_Oahu0012,0,"LINESTRING (598841.2564507483 2396739.508000766, 598701.834123306 2396951.079460365)",10.94769346947362,42.64320516603953,oahu0012_0098,12,3,-4.824819356866293,4.9123706466454,9.737190003511692,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-3.005748677041649,4,inf,10,
98,oahu0012_0099,usa_HI_Oahu0012,0,"LINESTRING (598858.5616977238 2396761.116214055, 598722.0828385993 2396964.9637840125)",10.486292906102273,36.13999607367504,oahu0012_0099,8,3,-5.947636530914426,7.280257652114258,13.227894183028685,1,"[-0.7321334  -0.04888498  2.01522129  0.71151002  0.78244288  0.84780253
 -0.85339744 -1.82143537 -0.65814066 -0.1242466   0.66922262 -0.78796089]",-2.184957267149495,2,3.08,2,6.08
99,oahu0012_0100,usa_HI_Oahu0012,0,"LINESTRING (598876.4155007966 2396781.5659035454, 598742.3348060483 2396979.4105758406)",10.018210877249855,30.494698769890398,oahu0012_0100,8,3,-4.872594177402563,5.685489876232367,10.55808405363493,1,"[-0.01212492 -0.00191393  1.82415205  0.97026337  1.31240881  0.85985125
 -1.06185208 -1.52795647 -0.96682644 -0.66146956 -0.65440862 -0.08012345]",-1.990037438873353,2,3.08,2,6.08
100,oahu0012_0101,usa_HI_Oahu0012,0,"LINESTRING (598896.1299808589 2396799.0130086932, 598762.8410441059 2396994.410152503)",9.319988451500924,28.170788980382632,oahu0012_0101,11,3,-5.515190966317245,6.245356902164355,11.7605478684816,1,"[ 0.18290288  0.52821521  1.87305979  0.5606102   1.21480777  0.71287832
 -0.30647591 -0.84747081 -1.45177219 -0.64211234 -1.57722715 -0.24741579]",-1.760757665880827,2,3.08,2,6.08
101,oahu0012_0102,usa_HI_Oahu0012,0,"LINESTRING (598917.362998797 2396814.072513897, 598783.8837334978 2397009.482429003)",8.78571582895514,26.691094858273892,oahu0012_0102,11,3,-4.704945186277241,6.200189452636334,10.905134638913575,1,"[ 0.00261912  0.57491367  2.01842057  0.55465519  1.05786716  0.89094319
 -0.13046048 -0.85934432 -1.15020452 -0.93086433 -1.44582297 -0.58272229]",-1.7967756443173846,2,3.08,2,6.08
102,oahu0012_0103,usa_HI_Oahu0012,0,"LINESTRING (598943.2225153389 2396822.3694089544, 598805.3911037428 2397024.1053116797)",8.911557093486113,33.54229340581556,oahu0012_0103,9,6,-5.415760986946278,5.879351618483074,11.295112605429352,1,"[ 0.20837263  0.39286256  1.31688886  0.65584868  0.95329245  1.66918474
  0.05088657 -1.07571291 -1.46557893 -1.00974944 -1.1456286  -0.55066661]",-2.496441482336207,2,3.08,2,6.08
103,oahu0012_0104,usa_HI_Oahu0012,0,"LINESTRING (598967.2869059815 2396833.4206941463, 598826.9222168996 2397038.143831865)",9.151992431597092,36.96594784964356,oahu0012_0104,9,6,-6.218402161329017,4.211689924763332,10.43009208609235,1,"[ 0.62837614  0.93038874  1.10712701  1.03879778  0.77064462  1.16756957
 -0.38053168 -1.26847882 -1.64528718 -0.84517599 -1.04522059 -0.45820958]",-2.899462162133858,2,3.08,2,6.08
104,oahu0012_0105,usa_HI_Oahu0012,0,"LINESTRING (598988.7771184301 2396848.454012408, 598848.0112529685 2397051.825698226)",10.469743511694055,35.101212206142236,oahu0012_0105,8,3,-10.02917390174418,8.409550517922597,18.438724419666777,1,"[ 0.82293794  1.37235465  1.43732561  0.70629886  0.66945283 -0.05635858
 -0.71917866 -1.67155535 -1.48246558 -0.49645204 -0.79030608  0.20794641]",-1.5914895878647355,2,3.08,2,6.08
105,oahu0012_0106,usa_HI_Oahu0012,0,"LINESTRING (599010.5044998908 2396863.3440263, 598868.4389554637 2397065.5505772512)",11.823165392196671,33.59571075876314,oahu0012_0106,8,3,-14.44466705054788,9.564684318208961,24.00935136875684,1,"[ 1.10566816  1.21332573  1.22755865  0.95539577  0.41778283 -0.42881744
 -0.87999153 -1.80023069 -1.3465972  -0.44584177 -0.50900088  0.49074836]",-0.8108115781187778,2,3.08,2,6.08
106,oahu0012_0107,usa_HI_Oahu0012,0,"LINESTRING (599034.4844129354 2396875.1902422593, 598888.3165774267 2397079.6505709547)",11.919264129527916,35.46532303134215,oahu0012_0107,8,2,-13.148164302897413,9.426205082537102,22.574369385434515,1,"[ 1.21633947  1.2510798   0.99010406  1.07882734  0.35564209 -0.52895589
 -0.95729355 -1.6535602  -1.3247515  -0.74609152 -0.28327826  0.60193816]",-1.0815226096024273,2,3.08,2,6.08
107,oahu0012_0108,usa_HI_Oahu0012,0,"LINESTRING (599055.5786811283 2396891.11565591, 598907.9617994784 2397094.1961802775)",11.167538054252951,34.389841977524725,oahu0012_0108,8,4,-11.72089867993936,8.925809478364272,20.646708158303632,1,"[ 1.24492291  1.24857537  1.17403631  1.27688846  0.21437386 -0.62951455
 -1.02226456 -1.60642469 -1.14979299 -0.54780415 -0.39461425  0.19161827]",-1.2306323696821677,2,3.08,2,6.08
108,oahu0012_0109,usa_HI_Oahu0012,0,"LINESTRING (599078.8199144682 2396904.0888160486, 598927.6253916164 2397109.1076585837)",9.895701070578443,38.89774774433597,oahu0012_0109,8,4,-7.4219915736837905,8.930039332888931,16.352030906572722,1,"[ 1.13900417  0.82810584  1.16145848  1.73698559  0.35916979 -0.45567149
 -1.05582365 -1.43641227 -1.19909665 -0.69230352 -0.46171787  0.07630157]",-2.2783344683678246,2,3.08,2,6.08
109,oahu0012_0110,usa_HI_Oahu0012,0,"LINESTRING (599101.656162783 2396917.5497149066, 598947.429650977 2397124.235305298)",8.71467111099609,43.04358796096039,oahu0012_0110,8,3,-4.430651870580789,6.950158445589697,11.380810316170486,1,"[ 1.02262639  0.59376728  1.68607216  1.46244458  0.66753622  0.05672029
 -0.88540775 -1.16371131 -0.86458231 -0.97868982 -0.96104833 -0.63572737]",-3.6332728156359346,2,3.08,2,6.08
110,oahu0012_0111,usa_HI_Oahu0012,0,"LINESTRING (599146.106149153 2396902.513833136, 598967.3913022417 2397139.3488862254)",7.676540784987593,83.0842757227146,oahu0012_0111,12,3,-4.1296428840635855,4.415790430577829,8.545433314641414,1,"[ 0.38536653 -0.13965329  1.38603373  1.3313712   1.16205022  0.76596508
  0.41757104 -0.828566   -0.70113008 -1.01778206 -1.36123301 -1.39999336]",-9.709951981736738,9,4.25,3,7.25
111,oahu0012_0112,usa_HI_Oahu0012,0,"LINESTRING (599154.3124426953 2396935.461998203, 598987.4140461066 2397154.1331779077)",7.48908738789584,62.29296072714238,oahu0012_0112,12,7,-6.223199191652121,3.104946130640851,9.328145322292972,1,"[-0.24897976 -0.29107934  0.94446522  0.52278346  1.06991551  1.03920093
  1.15085381 -0.10010533  0.21930452 -0.66632138 -1.7431886  -1.89684905]",-7.072265639529489,1,5.52,4,8.52
112,oahu0012_0113,usa_HI_Oahu0012,0,"LINESTRING (599170.1837088903 2396958.420782613, 599007.244865336 2397168.296614715)",8.783422669700345,52.50031351265112,oahu0012_0113,12,7,-7.708674257345816,5.035575584054953,12.74424984140077,1,"[-0.84050454 -1.06813513  0.59333671  0.269462    0.74695325  1.04623266
  1.23578937  1.03969835  0.42136438 -0.21838533 -1.47304769 -1.75276402]",-4.526261022186088,8,5.63,5,8.629999999999999
113,oahu0012_0114,usa_HI_Oahu0012,0,"LINESTRING (599191.6577016483 2396974.577944851, 599026.4821121374 2397181.714512153)",9.22896813905299,50.45031058369374,oahu0012_0114,12,8,-10.8330384697469,6.764168723224294,17.597207192971194,1,"[-0.99120953 -1.22814039  0.23173891 -0.11073635  0.61860739  1.01887716
  1.2088486   1.21450064  0.85389186  0.03191366 -1.03712947 -1.81116249]",-3.559780778926137,3,7.79,7,10.79
114,oahu0012_0115,usa_HI_Oahu0012,0,"LINESTRING (599216.9841085467 2396986.7347794697, 599044.7234738416 2397194.3868445)",10.114464352807675,53.288962211849736,oahu0012_0115,12,8,-11.436132657442414,8.447255411366989,19.883388068809403,1,"[-1.09689413 -1.1511748  -0.26545658 -0.29262238  0.47410971  1.19526297
  1.03949057  1.36399017  1.09300832  0.10444979 -0.74246299 -1.72170065]",-3.302752669622814,3,7.79,7,10.79
115,oahu0012_0116,usa_HI_Oahu0012,0,"LINESTRING (599240.0027302601 2397002.7547027776, 599061.7064224409 2397206.2659199596)",9.80228801034299,52.34856483443677,oahu0012_0116,12,9,-10.99669776092172,7.123076867503919,18.11977462842564,1,"[-1.0632094  -1.17099321 -0.29091352 -0.63715643  0.52365203  1.02075078
  1.15856508  1.22423687  1.24760697  0.27797412 -0.60047653 -1.69003676]",-3.4919184347464856,3,7.79,7,10.79
116,oahu0012_0117,usa_HI_Oahu0012,0,"LINESTRING (599260.9949894989 2397022.124650306, 599077.3196040087 2397216.983299561)",10.168580161876758,48.142346591533034,oahu0012_0117,12,9,-12.060574474929695,6.5677182340276445,18.62829270895734,1,"[-1.05614209 -1.11621892 -0.55655198 -0.33636667  0.52575174  0.95883084
  1.09191951  1.04759533  1.24958398  0.58616798 -0.50512309 -1.88944662]",-2.9024754107980058,3,7.79,7,10.79
117,oahu0012_0118,usa_HI_Oahu0012,0,"LINESTRING (599280.9061478477 2397043.413847122, 599091.0067893749 2397226.48965518)",10.294196644923552,45.936291609015406,oahu0012_0118,12,9,-11.347326459385819,6.961497435356833,18.308823894742652,1,"[-1.29470065 -1.07913024 -0.22684278 -0.26447481  0.42245772  0.98748333
  0.96775805  0.88514252  1.41572779  0.57305939 -0.49185922 -1.89462109]",-2.683790553767678,3,7.79,7,10.79
118,oahu0012_0119,usa_HI_Oahu0012,0,"LINESTRING (599301.4743212617 2397065.0670327055, 599102.4910835405 2397235.341530034)",10.483275919977237,47.337411669420554,oahu0012_0119,12,9,-12.032721366933181,5.851523080394323,17.884244447327504,1,"[-1.14556809 -1.04056901 -0.2151864  -0.35778123  0.67923799  0.83734644
  0.93352982  0.92693319  1.25584094  0.7969792  -0.71951557 -1.95124729]",-2.809538492253765,3,7.79,7,10.79
