,id,site_id,scoord,geometry,baseline_std,baseline_average,transect,tmin_month,tmax_month,tmin_median,tmax_median,t_maxmin_difference,t_test_results,monthly_medians,min_max_diff_standardized,cluster_label,mean_max_month,cluster_label_ranked,mean_max_month_shifted_for_ARCGIS
15,oahu0012_0016,usa_HI_Oahu0012,0,"LINESTRING (597425.9073333654 2395240.866712056, 597176.9805101991 2395435.356321485)",9.611501067101072,94.2188123307381,oahu0012_0016,12,7,-7.7608393219141405,4.8657660019762545,12.626605323890395,1,"[-0.78146431 -1.0434624  -0.86811367 -0.65155429  0.03710323  0.17381972
  1.34597922  1.16303091  1.21654699  1.15461315  0.0178786  -1.76437715]",-8.48901814994614,5,8.4,9,11.4
16,oahu0012_0017,usa_HI_Oahu0012,0,"LINESTRING (597442.4986559721 2395259.2162722303, 597193.4904937695 2395458.1369873923)",10.53440728404187,98.8753678253456,oahu0012_0017,12,10,-7.327759224729135,5.915144149769354,13.24290337449849,1,"[-1.29143294 -0.74705187 -1.34643024 -0.10036281 -0.1210012   0.34960635
  1.23881832  1.06937745  0.88436078  1.45281253  0.10535973 -1.4940561 ]",-8.128835552102503,5,8.4,9,11.4
17,oahu0012_0018,usa_HI_Oahu0012,0,"LINESTRING (597452.8052732501 2395282.08894893, 597211.0501616622 2395481.172527251)",11.298769173668788,93.80435790085316,oahu0012_0018,3,10,-8.203788371231425,7.5412990900969135,15.745087461328339,1,"[-1.02326841 -1.09128369 -1.63047585  0.08075515  0.23099004  0.531566
  0.83416964  0.7992231   1.04390263  1.5305815   0.10226552 -1.40842562]",-6.908652547875571,5,8.4,9,11.4
18,oahu0012_0019,usa_HI_Oahu0012,0,"LINESTRING (597457.585478129 2395309.4693093793, 597229.4971026013 2395504.3403478577)",11.142525676487612,79.4203759657365,oahu0012_0019,3,10,-8.21956457300206,7.6317597965598765,15.851324369561937,1,"[-1.15284027 -1.20056066 -1.53761725 -0.41246851  0.21196483  0.41303668
  1.43914032  0.58478719  0.74165149  1.5429934   0.3695024  -0.99958963]",-5.705084595884282,5,8.4,9,11.4
19,oahu0012_0020,usa_HI_Oahu0012,0,"LINESTRING (597474.595076203 2395326.264233613, 597248.8977847699 2395527.2626625993)",9.815751547139607,77.61244057740949,oahu0012_0020,3,10,-7.984740234896449,8.113640405462014,16.098380640358464,1,"[-0.33790249 -1.0350898  -1.7485794  -0.85531737  0.27226337  0.36099067
  0.59049167  0.07197611  0.87141709  1.91651471  0.95382053 -1.06058509]",-6.266872143374161,0,9.85,10,12.85
20,oahu0012_0021,usa_HI_Oahu0012,0,"LINESTRING (597485.0718710945 2395348.909971576, 597269.2203709632 2395549.624052306)",9.193131341707122,66.1111638662764,oahu0012_0021,3,10,-6.3419578762560285,8.182174630940203,14.524132507196232,1,"[ 0.60543112 -0.81598925 -1.72108203 -0.6018593  -0.40266346 -0.07779514
  0.28971434 -0.01435845  0.48937289  2.21819006  1.07159527 -1.04055604]",-5.611475507267222,0,9.85,10,12.85
21,oahu0012_0022,usa_HI_Oahu0012,0,"LINESTRING (597498.7591562165 2395369.064045768, 597290.2138095762 2395571.271266456)",8.694505369113191,60.48348822037538,oahu0012_0022,3,10,-4.823522525335282,7.754873094848481,12.578395620183763,1,"[ 1.20081459e+00 -8.78288645e-01 -1.35823213e+00 -5.51646706e-01
 -9.93272540e-01 -1.72571730e-01  2.98663642e-02 -8.15655512e-04
  3.80808367e-01  1.99016500e+00  1.28386776e+00 -9.30694677e-01]",-5.509812297128729,0,9.85,10,12.85
22,oahu0012_0023,usa_HI_Oahu0012,0,"LINESTRING (597512.963518223 2395389.1289972556, 597311.5115538375 2395592.1316757533)",9.254671688243572,56.434354215333364,oahu0012_0023,5,1,-4.081145507718823,7.670947308051275,11.752092815770098,1,"[ 1.91893532 -0.5602696  -0.76553508  0.11384113 -1.20945418 -0.52963775
 -0.72109697 -0.01114256  0.10915323  1.71544292  1.01508697 -1.07532344]",-4.828076338604664,7,1.0,1,4.0
23,oahu0012_0024,usa_HI_Oahu0012,0,"LINESTRING (597527.4398139924 2395409.3957135323, 597332.9631534504 2395612.105253134)",9.694925744548028,51.753437301875174,oahu0012_0024,5,1,-5.375526262280978,6.557463300167981,11.93298956244896,1,"[ 1.88434725 -0.08723855  0.09582069  0.02898454 -1.69272707 -1.14838649
 -0.72639162  0.15990654  0.23852279  1.44819113  0.77124075 -0.97226996]",-4.10734943089372,7,1.0,1,4.0
24,oahu0012_0025,usa_HI_Oahu0012,0,"LINESTRING (597544.2354013397 2395427.828651776, 597354.4201680253 2395631.158652059)",9.526752841855798,50.5685054566954,oahu0012_0025,5,1,-4.703050405266783,4.616879856271424,9.319930261538207,1,"[ 1.49668686  0.17725414  0.72039709  0.0965452  -1.68366161 -1.28138276
 -0.82693006  0.0269457   0.42103952  1.03153161  1.09014489 -1.26857056]",-4.329762289405844,7,1.0,1,4.0
25,oahu0012_0026,usa_HI_Oahu0012,0,"LINESTRING (597560.9820011564 2395446.8677984625, 597375.5766302401 2395649.4692488885)",9.905361526948155,49.4625659827834,oahu0012_0026,12,1,-4.953008561213448,5.507644663545165,10.460653224758612,1,"[ 2.00724428 -0.09211882  0.48973689  0.411269   -1.56882245 -0.65847025
 -0.9617733   0.27500227  0.60470302  0.75649871  0.34872195 -1.61199131]",-3.9374547462924645,7,1.0,1,4.0
26,oahu0012_0027,usa_HI_Oahu0012,0,"LINESTRING (597578.7234354332 2395465.2895744997, 597396.296649655 2395667.2017511376)",9.752522096368459,49.57761703231327,oahu0012_0027,5,1,-4.112442360379362,9.196719928564754,13.309162288944115,1,"[ 2.67225919  0.27133282 -0.84610736  0.27224526 -1.21216222 -0.37373592
 -0.91314245  0.58355289  0.51941966  0.26070174 -0.38008861 -0.85427499]",-3.7188795252127056,7,1.0,1,4.0
27,oahu0012_0028,usa_HI_Oahu0012,0,"LINESTRING (597597.4257185976 2395483.0602129553, 597416.632670807 2395684.3087953925)",10.34308745027064,49.343841171719646,oahu0012_0028,12,8,-6.9200746372492965,6.4660976111961865,13.386172248445483,1,"[ 1.3865007  -0.02382453 -0.19409648 -0.25394989 -0.71902562 -0.11900134
 -0.71417531  1.84706369  1.00835015  0.54804318 -0.9471359  -1.81874865]",-3.476492787686262,6,8.0,8,11.0
28,oahu0012_0029,usa_HI_Oahu0012,0,"LINESTRING (597616.4514581576 2395500.8848186373, 597436.4641481966 2395700.8526903926)",10.888795655819798,49.024717635777215,oahu0012_0029,12,8,-6.062064501291644,8.261845679282533,14.323910180574178,1,"[ 1.12803752 -0.21861783 -0.35252572 -0.11935345 -1.01331249 -0.30705465
 -0.54166136  1.97746429  1.35548064  0.50878993 -0.89347669 -1.5237702 ]",-3.1868361343209055,6,8.0,8,11.0
29,oahu0012_0030,usa_HI_Oahu0012,0,"LINESTRING (597636.0802840951 2395518.378781257, 597455.5623254587 2395717.207519214)",11.198483394892346,49.13217937868531,oahu0012_0030,5,8,-5.633168485925456,10.652464439934803,16.28563292586026,1,"[ 0.55417671  0.15727516 -0.20558723 -0.53504763 -1.54689502 -0.55361622
 -0.03053297  2.39413439  1.21581463  0.14957463 -0.54669431 -1.05260214]",-2.9331245396860113,6,8.0,8,11.0
30,oahu0012_0031,usa_HI_Oahu0012,0,"LINESTRING (597656.0805339571 2395535.65330917, 597473.9584924021 2395733.8209622004)",11.144434392356237,54.11046592692823,oahu0012_0031,5,8,-4.466577247289443,12.987049201330407,17.45362644861985,1,"[ 0.03802404 -0.79254285 -0.08475506 -0.86468092 -1.04843807 -0.28745574
  0.4943533   2.59569127  1.22109954  0.09743568 -0.76931162 -0.59941955]",-3.289250776463867,6,8.0,8,11.0
31,oahu0012_0032,usa_HI_Oahu0012,0,"LINESTRING (597677.3159911206 2395551.613461462, 597491.9808515876 2395750.9342919975)",11.154435660883149,59.54582399568019,oahu0012_0032,12,8,-7.421559047225969,11.857306066753623,19.27886511397959,1,"[ 0.06489172 -0.56336756  0.25396533 -0.70921885 -0.54941429  0.17531721
  0.6511602   2.38049156  0.99041248 -0.02243456 -1.07428353 -1.59751969]",-3.6099503467405785,6,8.0,8,11.0
32,oahu0012_0033,usa_HI_Oahu0012,0,"LINESTRING (597700.3253644503 2395565.58407992, 597510.021343073 2395768.50230226)",9.945613747397275,64.74016553794188,oahu0012_0033,12,8,-9.489977046514682,7.795772024338177,17.28574907085286,1,"[ 0.03094413  0.60217166 -0.56123755 -0.86398969 -0.46468932  0.74130986
  1.08321658  1.63005441  1.08352526 -0.26677231 -1.19892023 -1.81561279]",-4.771391456812571,6,8.0,8,11.0
33,oahu0012_0034,usa_HI_Oahu0012,0,"LINESTRING (597723.396373689 2395579.344094386, 597528.321809445 2395786.3093694523)",10.682612046907048,69.1709645843448,oahu0012_0034,12,8,-8.84953960253069,7.9091137075331375,16.758653310063828,1,"[-0.37289833 -0.55455435 -0.6312171  -0.653049   -0.45333746  0.94062307
  1.40544656  1.47719924  1.29775604  0.24671262 -1.14695965 -1.55572163]",-4.906319825538922,3,7.79,7,10.79
34,oahu0012_0035,usa_HI_Oahu0012,0,"LINESTRING (597749.9672011903 2395589.3215547055, 597546.9637634171 2395803.9884657906)",11.827871733805685,77.71278777846427,oahu0012_0035,12,8,-10.53545561149464,10.215125550417305,20.750581161911946,1,"[-0.56898342 -1.04153485 -1.26084645 -0.32590583 -0.20677948  1.1843928
  1.27061324  1.41728529  1.15737542  0.40364626 -0.65034268 -1.37892031]",-4.815930363342249,5,8.4,9,11.4
35,oahu0012_0036,usa_HI_Oahu0012,0,"LINESTRING (597790.7968759133 2395584.506270833, 597565.8091301438 2395821.160938661)",14.08655556627843,105.32127080240161,oahu0012_0036,12,9,-15.278126221614436,11.277228248472959,26.555354470087394,1,"[-0.94074347 -0.87532991 -1.43092177 -0.45684541  0.01081657  1.09218158
  1.09140594  1.10778579  1.18037563  0.93784829 -0.25204301 -1.46453024]",-5.591566793011532,5,8.4,9,11.4
36,oahu0012_0037,usa_HI_Oahu0012,0,"LINESTRING (597789.3381586355 2395624.578411207, 597584.4583047304 2395837.709584889)",14.597602823898585,72.798400888913,oahu0012_0037,12,8,-15.71657259971051,10.916393901234429,26.63296650094494,1,"[-1.22814129 -1.07581017 -1.20755058 -0.59682236  0.16694938  0.9417313
  1.03852934  1.13068667  1.10974268  1.11694798 -0.0679236  -1.32833935]",-3.1625353110983356,5,8.4,9,11.4
37,oahu0012_0038,usa_HI_Oahu0012,0,"LINESTRING (597801.8883887681 2395650.1609958936, 597602.4770756373 2395853.8175875004)",14.83908461156468,62.31749581814597,oahu0012_0038,3,9,-15.604006626531685,14.150696893202937,29.754703519734623,1,"[-0.9630352  -1.31683311 -1.37159468 -0.60009969  0.31026345  0.80983717
  0.80596875  1.1013136   1.36919629  1.15216902 -0.18008022 -1.11710537]",-2.1943935997934734,5,8.4,9,11.4
38,oahu0012_0039,usa_HI_Oahu0012,0,"LINESTRING (597821.9319253915 2395668.4922838747, 597619.7105883801 2395869.708692677)",14.505457008970787,60.82561543661594,oahu0012_0039,2,9,-15.430264432955834,15.028997225938078,30.45926165889391,1,"[-1.03589882 -1.32553307 -1.31010024 -0.38712424  0.41770738  0.57995426
  0.62476531  1.18864163  1.4262757   1.22107827 -0.20761605 -1.19215012]",-2.0934434371107504,5,8.4,9,11.4
39,oahu0012_0040,usa_HI_Oahu0012,0,"LINESTRING (597842.3189885402 2395686.9946320243, 597636.259928811 2395885.382550813)",14.620416848147451,60.977387345055085,oahu0012_0040,12,9,-15.412035657057224,14.144086798454076,29.5561224555113,1,"[-1.02652257 -1.2479937  -1.19834584 -0.3788421   0.38311574  0.55274774
  0.71784371  1.3811323   1.41043781  1.0636673  -0.35950959 -1.29773079]",-2.1491360483011923,5,8.4,9,11.4
40,oahu0012_0041,usa_HI_Oahu0012,0,"LINESTRING (597861.9109399151 2395706.697826419, 597652.0333378019 2395900.8774469267)",14.56214659034634,61.61170470458619,oahu0012_0041,3,9,-15.18206594931793,13.879018382306711,29.06108433162464,1,"[-1.12032172 -1.20000241 -1.32557728 -0.49125823  0.41961471  0.59129307
  0.83507338  1.37304153  1.43189652  0.95022976 -0.43772232 -1.02626702]",-2.2352899808425413,5,8.4,9,11.4
41,oahu0012_0042,usa_HI_Oahu0012,0,"LINESTRING (597883.4491862968 2395724.981332127, 597666.8529839482 2395916.4891618737)",14.237879359278285,63.731888334649966,oahu0012_0042,3,9,-15.379893457894028,13.632605644925789,29.012499102819817,1,"[-1.08002677 -1.15526028 -1.33509988 -0.68601578  0.49952583  0.6962426
  0.85817277  1.28765     1.40643047  0.91495014 -0.30792085 -1.09864826]",-2.4385225043506806,5,8.4,9,11.4
42,oahu0012_0043,usa_HI_Oahu0012,0,"LINESTRING (597902.987212162 2395745.4896184425, 597680.9841295518 2395932.409387987)",14.176955452398017,64.22490064043102,oahu0012_0043,3,9,-14.130535080620621,14.50126412679947,28.63179920742009,1,"[-1.21773204 -1.14555556 -1.27437086 -0.77807477  0.48971119  0.66779787
  0.84057352  1.30747722  1.46635922  0.86949928 -0.28406614 -0.94161892]",-2.5106308299071642,5,8.4,9,11.4
43,oahu0012_0044,usa_HI_Oahu0012,0,"LINESTRING (597921.4896106778 2395767.0880040075, 597694.4807275976 2395948.7702389434)",14.308118815397773,64.40777633679741,oahu0012_0044,3,8,-16.461469827992147,14.485846986644361,30.94731681463651,1,"[-1.13557302 -1.04267836 -1.3606988  -0.93429655  0.56074458  0.67136491
  0.90270474  1.42596675  1.39843934  0.67375116 -0.26095159 -0.89877316]",-2.338564555820729,5,8.4,9,11.4
44,oahu0012_0045,usa_HI_Oahu0012,0,"LINESTRING (597939.0808903109 2395789.027037203, 597706.9715912862 2395966.0361631215)",14.80312359515666,64.94842302360085,oahu0012_0045,2,8,-17.260839635807194,14.009126693276869,31.269966329084063,1,"[-0.99282652 -1.30210261 -1.11801929 -0.81904456  0.57505445  0.73452381
  0.99111959  1.3365561   1.3358379   0.6848128  -0.21845275 -1.20745891]",-2.275091231794878,5,8.4,9,11.4
45,oahu0012_0046,usa_HI_Oahu0012,0,"LINESTRING (597959.9189808293 2395807.6505545457, 597718.3905371303 2395985.5415232386)",14.94567158788913,73.49297228821436,oahu0012_0046,12,8,-17.329765204788515,14.9293786850767,32.259143889865214,1,"[-0.57248306 -1.20213889 -1.06479718 -0.97927835  0.63401499  0.84066399
  1.10213546  1.41132304  1.09431546  0.57989682 -0.38063006 -1.4630222 ]",-2.75891438908386,5,8.4,9,11.4
46,oahu0012_0047,usa_HI_Oahu0012,0,"LINESTRING (597977.3378539997 2395827.3047895445, 597729.8849572019 2396008.326437239)",15.472302993575884,79.45566660601664,oahu0012_0047,2,7,-17.357799079318454,16.575512148913646,33.9333112282321,1,"[-0.48077174 -1.31784891 -1.30612519 -0.72634614  0.54808673  0.90343105
  1.46349832  1.24172113  0.93074141  0.55009794 -0.58881822 -1.21766638]",-2.942183551904682,5,8.4,9,11.4
47,oahu0012_0048,usa_HI_Oahu0012,0,"LINESTRING (597993.4683596982 2395845.510602625, 597743.4761296904 2396033.5711698486)",16.059821487623392,84.54902080499495,oahu0012_0048,3,7,-18.148796393939143,17.060779998221115,35.20957639216026,1,"[-0.71098485 -0.82998858 -1.34790286 -0.82081898  0.36445924  0.91972804
  1.49390426  1.44791301  0.97780543  0.42697691 -0.85011003 -1.07098158]",-3.0722286951233215,5,8.4,9,11.4
48,oahu0012_0049,usa_HI_Oahu0012,0,"LINESTRING (598008.1118222881 2395862.669760316, 597760.4073748436 2396059.509411467)",16.041193802988683,87.66832063617495,oahu0012_0049,3,7,-18.11742289465255,16.680720158341074,34.79814305299362,1,"[-0.57918307 -0.93272269 -1.35008776 -1.02351603  0.48903109  0.92397468
  1.49692781  1.34432864  0.8235529   0.63612724 -0.79405025 -1.03438257]",-3.2959004318825027,5,8.4,9,11.4
49,oahu0012_0050,usa_HI_Oahu0012,0,"LINESTRING (598021.6716106939 2395879.9002119773, 597780.2926416483 2396085.223393649)",15.511210157090645,86.73564479123328,oahu0012_0050,3,7,-17.491245178897714,15.222654376232072,32.713899555129785,1,"[-0.67210034 -0.51779379 -1.5001361  -0.88552494  0.61082768  0.78324894
  1.43998586  1.29850216  0.77158393  0.69702588 -0.58467534 -1.44094392]",-3.482755032585805,5,8.4,9,11.4
50,oahu0012_0051,usa_HI_Oahu0012,0,"LINESTRING (598034.0540190556 2395898.279337033, 597802.0929812678 2396110.402770473)",14.962503771116317,85.19426797658917,oahu0012_0051,3,7,-22.15631526353497,14.138811437913219,36.29512670144819,1,"[-0.56242574  0.8443988  -1.99348759 -0.61553691  0.44053448  0.70307261
  1.3766268   1.13449301  0.42889051  0.40342894 -0.895958   -1.26403691]",-3.2681122105737477,5,8.4,9,11.4
51,oahu0012_0052,usa_HI_Oahu0012,0,"LINESTRING (598047.124084483 2395916.2238323065, 597825.1184259309 2396134.559224052)",14.120943350928144,81.8700776265398,oahu0012_0052,3,7,-16.287740934304328,13.989099202737115,30.276840137041443,1,"[-0.72257447 -0.4860345  -1.6953285  -0.13483804  0.64184426  1.22233134
  1.70054701  1.07083367  0.53564516 -0.18491423 -0.66779528 -1.27971644]",-3.653667903575806,3,7.79,7,10.79
52,oahu0012_0053,usa_HI_Oahu0012,0,"LINESTRING (598062.1047926834 2395932.2743275305, 597848.8799514304 2396157.285681262)",13.789504820689537,81.82112609757357,oahu0012_0053,3,5,-15.077676168178158,10.526697239614244,25.6043734077924,1,"[-0.48718844 -1.12975829 -1.51866183  0.50873352  1.37578605  1.04071449
  1.31274442  0.92829243  0.4027392  -0.45066433 -1.11246946 -0.87026775]",-4.076778203480847,10,6.0,6,9.0
53,oahu0012_0054,usa_HI_Oahu0012,0,"LINESTRING (598077.8059269884 2395948.094946173, 597873.3398461579 2396178.150756834)",14.094279249353471,78.63431306063995,oahu0012_0054,2,7,-29.262485446596898,10.660970073832722,39.92345552042962,1,"[-0.36010928 -2.39457922 -0.94907194  0.54379559  1.1532728   1.00135608
  1.20680341  0.66967198  0.28143031 -0.11316546 -0.33250809 -0.7068962 ]",-2.7465652450433793,10,6.0,6,9.0
54,oahu0012_0055,usa_HI_Oahu0012,0,"LINESTRING (598090.8524225298 2395968.561738642, 597898.0406844586 2396197.1409486816)",13.531445459209971,70.87367645234639,oahu0012_0055,2,5,-12.96829997446207,9.982742190580915,22.951042165042985,1,"[-0.72302095 -1.6022099  -1.56357316  0.85123598  1.37337286  1.13234014
  1.17004213  0.59223279  0.12328727 -0.55863421 -0.72108905 -0.0739839 ]",-3.541575394274349,10,6.0,6,9.0
55,oahu0012_0056,usa_HI_Oahu0012,0,"LINESTRING (598107.0833832275 2395986.882653391, 597921.9986338929 2396214.90873806)",12.409525243445565,67.48191198911283,oahu0012_0056,1,5,-7.475608695897485,7.26037479704582,14.735983492943305,1,"[-1.47935827 -1.09620662  0.35314089  1.08140595  1.34075221  1.3351353
  1.14956276  0.06119325 -0.38723543 -1.01427452 -1.07715874 -0.26695679]",-4.250438873479769,1,5.52,4,8.52
56,oahu0012_0057,usa_HI_Oahu0012,0,"LINESTRING (598124.0872484867 2396005.2362833065, 597945.0420982577 2396231.9482209166)",12.70893317677397,65.51368124759153,oahu0012_0057,2,3,-14.850310855922121,9.423993387614836,24.274304243536957,1,"[-0.73324165 -2.02213729  1.27479125  0.99374946  1.06748285  1.11524359
  0.76813445 -0.05131016 -0.35766577 -0.98244777 -0.77751815 -0.29508081]",-3.24491256901256,9,4.25,3,7.25
57,oahu0012_0058,usa_HI_Oahu0012,0,"LINESTRING (598141.5212919139 2396023.7923813025, 597967.4790404108 2396248.385122149)",13.76809863204108,63.917882040783766,oahu0012_0058,1,3,-8.352781215814161,13.803803582729167,22.156584798543328,1,"[-1.16270473 -0.79646544  1.83076725  1.25258575  1.03187816  0.87133853
  0.54882    -0.61035571 -0.73506748 -0.8193867  -1.14592209 -0.26548754]",-3.0331927710812345,9,4.25,3,7.25
58,oahu0012_0059,usa_HI_Oahu0012,0,"LINESTRING (598159.6777465078 2396042.020335662, 597989.4216092811 2396264.351403559)",13.291964346703692,62.6619892963714,oahu0012_0059,11,3,-8.662147795690245,11.100670017825081,19.762817813515326,1,"[ 0.04048583 -0.10464858  1.5178286   1.34876339  1.16024751  0.7174541
 -0.04828936 -0.84742214 -1.34312442 -1.11228496 -1.48875544  0.15974548]",-3.227451591343965,2,3.08,2,6.08
